Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,176.431026,[541  59] ; [65 88],[482.8685259 117.1314741] ; [123.1314741  29.8685259],1
v1,1,0.0,25.375483,[348 240] ; [53 94],[320.8 267.2] ; [80.2 66.8],1
p10,1,1e-06,24.003768,[513  82] ; [104  46],[492.77181208 102.22818792] ; [124.22818792  25.77181208],1
p4,1,3e-06,21.859663,[390 206] ; [68 84],[364.93048128 231.06951872] ; [93.06951872 58.93048128],1
s7,1,4e-06,21.481757,[315 255] ; [51 99],[289.75 280.25] ; [76.25 73.75],1
p3,1,6e-05,16.095131,[327 270] ; [56 97],[304.868 292.132] ; [78.132 74.868],1
p8,1,0.00013,14.635081,[338 250] ; [61 91],[317.04324324 270.95675676] ; [81.95675676 70.04324324],1
a5,1,0.000257,13.363073,[460 140] ; [95 58],[442.2310757 157.7689243] ; [112.7689243  40.2310757],1
v3,1,0.000284,13.172716,[261 324] ; [ 41 105],[241.68262654 343.31737346] ; [60.31737346 85.68262654],1
p9,1,0.000406,12.505315,[520  71] ; [115  35],[506.45748988  84.54251012] ; [128.54251012  21.45748988],1
s8,1,0.000494,12.137496,[290 306] ; [ 50 102],[270.90909091 325.09090909] ; [69.09090909 82.90909091],1
r1,1,0.000904,11.015047,[497 101] ; [109  44],[482.54061252 115.45938748] ; [123.45938748  29.54061252],1
p11,1,0.00145,10.141281,[497 104] ; [109  44],[483.03183024 117.96816976] ; [122.96816976  30.03183024],0
s6,1,0.001796,9.747101,[419 169] ; [87 63],[403.15447154 184.84552846] ; [102.84552846  47.15447154],0
p5,1,0.002414,9.204617,[ 85 509] ; [  8 145],[ 73.95180723 520.04819277] ; [ 19.04819277 133.95180723],0
a2,1,0.002506,9.13617,[161 440] ; [ 23 130],[146.66312997 454.33687003] ; [ 37.33687003 115.66312997],0
a3,1,0.003385,8.58745,[441 156] ; [94 58],[426.42857143 170.57142857] ; [108.57142857  43.42857143],0
a4,1,0.00367,8.44011,[289 308] ; [54 99],[273.028 323.972] ; [69.972 83.028],0
s3,1,0.006214,7.487241,[342 250] ; [68 82],[327.11590296 264.88409704] ; [82.88409704 67.11590296],0
u1,1,0.007005,7.271737,[124 477] ; [ 17 136],[112.38859416 488.61140584] ; [ 28.61140584 124.38859416],0
d2,1,0.008226,6.983557,[310 288] ; [61 92],[295.41677763 302.58322237] ; [75.58322237 77.41677763],0
r4,1,0.008358,6.955131,[564  37] ; [134  19],[556.36339523  44.63660477] ; [141.63660477  11.36339523],0
n1,1,0.009568,6.713614,[53 69] ; [10 36],[45.75 76.25] ; [17.25 28.75],0
s2,1,0.013035,6.16432,[321 273] ; [65 87],[307.35120643 286.64879357] ; [78.64879357 73.35120643],0
b2,1,0.023817,5.107943,[156 220] ; [23 59],[146.95196507 229.04803493] ; [32.04803493 49.95196507],0
b3,1,0.023817,5.107943,[156 220] ; [23 59],[146.95196507 229.04803493] ; [32.04803493 49.95196507],0
d5,1,0.02937,4.745776,[493 107] ; [113  39],[483.5106383 116.4893617] ; [122.4893617  29.5106383],0
d1,1,0.036764,4.361315,[370 231] ; [80 73],[358.68700265 242.31299735] ; [91.31299735 61.68700265],0
p2,1,0.037107,4.345502,[509  88] ; [119  33],[500.55540721  96.44459279] ; [127.44459279  24.55540721],0
p6,1,0.041053,4.173838,[237 356] ; [ 46 103],[226.17115903 366.82884097] ; [56.82884097 92.17115903],0
p12,1,0.055308,3.672779,[ 56 540] ; [  7 146],[ 50.13084112 545.86915888] ; [ 12.86915888 140.13084112],0
b1,1,0.070719,3.26626,[228 373] ; [ 46 107],[218.4005305 382.5994695] ; [55.5994695 97.4005305],0
s5,1,0.076286,3.142294,[214 363] ; [ 43 104],[204.81906077 372.18093923] ; [52.18093923 94.81906077],0
a7,1,0.081513,3.034465,[426 172] ; [119  33],[434.54666667 163.45333333] ; [110.45333333  41.54666667],0
p1,1,0.083855,2.98856,[ 58 539] ; [  8 144],[ 52.60614152 544.39385848] ; [ 13.39385848 138.60614152],0
a8,1,0.087493,2.919907,[ 80 462] ; [ 13 128],[ 73.80087848 468.19912152] ; [ 19.19912152 121.80087848],0
p7,1,0.090859,2.859093,[385 199] ; [89 63],[376.10869565 207.89130435] ; [97.89130435 54.10869565],0
n2,1,0.124306,2.362212,[97 27] ; [30 15],[93.18343195 30.81656805] ; [33.81656805 11.18343195],0
a6,1,0.135175,2.232046,[410 189] ; [95 58],[402.25398936 196.74601064] ; [102.74601064  50.25398936],0
r2,1,0.137719,2.203268,[577  20] ; [142   9],[573.85427807  23.14572193] ; [145.14572193   5.85427807],0
s4,1,0.19291,1.695255,[ 97 493] ; [ 32 121],[102.43606999 487.56393001] ; [ 26.56393001 126.43606999],0
r3,1,0.203376,1.617966,[569  30] ; [149   4],[571.91755319  27.08244681] ; [146.08244681   6.91755319],0
n3,1,0.489218,0.478246,[87 36] ; [35 11],[88.79289941 34.20710059] ; [33.20710059 12.79289941],0
a1,1,0.527305,0.399582,[ 31 570] ; [  6 147],[ 29.49204244 571.50795756] ; [  7.50795756 145.49204244],0
d3,1,0.543253,0.369544,[411 189] ; [108  44],[414.09574468 185.90425532] ; [104.90425532  47.09574468],0
b4,1,0.566668,0.32829,[346 255] ; [92 61],[349.12201592 251.87798408] ; [88.87798408 64.12201592],0
s1,1,0.584714,0.298676,[ 18 573] ; [  6 147],[ 19.06451613 571.93548387] ; [  4.93548387 148.06451613],0
v2,1,0.658783,0.195005,[328 250] ; [81 67],[325.62258953 252.37741047] ; [83.37741047 64.62258953],0
b5,1,0.673347,0.177712,[358 243] ; [94 59],[360.28116711 240.71883289] ; [91.71883289 61.28116711],0
u3,1,0.775263,0.081509,[89 71] ; [31 27],[88.0733945 71.9266055] ; [31.9266055 26.0733945],0
d4,1,0.798318,0.065293,[490 108] ; [124  29],[488.91078562 109.08921438] ; [125.08921438  27.91078562],0
u2,1,0.916132,0.01109,[83 75] ; [30 28],[82.65740741 75.34259259] ; [30.34259259 27.65740741],0
