Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,30.842151,[70  2] ; [16 14],[60.70588235 11.29411765] ; [25.29411765  4.70588235],1
v3,1,0.235322,1.408402,[16 51] ; [ 4 26],[13.81443299 53.18556701] ; [ 6.18556701 23.81443299],0
p6,1,0.261707,1.259703,[16 53] ; [ 4 26],[13.93939394 55.06060606] ; [ 6.06060606 23.93939394],0
s1,1,0.273405,1.199583,[ 3 69] ; [ 3 28],[ 4.19417476 67.80582524] ; [ 1.80582524 29.19417476],0
a4,1,0.281616,1.159276,[13 59] ; [ 3 28],[11.18446602 60.81553398] ; [ 4.81553398 26.18446602],0
b5,1,0.316413,1.003715,[47 25] ; [17 14],[44.73786408 27.26213592] ; [19.26213592 11.73786408],0
d2,1,0.321402,0.983231,[18 54] ; [ 5 26],[16.0776699 55.9223301] ; [ 6.9223301 24.0776699],0
b3,1,0.341902,0.903288,[ 7 28] ; [ 6 13],[ 8.42592593 26.57407407] ; [ 4.57407407 14.42592593],0
b2,1,0.341902,0.903288,[ 7 28] ; [ 6 13],[ 8.42592593 26.57407407] ; [ 4.57407407 14.42592593],0
p9,1,0.349148,0.876552,[44 24] ; [17 14],[41.8989899 26.1010101] ; [19.1010101 11.8989899],0
a8,1,0.357217,0.847653,[ 6 63] ; [ 1 28],[ 4.92857143 64.07142857] ; [ 2.07142857 26.92857143],0
n4,1,0.409131,0.681323,[22 50] ; [ 7 24],[20.27184466 51.72815534] ; [ 8.72815534 22.27184466],0
p8,1,0.434908,0.60968,[23 49] ; [12 18],[24.70588235 47.29411765] ; [10.29411765 19.70588235],0
a6,1,0.503768,0.446989,[33 39] ; [12 19],[31.45631068 40.54368932] ; [13.54368932 17.45631068],0
v1,1,0.665303,0.187146,[20 49] ; [10 20],[20.90909091 48.09090909] ; [ 9.09090909 20.90909091],0
s2,1,0.667866,0.184108,[24 48] ; [ 9 22],[23.06796117 48.93203883] ; [ 9.93203883 21.06796117],0
s5,1,0.673147,0.177943,[16 51] ; [ 6 24],[15.19587629 51.80412371] ; [ 6.80412371 23.19587629],0
s7,1,0.679495,0.170695,[18 50] ; [ 7 24],[17.17171717 50.82828283] ; [ 7.82828283 23.17171717],0
s4,1,0.690695,0.158334,[14 58] ; [ 5 26],[13.2815534 58.7184466] ; [ 5.7184466 25.2815534],0
u2,1,0.754859,0.097493,[24 14] ; [13  9],[23.43333333 14.56666667] ; [13.56666667  8.43333333],0
s3,1,0.771308,0.084486,[30 42] ; [13 16],[30.65346535 41.34653465] ; [12.34653465 16.65346535],0
a1,1,0.82066,0.051391,[ 3 69] ; [ 1 30],[ 2.7961165 69.2038835] ; [ 1.2038835 29.7961165],0
p1,1,0.827969,0.047222,[ 4 68] ; [ 2 28],[ 4.23529412 67.76470588] ; [ 1.76470588 28.23529412],0
p10,1,0.86348,0.029565,[37 32] ; [15 14],[36.6122449 32.3877551] ; [15.3877551 13.6122449],0
p4,1,0.864021,0.029329,[22 50] ; [10 21],[22.36893204 49.63106796] ; [ 9.63106796 21.36893204],0
b4,1,0.881455,0.022238,[43 29] ; [19 12],[43.33980583 28.66019417] ; [18.66019417 12.33980583],0
p7,1,0.926838,0.008432,[33 39] ; [13 16],[32.79207921 39.20792079] ; [13.20792079 15.79207921],0
p3,1,0.931133,0.007468,[18 54] ; [ 8 23],[18.17475728 53.82524272] ; [ 7.82524272 23.17475728],0
