Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,66.156163,[28 78] ; [87 19],[57.5 48.5] ; [57.5 48.5],1
s2,1,0.0,56.806122,[25 84] ; [80 28],[52.74193548 56.25806452] ; [52.25806452 55.74193548],1
s6,1,0.0,34.124748,[51 55] ; [91 15],[71. 35.] ; [71. 35.],1
s3,1,0.0,32.530338,[40 67] ; [82 26],[60.71627907 46.28372093] ; [61.28372093 46.71627907],1
p3,1,1.3e-05,18.962963,[38 70] ; [70 38],[54. 54.] ; [54. 54.],1
v3,1,0.000194,13.890638,[28 78] ; [54 51],[41.1943128 64.8056872] ; [40.8056872 64.1943128],1
p8,1,0.000374,12.659216,[42 66] ; [67 39],[55.00934579 52.99065421] ; [53.99065421 52.00934579],1
p6,1,0.000751,11.357575,[27 78] ; [51 55],[38.81516588 66.18483412] ; [39.18483412 66.81516588],1
a5,1,0.001016,10.798612,[65 45] ; [86 22],[76.19266055 33.80733945] ; [74.80733945 33.19266055],0
p12,1,0.00269,9.00656,[  2 107] ; [13 93],[  7.60465116 101.39534884] ; [ 7.39534884 98.60465116],0
p4,1,0.003105,8.744918,[51 56] ; [73 35],[61.71162791 45.28837209] ; [62.28837209 45.71162791],0
v1,1,0.005336,7.762062,[49 59] ; [67 37],[59.09433962 48.90566038] ; [56.90566038 47.09433962],0
a3,1,0.005914,7.576298,[72 37] ; [89 19],[80.87096774 28.12903226] ; [80.12903226 27.87096774],0
b3,1,0.007114,7.243906,[22 42] ; [45 34],[29.98601399 34.01398601] ; [37.01398601 41.98601399],0
b2,1,0.007114,7.243906,[22 42] ; [45 34],[29.98601399 34.01398601] ; [37.01398601 41.98601399],0
n4,1,0.009349,6.754877,[80 30] ; [93 14],[87.69585253 22.30414747] ; [85.30414747 21.69585253],0
r1,1,0.010339,6.575506,[68 42] ; [84 24],[76.69724771 33.30275229] ; [75.30275229 32.69724771],0
n1,1,0.014237,6.008536,[11 24] ; [18 11],[15.859375 19.140625] ; [13.140625 15.859375],0
d2,1,0.017548,5.64075,[44 65] ; [61 47],[52.74193548 56.25806452] ; [52.25806452 55.74193548],0
n6,1,0.019246,5.479031,[85 24] ; [96 11],[91.33796296 17.66203704] ; [89.66203704 17.33796296],0
p7,1,0.026179,4.944132,[60 47] ; [75 31],[67.81690141 39.18309859] ; [67.18309859 38.81690141],0
p10,1,0.030166,4.69982,[89 20] ; [99  9],[94.43317972 14.56682028] ; [93.56682028 14.43317972],0
s5,1,0.040023,4.216921,[33 71] ; [47 56],[40.19323671 63.80676329] ; [39.80676329 63.19323671],0
r3,1,0.041384,4.160219,[98 12] ; [104   4],[101.9266055   8.0733945] ; [100.0733945   7.9266055],0
d1,1,0.04246,4.116769,[46 64] ; [60 48],[53.48623853 56.51376147] ; [52.51376147 55.48623853],0
d5,1,0.042893,4.099626,[74 36] ; [85 22],[80.59907834 29.40092166] ; [78.40092166 28.59907834],0
b5,1,0.057897,3.596633,[62 48] ; [47 61],[55. 55.] ; [54. 54.],0
r4,1,0.084872,2.969036,[86 24] ; [94 14],[90.82568807 19.17431193] ; [89.17431193 18.82568807],0
n5,1,0.091638,2.845362,[84 25] ; [92 15],[88.81481481 20.18518519] ; [87.18518519 19.81481481],0
u4,1,0.093191,2.818367,[  1 109] ; [  5 103],[  3.02752294 106.97247706] ; [  2.97247706 105.02752294],0
d4,1,0.093713,2.809402,[80 30] ; [88 19],[85.16129032 24.83870968] ; [82.83870968 24.16129032],0
b1,1,0.105236,2.624337,[45 65] ; [56 52],[50.96330275 59.03669725] ; [50.03669725 57.96330275],0
p11,1,0.118143,2.441764,[87 23] ; [94 14],[91.33027523 18.66972477] ; [89.66972477 18.33027523],0
b4,1,0.13781,2.202245,[66 44] ; [54 54],[60.55045872 49.44954128] ; [59.44954128 48.55045872],0
a8,1,0.14229,2.153022,[ 9 94] ; [16 88],[12.43961353 90.56038647] ; [12.56038647 91.43961353],0
v4,1,0.156871,2.004135,[98 12] ; [101   6],[100.87557604   9.12442396] ; [98.12442396  8.87557604],0
u3,1,0.181438,1.785806,[13 25] ; [10  9],[15.33333333 22.66666667] ; [ 7.66666667 11.33333333],0
p1,1,0.206208,1.597853,[  7 103] ; [12 95],[  9.63133641 100.36866359] ; [ 9.36866359 97.63133641],0
r2,1,0.279512,1.169462,[96 13] ; [98  8],[98.35348837 10.64651163] ; [95.64651163 10.35348837],0
a2,1,0.326294,0.963551,[  8 102] ; [12 96],[10.09174312 99.90825688] ; [ 9.90825688 98.09174312],0
a6,1,0.394159,0.726073,[48 62] ; [41 67],[44.90825688 65.09174312] ; [44.09174312 63.90825688],0
s1,1,0.407626,0.685714,[  2 106] ; [  4 104],[  3. 105.] ; [  3. 105.],0
a4,1,0.421548,0.645996,[47 63] ; [52 56],[49.95412844 60.04587156] ; [49.04587156 58.95412844],0
s4,1,0.444769,0.583948,[18 92] ; [22 86],[20.18348624 89.81651376] ; [19.81651376 88.18348624],0
p2,1,0.474291,0.511962,[90 17] ; [86 21],[88. 19.] ; [88. 19.],0
n2,1,0.475729,0.508637,[28  7] ; [21  8],[26.796875  8.203125] ; [22.203125  6.796875],0
n3,1,0.50356,0.447425,[26  8] ; [20  9],[24.82539683  9.17460317] ; [21.17460317  7.82539683],0
u1,1,0.53089,0.392688,[  5 105] ; [  7 101],[  6.05504587 103.94495413] ; [  5.94495413 102.05504587],0
v2,1,0.534552,0.385732,[51 56] ; [53 49],[53.24401914 53.75598086] ; [50.75598086 51.24401914],0
u2,1,0.573618,0.316667,[17 21] ; [10  9],[18. 20.] ; [ 9. 10.],0
d3,1,0.670412,0.18112,[50 60] ; [46 62],[48.44036697 61.55963303] ; [47.55963303 60.44036697],0
p5,1,0.779123,0.078659,[14 95] ; [15 91],[14.70232558 94.29767442] ; [14.29767442 91.70232558],0
a1,1,0.817504,0.053249,[  8 102] ; [  7 101],[  7.56880734 102.43119266] ; [  7.43119266 100.56880734],0
