Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-06,23.768701,[ 9 52] ; [30 21],[21.24107143 39.75892857] ; [17.75892857 33.24107143],1
p2,1,4e-06,21.126472,[27 34] ; [44  7],[38.66964286 22.33035714] ; [32.33035714 18.66964286],1
p3,1,2.6e-05,17.715033,[ 8 52] ; [26 26],[18.21428571 41.78571429] ; [15.78571429 36.21428571],1
p4,1,2.9e-05,17.480374,[11 50] ; [29 23],[21.59292035 39.40707965] ; [18.40707965 33.59292035],1
p11,1,7.1e-05,15.778239,[21 40] ; [38 15],[31.57017544 29.42982456] ; [27.42982456 25.57017544],1
s6,1,0.000381,12.625546,[10 51] ; [25 28],[18.72807018 42.27192982] ; [16.27192982 36.72807018],1
p6,1,0.001045,10.745543,[ 4 56] ; [15 34],[10.4587156 49.5412844] ; [ 8.5412844 40.4587156],0
p10,1,0.001546,10.022943,[19 41] ; [32 20],[27.32142857 32.67857143] ; [23.67857143 28.32142857],0
v4,1,0.003033,8.787225,[37 23] ; [45  7],[43.92857143 16.07142857] ; [38.07142857 13.92857143],0
p9,1,0.004684,7.997697,[26 34] ; [37 16],[33.45132743 26.54867257] ; [29.54867257 23.45132743],0
n3,1,0.013776,6.066667,[13 14] ; [13  2],[16.71428571 10.28571429] ; [9.28571429 5.71428571],0
s8,1,0.017073,5.688834,[ 5 56] ; [13 40],[ 9.63157895 51.36842105] ; [ 8.36842105 44.63157895],0
b1,1,0.0199,5.420626,[27 34] ; [35 18],[33.1754386 27.8245614] ; [28.8245614 24.1754386],0
r4,1,0.020278,5.387828,[32 29] ; [39 14],[37.99122807 23.00877193] ; [33.00877193 19.99122807],0
r3,1,0.022366,5.217106,[39 22] ; [44  9],[44.4122807 16.5877193] ; [38.5877193 14.4122807],0
n2,1,0.02557,4.984857,[13 16] ; [12  3],[16.47727273 12.52272727] ; [8.52272727 6.47727273],0
v2,1,0.047547,3.925914,[19 40] ; [25 24],[24.03703704 34.96296296] ; [19.96296296 29.03703704],0
u2,1,0.051043,3.80686,[11 12] ; [14  4],[14.02439024  8.97560976] ; [10.97560976  7.02439024],0
s7,1,0.054888,3.685493,[ 6 50] ; [12 36],[ 9.69230769 46.30769231] ; [ 8.30769231 39.69230769],0
p5,1,0.05948,3.551823,[ 1 60] ; [ 5 47],[ 3.23893805 57.76106195] ; [ 2.76106195 49.23893805],0
