Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,165.229855,[32 77] ; [278  26],[81.81598063 27.18401937] ; [228.18401937  75.81598063],1
s6,1,0.0,43.513228,[71 39] ; [275  26],[92.60340633 17.39659367] ; [253.39659367  47.60340633],1
s5,1,0.0,30.108054,[25 84] ; [155 134],[49.29648241 59.70351759] ; [130.70351759 158.29648241],1
s4,1,0.000273,13.245042,[ 10 100] ; [ 78 226],[23.38164251 86.61835749] ; [ 64.61835749 239.38164251],1
s8,1,0.000387,12.595872,[62 47] ; [228  76],[76.53753027 32.46246973] ; [213.46246973  90.53753027],1
r2,1,0.001222,10.457277,[100   8] ; [300   4],[104.85436893   3.14563107] ; [295.14563107   8.85436893],0
d1,1,0.005255,7.789504,[58 52] ; [207  99],[70.07211538 39.92788462] ; [194.92788462 111.07211538],0
a4,1,0.032544,4.569622,[44 65] ; [160 146],[53.58072289 55.41927711] ; [150.41927711 155.58072289],0
r4,1,0.042035,4.133784,[97 13] ; [288  18],[101.80288462   8.19711538] ; [283.19711538  22.80288462],0
n3,1,0.053281,3.735072,[17 14] ; [47 16],[21.10638298  9.89361702] ; [42.89361702 20.10638298],0
n5,1,0.061416,3.498733,[83 27] ; [254  50],[89.5410628 20.4589372] ; [247.4589372  56.5410628],0
u4,1,0.061809,3.488171,[  1 109] ; [ 15 291],[  4.23076923 105.76923077] ; [ 11.76923077 294.23076923],0
s1,1,0.083514,2.995149,[  2 108] ; [ 18 284],[  5.33980583 104.66019417] ; [ 14.66019417 287.33980583],0
p9,1,0.091196,2.853141,[93 16] ; [276  27],[97.62378641 11.37621359] ; [271.37621359  31.62378641],0
d5,1,0.093405,2.814697,[86 24] ; [258  45],[91.62227603 18.37772397] ; [252.37772397  50.62227603],0
d2,1,0.101993,2.674104,[53 57] ; [174 130],[60.31400966 49.68599034] ; [166.68599034 137.31400966],0
a1,1,0.110614,2.545425,[  3 107] ; [ 21 285],[  6.34615385 103.65384615] ; [ 17.65384615 288.34615385],0
b5,1,0.115155,2.482009,[57 53] ; [185 121],[63.99038462 46.00961538] ; [178.00961538 127.99038462],0
n2,1,0.135276,2.230884,[22  9] ; [53 10],[24.73404255  6.26595745] ; [50.26595745 12.73404255],0
v1,1,0.145388,2.119985,[56 52] ; [178 119],[62.4 45.6] ; [171.6 125.4],0
a6,1,0.174383,1.844851,[79 31] ; [196 107],[73.24455206 36.75544794] ; [201.75544794 101.24455206],0
n4,1,0.204698,1.608531,[88 22] ; [259  45],[92.19806763 17.80193237] ; [254.80193237  49.19806763],0
p1,1,0.211602,1.56043,[  8 102] ; [ 35 269],[11.42512077 98.57487923] ; [ 31.57487923 272.42512077],0
v2,1,0.213762,1.545761,[59 49] ; [182 114],[64.42574257 43.57425743] ; [176.57425743 119.42574257],0
a3,1,0.232912,1.422988,[84 25] ; [251  54],[88.20048309 20.79951691] ; [246.79951691  58.20048309],0
p6,1,0.238417,1.389931,[45 62] ; [147 155],[50.22982885 56.77017115] ; [141.77017115 160.22982885],0
d4,1,0.239005,1.386455,[90 20] ; [262  41],[93.75302663 16.24697337] ; [258.24697337  44.75302663],0
r1,1,0.248505,1.331689,[89 21] ; [261  44],[92.77108434 17.22891566] ; [257.22891566  47.77108434],0
u1,1,0.275295,1.190171,[23 87] ; [ 80 226],[27.23557692 82.76442308] ; [ 75.76442308 230.23557692],0
b1,1,0.292743,1.106966,[39 71] ; [126 180],[43.62980769 66.37019231] ; [121.37019231 184.62980769],0
b4,1,0.301788,1.066275,[57 53] ; [176 130],[61.61057692 48.38942308] ; [171.38942308 134.61057692],0
