Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,32.785081,[92 21] ; [ 6 19],[80.24637681 32.75362319] ; [17.75362319  7.24637681],1
d5,1,0.001807,9.735526,[92 21] ; [13 12],[85.97826087 27.02173913] ; [19.02173913  5.97826087],0
s5,1,0.025297,5.003456,[53 56] ; [ 6 19],[47.99253731 61.00746269] ; [11.00746269 13.99253731],0
s3,1,0.033478,4.521188,[78 33] ; [12 13],[73.45588235 37.54411765] ; [16.54411765  8.45588235],0
a4,1,0.035251,4.432997,[43 70] ; [ 4 21],[38.48550725 74.51449275] ; [ 8.51449275 16.48550725],0
b4,1,0.045629,3.995243,[74 39] ; [11 14],[69.60144928 43.39855072] ; [15.39855072  9.60144928],0
d2,1,0.05225,3.767757,[46 67] ; [ 5 20],[41.76086957 71.23913043] ; [ 9.23913043 15.76086957],0
a3,1,0.082711,3.010801,[71 42] ; [11 14],[67.14492754 45.85507246] ; [14.85507246 10.14492754],0
n5,1,0.109189,2.565924,[37 76] ; [12 12],[40.41605839 72.58394161] ; [ 8.58394161 15.41605839],0
a7,1,0.117414,2.451486,[89 24] ; [16  9],[85.97826087 27.02173913] ; [19.02173913  5.97826087],0
a5,1,0.149163,2.080794,[76 37] ; [13 12],[72.87681159 40.12318841] ; [16.12318841  8.87681159],0
a2,1,0.170986,1.87428,[22 91] ; [ 2 23],[19.65217391 93.34782609] ; [ 4.34782609 20.65217391],0
n3,1,0.173412,1.853198,[27 16] ; [7 1],[28.66666667 14.33333333] ; [5.33333333 2.66666667],0
u3,1,0.177439,1.818947,[28 12] ; [7 7],[25.92592593 14.07407407] ; [9.07407407 4.92592593],0
p6,1,0.181521,1.785124,[32 78] ; [ 4 21],[29.33333333 80.66666667] ; [ 6.66666667 18.33333333],0
u2,1,0.200814,1.636446,[25 15] ; [6 8],[22.96296296 17.03703704] ; [8.03703704 5.96296296],0
a8,1,0.214276,1.542297,[  3 101] ; [ 2 22],[ 4.0625 99.9375] ; [ 0.9375 23.0625],0
v1,1,0.221149,1.496898,[54 55] ; [ 9 16],[51.24626866 57.75373134] ; [11.75373134 13.24626866],0
p10,1,0.250011,1.323243,[81 30] ; [21  4],[83.25 27.75] ; [18.75  6.25],0
n1,1,0.252916,1.307122,[14 29] ; [1 7],[12.64705882 30.35294118] ; [2.35294118 5.64705882],0
p9,1,0.267938,1.227273,[86 24] ; [22  3],[88. 22.] ; [20.  5.],0
b5,1,0.315288,1.008394,[71 42] ; [13 12],[68.7826087 44.2173913] ; [15.2173913  9.7826087],0
r2,1,0.317639,0.998644,[105   7] ; [22  3],[103.82481752   8.17518248] ; [23.17518248  1.82481752],0
v4,1,0.317639,0.998644,[105   7] ; [22  3],[103.82481752   8.17518248] ; [23.17518248  1.82481752],0
n6,1,0.323065,0.9765,[73 38] ; [19  6],[75.08823529 35.91176471] ; [16.91176471  8.08823529],0
p5,1,0.327904,0.957157,[  4 108] ; [ 2 23],[  4.90510949 107.09489051] ; [ 1.09489051 23.90510949],0
p2,1,0.357827,0.845506,[86 26] ; [17  8],[84.20437956 27.79562044] ; [18.79562044  6.20437956],0
s8,1,0.385665,0.752566,[48 65] ; [13 12],[49.94927536 63.05072464] ; [11.05072464 13.94927536],0
s2,1,0.420075,0.650105,[73 40] ; [14 11],[71.23913043 41.76086957] ; [15.76086957  9.23913043],0
p7,1,0.42317,0.641495,[65 42] ; [13 12],[63.22727273 43.77272727] ; [14.77272727 10.22727273],0
v3,1,0.430326,0.621944,[34 72] ; [ 6 19],[32.36641221 73.63358779] ; [ 7.63358779 17.36641221],0
p11,1,0.479984,0.498901,[73 40] ; [18  7],[74.51449275 38.48550725] ; [16.48550725  8.51449275],0
b1,1,0.488428,0.479987,[37 76] ; [10 15],[38.48550725 74.51449275] ; [ 8.51449275 16.48550725],0
v2,1,0.508977,0.436169,[57 46] ; [12 13],[55.5234375 47.4765625] ; [13.4765625 11.5234375],0
s7,1,0.539057,0.37729,[47 62] ; [12 12],[48.35338346 60.64661654] ; [10.64661654 13.35338346],0
p3,1,0.698243,0.150306,[50 63] ; [10 15],[49.13043478 63.86956522] ; [10.86956522 14.13043478],0
p8,1,0.762041,0.091689,[54 57] ; [13 12],[54.68382353 56.31617647] ; [12.31617647 12.68382353],0
a6,1,0.769995,0.085487,[78 35] ; [18  7],[78.60869565 34.39130435] ; [17.39130435  7.60869565],0
r4,1,0.776765,0.080393,[97 16] ; [22  3],[97.44202899 15.55797101] ; [21.55797101  3.44202899],0
s4,1,0.81037,0.057576,[39 74] ; [ 8 17],[38.48550725 74.51449275] ; [ 8.51449275 16.48550725],0
r1,1,0.9016,0.015287,[82 30] ; [18  7],[81.75182482 30.24817518] ; [18.24817518  6.75182482],0
p12,1,0.924916,0.008882,[  5 108] ; [ 1 24],[  4.91304348 108.08695652] ; [ 1.08695652 23.91304348],0
p4,1,0.95145,0.003707,[58 55] ; [13 12],[58.13768116 54.86231884] ; [12.86231884 12.13768116],0
n2,1,0.972361,0.0012,[32 11] ; [6 2],[32.03921569 10.96078431] ; [5.96078431 2.03921569],0
p1,1,0.98571,0.000321,[  9 102] ; [ 2 23],[  8.97794118 102.02205882] ; [ 2.02205882 22.97794118],0
