Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,38.605095,[78  8] ; [ 6 15],[67.51401869 18.48598131] ; [16.48598131  4.51401869],1
p11,1,0.000267,13.286065,[69 19] ; [ 8 13],[62.16513761 25.83486239] ; [14.83486239  6.16513761],1
r3,1,0.00067,11.571971,[83  4] ; [15  6],[78.94444444  8.05555556] ; [19.05555556  1.94444444],1
s6,1,0.00089,11.043149,[55 31] ; [ 5 16],[48.22429907 37.77570093] ; [11.77570093  9.22429907],1
v2,1,0.002879,8.882817,[46 37] ; [ 4 17],[39.90384615 43.09615385] ; [10.09615385 10.90384615],0
r4,1,0.00718,7.227321,[79  9] ; [14  7],[75.08256881 12.91743119] ; [17.91743119  3.08256881],0
n6,1,0.014894,5.928941,[75 13] ; [13  8],[71.04587156 16.95412844] ; [16.95412844  4.04587156],0
s5,1,0.02463,5.04969,[24 62] ; [ 1 20],[20.09345794 65.90654206] ; [ 4.90654206 16.09345794],0
b1,1,0.030504,4.680661,[28 60] ; [12  9],[32.29357798 55.70642202] ; [ 7.70642202 13.29357798],0
s7,1,0.045315,4.006885,[36 45] ; [ 4 16],[32.07920792 48.92079208] ; [ 7.92079208 12.07920792],0
n2,1,0.050694,3.818346,[13  1] ; [6 4],[11.08333333  2.91666667] ; [7.91666667 2.08333333],0
s1,1,0.053842,3.7176,[ 3 83] ; [ 3 18],[ 4.82242991 81.17757009] ; [ 1.17757009 19.82242991],0
a6,1,0.060802,3.515372,[61 27] ; [10 11],[57.32110092 30.67889908] ; [13.67889908  7.32110092],0
d2,1,0.065915,3.381927,[17 71] ; [ 8 13],[20.18348624 67.81651376] ; [ 4.81651376 16.18348624],0
v1,1,0.071437,3.249696,[47 38] ; [ 7 14],[43.30188679 41.69811321] ; [10.69811321 10.30188679],0
s2,1,0.074759,3.175306,[36 51] ; [ 4 16],[32.52336449 54.47663551] ; [ 7.47663551 12.52336449],0
r2,1,0.081084,3.04303,[82  6] ; [17  4],[79.9266055  8.0733945] ; [19.0733945  1.9266055],0
s8,1,0.108596,2.574537,[33 55] ; [ 4 17],[29.87155963 58.12844037] ; [ 7.12844037 13.87155963],0
a1,1,0.112293,2.52165,[ 2 86] ; [ 2 19],[ 3.2293578 84.7706422] ; [ 0.7706422 20.2293578],0
p8,1,0.113317,2.507343,[47 39] ; [ 7 13],[43.81132075 42.18867925] ; [10.18867925  9.81132075],0
a5,1,0.120029,2.416936,[58 30] ; [10 11],[54.89908257 33.10091743] ; [13.10091743  7.89908257],0
n5,1,0.122565,2.384236,[68 19] ; [13  8],[65.25 21.75] ; [15.75  5.25],0
n1,1,0.123639,2.370612,[ 4 10] ; [6 4],[5.83333333 8.16666667] ; [4.16666667 5.83333333],0
p2,1,0.13331,2.253532,[71 16] ; [14  7],[68.47222222 18.52777778] ; [16.52777778  4.47222222],0
