Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,3.2e-05,17.272004,[18 68] ; [20 13],[27.46218487 58.53781513] ; [10.53781513 22.46218487],1
s2,1,7.7e-05,15.637746,[24 67] ; [22 12],[33.488 57.512] ; [12.512 21.488],1
s6,1,0.0002,13.829008,[37 55] ; [27  8],[46.36220472 45.63779528] ; [17.63779528 17.36220472],1
n5,1,0.01359,6.090685,[46 46] ; [26  9],[52.15748031 39.84251969] ; [19.84251969 15.15748031],0
u2,1,0.015863,5.81802,[17 22] ; [10  2],[20.64705882 18.35294118] ; [6.35294118 5.64705882],0
s3,1,0.016022,5.800512,[40 52] ; [23 11],[46. 46.] ; [17. 17.],0
v3,1,0.030605,4.674972,[26 63] ; [17 17],[31.11382114 57.88617886] ; [11.88617886 22.11382114],0
p10,1,0.031466,4.627342,[19 71] ; [14 21],[23.76 66.24] ; [ 9.24 25.76],0
b1,1,0.038722,4.273023,[47 45] ; [25 10],[52.15748031 39.84251969] ; [19.84251969 15.15748031],0
d5,1,0.063711,3.438054,[64 28] ; [30  5],[68.09448819 23.90551181] ; [25.90551181  9.09448819],0
v2,1,0.076584,3.135955,[34 55] ; [19 15],[38.3495935 50.6504065] ; [14.6504065 19.3495935],0
s5,1,0.101507,2.6817,[15 77] ; [10 24],[18.25396825 73.74603175] ; [ 6.74603175 27.25396825],0
u3,1,0.103116,2.656672,[23 17] ; [10  2],[25.38461538 14.61538462] ; [7.61538462 4.38461538],0
n4,1,0.106605,2.603841,[60 32] ; [28  7],[63.7480315 28.2519685] ; [24.2519685 10.7480315],0
r3,1,0.124975,2.353843,[91  1] ; [33  2],[89.82677165  2.17322835] ; [34.17322835  0.82677165],0
n6,1,0.132067,2.268044,[61 31] ; [28  7],[64.47244094 27.52755906] ; [24.52755906 10.47244094],0
p5,1,0.207532,1.588559,[ 3 89] ; [ 3 32],[ 4.34645669 87.65354331] ; [ 1.65354331 33.34645669],0
a1,1,0.207532,1.588559,[ 3 89] ; [ 3 32],[ 4.34645669 87.65354331] ; [ 1.65354331 33.34645669],0
p1,1,0.246679,1.342012,[ 8 83] ; [ 1 34],[ 6.5 84.5] ; [ 2.5 32.5],0
p4,1,0.248982,1.329006,[39 52] ; [19 16],[41.88888889 49.11111111] ; [16.11111111 18.88888889],0
p6,1,0.250418,1.320969,[18 73] ; [10 24],[20.384 70.616] ; [ 7.616 26.384],0
d1,1,0.27522,1.190544,[40 52] ; [19 16],[42.74015748 49.25984252] ; [16.25984252 18.74015748],0
a7,1,0.305957,1.048048,[64 28] ; [21 14],[61.57480315 30.42519685] ; [23.42519685 11.57480315],0
a8,1,0.318087,0.996794,[11 73] ; [ 2 29],[ 9.49565217 74.50434783] ; [ 3.50434783 27.49565217],0
a3,1,0.346545,0.886067,[52 40] ; [23 12],[54.33070866 37.66929134] ; [20.66929134 14.33070866],0
p8,1,0.366995,0.813814,[29 63] ; [14 21],[31.1496063 60.8503937] ; [11.8503937 23.1496063],0
u1,1,0.417143,0.658351,[13 79] ; [ 7 28],[14.48818898 77.51181102] ; [ 5.51181102 29.48818898],0
r1,1,0.443109,0.588219,[81 11] ; [29  6],[79.68503937 12.31496063] ; [30.31496063  4.68503937],0
p2,1,0.488311,0.480246,[57 35] ; [24 11],[58.67716535 33.32283465] ; [22.32283465 12.67716535],0
s1,1,0.498598,0.457919,[ 5 86] ; [ 3 31],[ 5.824 85.176] ; [ 2.176 31.824],0
d2,1,0.515341,0.423208,[44 48] ; [19 16],[45.63779528 46.36220472] ; [17.36220472 17.63779528],0
n1,1,0.533003,0.388664,[ 9 15] ; [4 4],[ 9.75 14.25] ; [3.25 4.75],0
b4,1,0.560605,0.338658,[58 34] ; [24 11],[59.4015748 32.5984252] ; [22.5984252 12.4015748],0
n2,1,0.580926,0.304741,[17  7] ; [8 2],[17.64705882  6.35294118] ; [7.35294118 2.64705882],0
a4,1,0.610094,0.260038,[33 58] ; [11 24],[31.77777778 59.22222222] ; [12.22222222 22.77777778],0
n3,1,0.632142,0.229167,[18  6] ; [6 3],[17.45454545  6.54545455] ; [6.54545455 2.45454545],0
a6,1,0.695139,0.153579,[57 35] ; [23 12],[57.95275591 34.04724409] ; [22.04724409 12.95275591],0
s4,1,0.696641,0.151989,[11 80] ; [ 5 29],[11.648 79.352] ; [ 4.352 29.648],0
b5,1,0.735602,0.11403,[53 39] ; [19 16],[52.15748031 39.84251969] ; [19.84251969 15.15748031],0
v1,1,0.751959,0.099892,[34 58] ; [14 21],[34.77165354 57.22834646] ; [13.22834646 21.77165354],0
p11,1,0.807091,0.059624,[53 39] ; [21 14],[53.60629921 38.39370079] ; [20.39370079 14.60629921],0
