Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,97.515901,[339   7] ; [33 21],[321.78  24.22] ; [50.22  3.78],1
r3,1,0.0,96.766576,[340   5] ; [36 20],[323.49127182  21.50872818] ; [52.50872818  3.49127182],1
r1,1,0.0,92.901469,[294  51] ; [16 42],[265.38461538  79.61538462] ; [44.61538462 13.38461538],1
v4,1,0.0,91.290948,[339   8] ; [34 21],[321.96766169  25.03233831] ; [51.03233831  3.96766169],1
n6,1,0.0,27.5427,[288  58] ; [30 27],[273.02233251  72.97766749] ; [44.97766749 12.02233251],1
p11,1,1e-06,23.792881,[270  77] ; [28 31],[254.69458128  92.30541872] ; [43.30541872 15.69458128],1
p2,1,1e-06,23.620777,[287  58] ; [32 26],[273.08933002  71.91066998] ; [45.91066998 12.08933002],1
p4,1,6.2e-05,16.030454,[196 148] ; [17 42],[181.81637717 162.18362283] ; [31.18362283 27.81637717],1
p10,1,9.1e-05,15.313227,[268  73] ; [31 26],[256.17839196  84.82160804] ; [42.82160804 14.17839196],1
p9,1,0.000154,14.324279,[273  64] ; [34 24],[261.92151899  75.07848101] ; [45.07848101 12.92151899],1
n4,1,0.000381,12.624207,[255  91] ; [30 29],[243.48148148 102.51851852] ; [41.51851852 17.48148148],1
a1,1,0.000477,12.201549,[ 11 336] ; [ 8 51],[ 16.23891626 330.76108374] ; [ 2.76108374 56.23891626],1
n5,1,0.001743,9.802466,[242 103] ; [28 29],[231.71641791 113.28358209] ; [38.28358209 18.71641791],0
s6,1,0.002216,9.361246,[191 149] ; [20 38],[180.25125628 159.74874372] ; [30.74874372 27.25125628],0
p7,1,0.003485,8.534629,[200 137] ; [22 35],[189.88324873 147.11675127] ; [32.11675127 24.88324873],0
p8,1,0.006948,7.286376,[173 167] ; [18 39],[163.5768262 176.4231738] ; [27.4231738 29.5768262],0
v1,1,0.01022,6.596222,[166 174] ; [17 39],[157.12121212 182.87878788] ; [25.87878788 30.12121212],0
n3,1,0.010391,6.566627,[56 14] ; [14 12],[51.04166667 18.95833333] ; [18.95833333  7.04166667],0
u3,1,0.024375,5.067752,[70 47] ; [ 7 14],[65.2826087 51.7173913] ; [11.7173913  9.2826087],0
a6,1,0.031095,4.647707,[268  78] ; [38 21],[261.42222222  84.57777778] ; [44.57777778 14.42222222],0
s1,1,0.037989,4.305501,[ 10 332] ; [ 5 54],[ 12.79301746 329.20698254] ; [ 2.20698254 56.79301746],0
s2,1,0.042259,4.124795,[131 214] ; [14 44],[124.13151365 220.86848635] ; [20.86848635 37.13151365],0
b1,1,0.051773,3.783075,[119 228] ; [28 31],[125.63793103 221.36206897] ; [21.36206897 37.63793103],0
p3,1,0.052627,3.755725,[154 191] ; [18 40],[147.24565757 197.75434243] ; [24.75434243 33.24565757],0
v3,1,0.076805,3.131238,[116 218] ; [13 44],[110.1943734 223.8056266] ; [18.8056266 38.1943734],0
p6,1,0.087168,2.925916,[102 239] ; [11 47],[ 96.57393484 244.42606516] ; [16.42606516 41.57393484],0
v2,1,0.090194,2.870914,[179 151] ; [24 33],[173.10077519 156.89922481] ; [29.89922481 27.10077519],0
n2,1,0.1156,2.475945,[52 18] ; [15 11],[48.85416667 21.14583333] ; [18.14583333  7.85416667],0
s7,1,0.140066,2.177235,[ 90 241] ; [10 46],[ 85.52971576 245.47028424] ; [14.47028424 41.52971576],0
s3,1,0.178615,1.809109,[146 195] ; [19 38],[141.36934673 199.63065327] ; [23.63065327 33.36934673],0
d1,1,0.186282,1.746777,[191 156] ; [27 32],[186.32019704 160.67980296] ; [31.67980296 27.32019704],0
b5,1,0.204029,1.613298,[224 123] ; [33 26],[219.65270936 127.34729064] ; [37.34729064 21.65270936],0
s5,1,0.223226,1.483513,[ 78 261] ; [ 9 48],[ 74.47727273 264.52272727] ; [12.52272727 44.47727273],0
a5,1,0.223617,1.481005,[245 102] ; [37 22],[241.01970443 105.98029557] ; [40.98029557 18.01970443],0
d3,1,0.230968,1.434892,[264  82] ; [40 18],[260.35643564  85.64356436] ; [43.64356436 14.35643564],0
d4,1,0.240565,1.37728,[286  60] ; [45 14],[282.78024691  63.21975309] ; [48.21975309 10.78024691],0
a2,1,0.28611,1.137836,[ 87 260] ; [11 48],[ 83.75862069 263.24137931] ; [14.24137931 44.75862069],0
a4,1,0.362025,0.830858,[145 201] ; [21 38],[141.81728395 204.18271605] ; [24.18271605 34.81728395],0
u1,1,0.373987,0.790373,[ 57 290] ; [ 7 52],[ 54.69950739 292.30049261] ; [ 9.30049261 49.69950739],0
n1,1,0.392054,0.732561,[25 44] ; [ 7 19],[23.24210526 45.75789474] ; [ 8.75789474 17.24210526],0
b4,1,0.434384,0.611073,[207 140] ; [32 27],[204.26847291 142.73152709] ; [34.73152709 24.26847291],0
p12,1,0.461132,0.543147,[ 20 323] ; [ 2 56],[ 18.81795511 324.18204489] ; [ 3.18204489 54.81795511],0
p1,1,0.468267,0.526063,[ 26 318] ; [ 6 52],[ 27.38308458 316.61691542] ; [ 4.61691542 53.38308458],0
d5,1,0.471478,0.51851,[278  68] ; [45 14],[275.94567901  70.05432099] ; [47.05432099 11.94567901],0
a8,1,0.482145,0.494008,[ 39 275] ; [ 5 50],[ 37.44173442 276.55826558] ; [ 6.55826558 48.44173442],0
u2,1,0.48733,0.482415,[63 55] ; [ 9 11],[61.56521739 56.43478261] ; [10.43478261  9.56521739],0
s4,1,0.497927,0.459352,[ 47 292] ; [10 48],[ 48.67254408 290.32745592] ; [ 8.32745592 49.67254408],0
p5,1,0.623587,0.240858,[ 24 321] ; [ 5 52],[ 24.8880597 320.1119403] ; [ 4.1119403 52.8880597],0
a3,1,0.733384,0.116027,[228 117] ; [37 21],[226.86104218 118.13895782] ; [38.13895782 19.86104218],0
d2,1,0.785097,0.074356,[141 204] ; [23 36],[140.04950495 204.95049505] ; [23.95049505 35.04950495],0
b2,1,0.859357,0.031397,[ 55 127] ; [ 8 20],[ 54.6 127.4] ; [ 8.4 19.6],0
b3,1,0.859357,0.031397,[ 55 127] ; [ 8 20],[ 54.6 127.4] ; [ 8.4 19.6],0
