Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.000936,10.949462,[33  2] ; [41 23],[26.16161616  8.83838384] ; [47.83838384 16.16161616],1
v3,1,0.001763,9.781216,[17 17] ; [12 50],[10.27083333 23.72916667] ; [18.72916667 43.27083333],0
v1,1,0.010688,6.516445,[16 20] ; [13 51],[10.44 25.56] ; [18.56 45.44],0
r3,1,0.013126,6.152012,[31  4] ; [42 22],[25.80808081  9.19191919] ; [47.19191919 16.80808081],0
p8,1,0.018312,5.566077,[ 8 28] ; [ 4 60],[ 4.32 31.68] ; [ 7.68 56.32],0
a7,1,0.027256,4.874496,[27  8] ; [35 29],[21.91919192 13.08080808] ; [40.08080808 23.91919192],0
s6,1,0.032549,4.569321,[18 17] ; [19 45],[13.08080808 21.91919192] ; [23.91919192 40.08080808],0
p4,1,0.040858,4.181897,[15 21] ; [14 49],[10.54545455 25.45454545] ; [18.45454545 44.54545455],0
u2,1,0.043343,4.081983,[7 4] ; [ 7 18],[4.27777778 6.72222222] ; [ 9.72222222 15.27777778],0
d1,1,0.053148,3.739273,[23 13] ; [28 36],[18.36 17.64] ; [32.64 31.36],0
n5,1,0.063461,3.444545,[15 21] ; [39 25],[19.44 16.56] ; [34.56 29.44],0
d5,1,0.075797,3.152793,[31  5] ; [45 19],[27.36  8.64] ; [48.64 15.36],0
n4,1,0.166863,1.9109,[21 15] ; [46 18],[24.12 11.88] ; [42.88 21.12],0
d3,1,0.18785,1.734401,[24 12] ; [34 30],[20.88 15.12] ; [37.12 26.88],0
b5,1,0.2113,1.5625,[21 15] ; [29 35],[18. 18.] ; [32. 32.],0
n3,1,0.231647,1.43072,[9 5] ; [13 16],[7.1627907 6.8372093] ; [14.8372093 14.1627907],0
n6,1,0.307434,1.041667,[24 12] ; [36 28],[21.6 14.4] ; [38.4 25.6],0
v4,1,0.31147,1.024432,[28  8] ; [43 20],[25.81818182 10.18181818] ; [45.18181818 17.81818182],0
b4,1,0.316781,1.002193,[25 11] ; [38 26],[22.68 13.32] ; [40.32 23.68],0
b1,1,0.325347,0.967331,[16 20] ; [35 29],[18.36 17.64] ; [32.64 31.36],0
p2,1,0.342707,0.90028,[17 19] ; [24 40],[14.76 21.24] ; [26.24 37.76],0
a1,1,0.366691,0.814849,[ 2 34] ; [ 7 57],[ 3.24 32.76] ; [ 5.76 58.24],0
n2,1,0.370768,0.801088,[9 5] ; [16 16],[7.60869565 6.39130435] ; [17.39130435 14.60869565],0
p6,1,0.428176,0.627766,[ 3 31] ; [ 3 60],[ 2.10309278 31.89690722] ; [ 3.89690722 59.10309278],0
a3,1,0.450331,0.569818,[25 11] ; [39 24],[23.27272727 12.72727273] ; [40.72727273 22.27272727],0
p1,1,0.506176,0.441964,[ 3 33] ; [ 8 55],[ 4. 32.] ; [ 7. 56.],0
s1,1,0.52288,0.40821,[ 2 33] ; [ 6 58],[ 2.82828283 32.17171717] ; [ 5.17171717 58.82828283],0
s4,1,0.550822,0.355846,[ 5 30] ; [12 51],[ 6.07142857 28.92857143] ; [10.92857143 52.07142857],0
u3,1,0.559339,0.34085,[6 5] ; [11 14],[5.19444444 5.80555556] ; [11.80555556 13.19444444],0
a4,1,0.567205,0.327381,[15 21] ; [30 33],[16.36363636 19.63636364] ; [28.63636364 34.36363636],0
a8,1,0.568517,0.325171,[ 1 28] ; [ 4 59],[ 1.57608696 27.42391304] ; [ 3.42391304 59.57608696],0
s8,1,0.58108,0.304492,[ 7 28] ; [10 54],[ 6.01010101 28.98989899] ; [10.98989899 53.01010101],0
s2,1,0.638788,0.220331,[ 9 25] ; [14 49],[ 8.06185567 25.93814433] ; [14.93814433 48.06185567],0
n1,1,0.648834,0.207373,[ 4 10] ; [11 20],[4.66666667 9.33333333] ; [10.33333333 20.66666667],0
s5,1,0.67899,0.171265,[ 7 27] ; [11 53],[ 6.24489796 27.75510204] ; [11.75510204 52.24489796],0
p11,1,0.681772,0.168138,[15 21] ; [24 40],[14.04 21.96] ; [24.96 39.04],0
b2,1,0.682917,0.166861,[ 9 14] ; [15 29],[ 8.23880597 14.76119403] ; [15.76119403 28.23880597],0
b3,1,0.682917,0.166861,[ 9 14] ; [15 29],[ 8.23880597 14.76119403] ; [15.76119403 28.23880597],0
a2,1,0.721514,0.127047,[ 9 27] ; [14 50],[ 8.28 27.72] ; [14.72 49.28],0
a6,1,0.770391,0.085184,[23 13] ; [39 25],[22.32 13.68] ; [39.68 24.32],0
