Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.001476,10.108539,[86 10] ; [32 15],[79.21678322 16.78321678] ; [38.78321678  8.21678322],0
s6,1,0.003329,8.61786,[84 13] ; [33 17],[77.20408163 19.79591837] ; [39.79591837 10.20408163],0
p10,1,0.004098,8.239672,[82 13] ; [33 17],[75.34482759 19.65517241] ; [39.65517241 10.34482759],0
v4,1,0.011245,6.426211,[93  4] ; [41  8],[89.02739726  7.97260274] ; [44.97260274  4.02739726],0
r4,1,0.01541,5.868969,[87 10] ; [38 13],[81.92567568 15.07432432] ; [43.07432432  7.92567568],0
n5,1,0.024166,5.082701,[73 23] ; [29 21],[67.06849315 28.93150685] ; [34.93150685 15.06849315],0
v2,1,0.046196,3.974419,[60 32] ; [24 26],[54.42253521 37.57746479] ; [29.57746479 20.42253521],0
p3,1,0.047472,3.928581,[32 65] ; [ 9 42],[26.87162162 70.12837838] ; [14.12837838 36.87162162],0
p7,1,0.06279,3.462123,[53 38] ; [20 28],[47.79136691 43.20863309] ; [25.20863309 22.79136691],0
s1,1,0.072373,3.228358,[ 4 93] ; [ 6 44],[ 6.59863946 90.40136054] ; [ 3.40136054 46.59863946],0
v1,1,0.077175,3.123414,[53 41] ; [20 29],[47.98601399 46.01398601] ; [25.01398601 23.98601399],0
v3,1,0.080736,3.050032,[45 49] ; [16 33],[40.0979021 53.9020979] ; [20.9020979 28.0979021],0
d5,1,0.082515,3.014661,[80 17] ; [35 15],[75.88435374 21.11564626] ; [39.11564626 10.88435374],0
s3,1,0.089845,2.87714,[76 21] ; [32 17],[71.75342466 25.24657534] ; [36.24657534 12.75342466],0
s5,1,0.094502,2.79597,[41 53] ; [14 34],[36.4084507 57.5915493] ; [18.5915493 29.4084507],0
r3,1,0.149168,2.080739,[93  4] ; [44  5],[91.02054795  5.97945205] ; [45.97945205  3.02054795],0
n6,1,0.160152,1.972789,[80 16] ; [36 13],[76.8 19.2] ; [39.2  9.8],0
p6,1,0.175674,1.833845,[27 67] ; [ 9 40],[23.66433566 70.33566434] ; [12.33566434 36.66433566],0
p12,1,0.182456,1.777502,[ 7 89] ; [ 1 49],[ 5.26027397 90.73972603] ; [ 2.73972603 47.26027397],0
r1,1,0.252046,1.311925,[80 17] ; [38 13],[77.33783784 19.66216216] ; [40.66216216 10.33783784],0
b1,1,0.288548,1.126382,[43 54] ; [18 33],[39.97972973 57.02027027] ; [21.02027027 29.97972973],0
p8,1,0.306281,1.046643,[38 57] ; [15 33],[35.20979021 59.79020979] ; [17.79020979 30.20979021],0
b3,1,0.309292,1.033698,[32 36] ; [12 21],[29.62376238 38.37623762] ; [14.37623762 18.62376238],0
b2,1,0.309292,1.033698,[32 36] ; [12 21],[29.62376238 38.37623762] ; [14.37623762 18.62376238],0
p2,1,0.348512,0.878866,[70 27] ; [33 18],[67.50675676 29.49324324] ; [35.49324324 15.50675676],0
p1,1,0.365888,0.817581,[10 87] ; [ 3 48],[ 8.52027027 88.47972973] ; [ 4.47972973 46.52027027],0
d1,1,0.372856,0.794124,[55 42] ; [25 26],[52.43243243 44.56756757] ; [27.56756757 23.43243243],0
n1,1,0.393153,0.729167,[14 13] ; [ 7 11],[12.6 14.4] ; [8.4 9.6],0
d4,1,0.414139,0.666888,[81 16] ; [39 11],[79.18367347 17.81632653] ; [40.81632653  9.18367347],0
s2,1,0.421983,0.644787,[69 28] ; [33 18],[66.85135135 30.14864865] ; [35.14864865 15.85135135],0
s4,1,0.449925,0.570841,[21 75] ; [14 37],[22.85714286 73.14285714] ; [12.14285714 38.85714286],0
u3,1,0.453129,0.562812,[16  5] ; [7 4],[15.09375  5.90625] ; [7.90625 3.09375],0
a2,1,0.498621,0.45787,[20 77] ; [13 38],[21.62837838 75.37162162] ; [11.37162162 39.62837838],0
p5,1,0.525912,0.402285,[ 5 91] ; [ 4 47],[ 5.87755102 90.12244898] ; [ 3.12244898 47.87755102],0
b4,1,0.586399,0.296004,[54 43] ; [26 25],[52.43243243 44.56756757] ; [27.56756757 23.43243243],0
d2,1,0.608239,0.262748,[47 50] ; [22 28],[45.53061224 51.46938776] ; [23.46938776 26.53061224],0
r2,1,0.613223,0.255508,[91  4] ; [46  3],[90.38194444  4.61805556] ; [46.61805556  2.38194444],0
a1,1,0.63195,0.229425,[ 4 93] ; [ 3 48],[ 4.58783784 92.41216216] ; [ 2.41216216 48.58783784],0
p11,1,0.635724,0.224378,[72 25] ; [36 15],[70.78378378 26.21621622] ; [37.21621622 13.78378378],0
a7,1,0.652919,0.20224,[63 34] ; [35 16],[64.22972973 32.77027027] ; [33.77027027 17.22972973],0
n3,1,0.694469,0.15429,[19  8] ; [11  6],[18.40909091  8.59090909] ; [11.59090909  5.40909091],0
a4,1,0.741202,0.109073,[41 56] ; [23 28],[41.94594595 55.05405405] ; [22.05405405 28.94594595],0
n4,1,0.748409,0.102873,[75 21] ; [41 10],[75.75510204 20.24489796] ; [40.24489796 10.75510204],0
u1,1,0.775725,0.081165,[19 78] ; [11 40],[19.66216216 77.33783784] ; [10.33783784 40.66216216],0
u2,1,0.795809,0.066964,[11  9] ; [5 5],[10.66666667  9.33333333] ; [5.33333333 4.66666667],0
b5,1,0.811853,0.056661,[57 40] ; [31 20],[57.67567568 39.32432432] ; [30.32432432 20.67567568],0
a6,1,0.858601,0.031739,[60 36] ; [32 18],[60.49315068 35.50684932] ; [31.50684932 18.49315068],0
a8,1,0.869028,0.02719,[16 71] ; [ 9 37],[16.35338346 70.64661654] ; [ 8.64661654 37.35338346],0
n2,1,0.873528,0.025338,[22  5] ; [15  3],[22.2  4.8] ; [14.8  3.2],0
a3,1,0.917151,0.010821,[76 20] ; [40 11],[75.75510204 20.24489796] ; [40.24489796 10.75510204],0
a5,1,0.932889,0.007091,[71 26] ; [37 14],[70.78378378 26.21621622] ; [37.21621622 13.78378378],0
d3,1,0.980724,0.000584,[58 39] ; [30 20],[58.06802721 38.93197279] ; [29.93197279 20.06802721],0
