Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,79.224745,[610  21] ; [13 10],[601.09021407  29.90978593] ; [21.90978593  1.09021407],1
r4,1,0.0,67.547373,[601  36] ; [12 12],[590.74281392  46.25718608] ; [22.25718608  1.74281392],1
r1,1,1.8e-05,18.385457,[517 118] ; [11 13],[508.77086495 126.22913505] ; [19.22913505  4.77086495],1
d1,1,0.017141,5.681901,[393 244] ; [ 9 15],[387.40393343 249.59606657] ; [14.59606657  9.40393343],0
v3,1,0.038361,4.288924,[259 357] ; [ 5 19],[254.1 361.9] ; [ 9.9 14.1],0
a7,1,0.040002,4.217803,[465 170] ; [13 11],[460.59180577 174.40819423] ; [17.40819423  6.59180577],0
n1,1,0.042241,4.125541,[47 86] ; [4 1],[49.15217391 83.84782609] ; [1.84782609 3.15217391],0
s2,1,0.044407,4.041031,[343 290] ; [ 8 16],[338.17808219 294.82191781] ; [12.82191781 11.17808219],0
a6,1,0.04707,3.942902,[440 196] ; [12 12],[435.56363636 200.43636364] ; [16.43636364  7.56363636],0
p8,1,0.054462,3.698496,[360 268] ; [ 9 15],[355.41717791 272.58282209] ; [13.58282209 10.41717791],0
a2,1,0.056931,3.624614,[162 475] ; [ 2 22],[158.04538578 478.95461422] ; [ 5.95461422 18.04538578],0
s7,1,0.075991,3.148618,[328 284] ; [ 8 15],[323.82992126 288.17007874] ; [12.17007874 10.82992126],0
b1,1,0.079708,3.070836,[209 428] ; [12 12],[212.97579425 424.02420575] ; [ 8.02420575 15.97579425],0
d3,1,0.081277,3.039175,[450 186] ; [13 11],[446.16363636 189.83636364] ; [16.83636364  7.16363636],0
d4,1,0.104888,2.629609,[531 105] ; [17  7],[528.07272727 107.92727273] ; [19.92727273  4.07272727],0
v1,1,0.124028,2.365708,[356 263] ; [10 14],[352.33903577 266.66096423] ; [13.66096423 10.33903577],0
a4,1,0.165886,1.919738,[303 332] ; [ 8 16],[299.6737481 335.3262519] ; [11.3262519 12.6737481],0
r3,1,0.166165,1.917209,[615  21] ; [21  2],[613.80273141  22.19726859] ; [22.19726859  0.80273141],0
p7,1,0.191574,1.705472,[418 206] ; [13 11],[415.03703704 208.96296296] ; [15.96296296  8.03703704],0
s6,1,0.212856,1.551891,[446 179] ; [13  9],[443.39258114 181.60741886] ; [15.60741886  6.39258114],0
p4,1,0.312637,1.019504,[408 227] ; [13 11],[405.6676783 229.3323217] ; [15.3323217  8.6676783],0
