Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1.6e-05,18.62311,[25 65] ; [31 16],[36.78832117 53.21167883] ; [19.21167883 27.78832117],1
r1,1,0.001075,10.693523,[50 44] ; [39  9],[58.91549296 35.08450704] ; [30.08450704 17.91549296],0
r4,1,0.001579,9.983748,[65 31] ; [44  4],[72.66666667 23.33333333] ; [36.33333333 11.66666667],0
s4,1,0.009743,6.681311,[23 72] ; [ 3 44],[17.3943662 77.6056338] ; [ 8.6056338 38.3943662],0
r2,1,0.016108,5.791031,[77 18] ; [46  2],[81.71328671 13.28671329] ; [41.28671329  6.71328671],0
p3,1,0.036345,4.380866,[35 60] ; [26 21],[40.80985915 54.19014085] ; [20.19014085 26.80985915],0
n4,1,0.040604,4.192456,[74 21] ; [44  4],[78.39160839 16.60839161] ; [39.60839161  8.39160839],0
v1,1,0.055953,3.653441,[38 56] ; [27 20],[43.33333333 50.66666667] ; [21.66666667 25.33333333],0
v4,1,0.057975,3.594389,[78 17] ; [45  3],[81.71328671 13.28671329] ; [41.28671329  6.71328671],0
s7,1,0.067059,3.353575,[32 58] ; [22 20],[36.81818182 53.18181818] ; [17.18181818 24.81818182],0
n6,1,0.106038,2.612294,[73 23] ; [42  6],[76.66666667 19.33333333] ; [38.33333333  9.66666667],0
d3,1,0.110081,2.55306,[20 75] ; [16 32],[23.91608392 71.08391608] ; [12.08391608 35.91608392],0
a7,1,0.121078,2.403318,[51 45] ; [32 16],[55.33333333 40.66666667] ; [27.66666667 20.33333333],0
s3,1,0.133604,2.250124,[42 53] ; [26 19],[46.14285714 48.85714286] ; [21.85714286 23.14285714],0
s2,1,0.153371,2.038398,[30 66] ; [20 26],[33.8028169 62.1971831] ; [16.1971831 29.8028169],0
p6,1,0.154798,2.024324,[25 69] ; [18 29],[28.66666667 65.33333333] ; [14.33333333 32.66666667],0
a5,1,0.155855,2.013986,[48 48] ; [30 18],[52. 44.] ; [26. 22.],0
s8,1,0.191871,1.70319,[28 67] ; [19 28],[31.44366197 63.55633803] ; [15.55633803 31.44366197],0
p4,1,0.191986,1.70231,[44 52] ; [27 20],[47.66433566 48.33566434] ; [23.33566434 23.66433566],0
p5,1,0.19233,1.699682,[ 9 86] ; [ 8 39],[11.37323944 83.62676056] ; [ 5.62676056 41.37323944],0
a3,1,0.193802,1.688478,[44 50] ; [28 20],[47.66197183 46.33802817] ; [24.33802817 23.66197183],0
s5,1,0.22208,1.49088,[20 75] ; [14 32],[22.90780142 72.09219858] ; [11.09219858 34.90780142],0
u2,1,0.230372,1.438561,[18 34] ; [10 10],[20.22222222 31.77777778] ; [ 7.77777778 12.22222222],0
p8,1,0.326205,0.963903,[37 55] ; [23 24],[39.71223022 52.28776978] ; [20.28776978 26.71223022],0
n1,1,0.342794,0.899955,[16 19] ; [4 2],[17.07317073 17.92682927] ; [2.92682927 3.07317073],0
r3,1,0.350581,0.871352,[75 20] ; [41  7],[77.06293706 17.93706294] ; [38.93706294  9.06293706],0
p1,1,0.357261,0.847499,[11 85] ; [ 8 39],[12.75524476 83.24475524] ; [ 6.24475524 40.75524476],0
u3,1,0.373735,0.791209,[20 32] ; [10 10],[21.66666667 30.33333333] ; [ 8.33333333 11.66666667],0
p2,1,0.390739,0.73664,[70 26] ; [31 16],[67.8041958 28.1958042] ; [33.1958042 13.8041958],0
p10,1,0.403434,0.698066,[65 28] ; [36 11],[67.09285714 25.90714286] ; [33.90714286 13.09285714],0
b2,1,0.427538,0.629503,[14 41] ; [11 22],[15.625 39.375] ; [ 9.375 23.625],0
b3,1,0.427538,0.629503,[14 41] ; [11 22],[15.625 39.375] ; [ 9.375 23.625],0
s6,1,0.449893,0.570922,[50 44] ; [27 18],[52.07194245 41.92805755] ; [24.92805755 20.07194245],0
p7,1,0.490749,0.474884,[52 43] ; [28 18],[53.90070922 41.09929078] ; [26.09929078 19.90070922],0
u1,1,0.51975,0.414388,[ 4 92] ; [ 1 47],[ 3.33333333 92.66666667] ; [ 1.66666667 46.33333333],0
a2,1,0.522431,0.409091,[ 7 89] ; [ 5 43],[ 8. 88.] ; [ 4. 44.],0
a6,1,0.551828,0.354052,[53 43] ; [29 19],[54.66666667 41.33333333] ; [27.33333333 20.66666667],0
p9,1,0.555014,0.348412,[69 24] ; [37 10],[70.41428571 22.58571429] ; [35.58571429 11.41428571],0
p12,1,0.563949,0.332912,[ 4 92] ; [ 3 44],[ 4.6993007 91.3006993] ; [ 2.3006993 44.6993007],0
d2,1,0.69078,0.158242,[27 69] ; [12 36],[26. 70.] ; [13. 35.],0
p11,1,0.697334,0.151261,[67 29] ; [35 13],[68. 28.] ; [34. 14.],0
d5,1,0.723443,0.125217,[45 51] ; [24 24],[46. 50.] ; [23. 25.],0
b4,1,0.723674,0.125,[47 49] ; [25 23],[48. 48.] ; [24. 24.],0
d1,1,0.784082,0.075078,[ 5 91] ; [ 2 46],[ 4.66666667 91.33333333] ; [ 2.33333333 45.66666667],0
n3,1,0.807262,0.059516,[27  9] ; [4 1],[27.2195122  8.7804878] ; [3.7804878 1.2195122],0
b1,1,0.905272,0.014162,[41 55] ; [21 27],[41.33333333 54.66666667] ; [20.66666667 27.33333333],0
b5,1,0.905741,0.014021,[53 43] ; [26 22],[52.66666667 43.33333333] ; [26.33333333 21.66666667],0
a8,1,0.94758,0.004323,[10 77] ; [ 5 40],[ 9.88636364 77.11363636] ; [ 5.11363636 39.88636364],0
a4,1,0.950497,0.003854,[25 69] ; [13 35],[25.15492958 68.84507042] ; [12.84507042 35.15492958],0
s1,1,0.987524,0.000244,[ 6 87] ; [ 3 44],[ 5.97857143 87.02142857] ; [ 3.02142857 43.97857143],0
a1,1,1.0,0.0,[ 4 92] ; [ 2 46],[ 4. 92.] ; [ 2. 46.],0
