Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,35.143334,[ 2 39] ; [62 43],[17.97260274 23.02739726] ; [46.02739726 58.97260274],1
a5,1,0.0,26.821372,[10 31] ; [75 30],[23.86986301 17.13013699] ; [61.13013699 43.86986301],1
d4,1,1e-06,24.655424,[17 24] ; [87 18],[29.20547945 11.79452055] ; [74.79452055 30.20547945],1
a4,1,2.6e-05,17.697775,[ 4 37] ; [49 55],[14.9862069 26.0137931] ; [38.0137931 65.9862069],1
d3,1,8.9e-05,15.355483,[11 30] ; [66 39],[21.62328767 19.37671233] ; [55.37671233 49.62328767],1
a3,1,0.000481,12.18925,[17 24] ; [76 29],[26.11643836 14.88356164] ; [66.88356164 38.11643836],1
a7,1,0.000538,11.978432,[14 27] ; [69 36],[23.30821918 17.69178082] ; [59.69178082 45.30821918],1
d2,1,0.001348,10.275333,[ 8 33] ; [50 53],[16.51388889 24.48611111] ; [41.48611111 61.51388889],0
v2,1,0.003585,8.482879,[10 29] ; [54 48],[17.70212766 21.29787234] ; [46.29787234 55.70212766],0
p3,1,0.011249,6.42555,[11 30] ; [52 52],[17.8137931 23.1862069] ; [45.1862069 58.8137931],0
r2,1,0.022687,5.192328,[27 13] ; [83 15],[31.88405797  8.11594203] ; [78.11594203 19.88405797],0
a2,1,0.02313,5.158704,[ 1 40] ; [17 88],[ 5.05479452 35.94520548] ; [12.94520548 92.05479452],0
r4,1,0.028396,4.803885,[18 23] ; [67 38],[23.86986301 17.13013699] ; [61.13013699 43.86986301],0
p6,1,0.047492,3.927861,[ 8 32] ; [37 62],[12.94964029 27.05035971] ; [32.05035971 66.94964029],0
a6,1,0.053868,3.71677,[19 22] ; [67 38],[24.15068493 16.84931507] ; [61.84931507 43.15068493],0
p9,1,0.056082,3.649614,[27 12] ; [87 17],[31.09090909  7.90909091] ; [82.90909091 21.09090909],0
r3,1,0.063161,3.452381,[28 12] ; [88 17],[32.  8.] ; [84. 21.],0
p11,1,0.066001,3.379786,[25 16] ; [80 25],[29.48630137 11.51369863] ; [75.51369863 29.48630137],0
v1,1,0.117307,2.452917,[13 27] ; [47 53],[17.14285714 22.85714286] ; [42.85714286 57.14285714],0
v3,1,0.123558,2.371626,[10 31] ; [39 64],[13.95138889 27.04861111] ; [35.04861111 67.95138889],0
p2,1,0.136548,2.216434,[26 15] ; [78 25],[29.61111111 11.38888889] ; [74.38888889 28.61111111],0
u2,1,0.142962,2.145784,[ 8 15] ; [16 13],[10.61538462 12.38461538] ; [13.38461538 15.61538462],0
p10,1,0.155447,2.017972,[25 15] ; [76 26],[28.45070423 11.54929577] ; [72.54929577 29.45070423],0
b3,1,0.189215,1.723717,[ 8 22] ; [26 38],[10.85106383 19.14893617] ; [23.14893617 40.85106383],0
b2,1,0.189215,1.723717,[ 8 22] ; [26 38],[10.85106383 19.14893617] ; [23.14893617 40.85106383],0
