Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,5e-06,20.81963,[88  6] ; [4 5],[83.96116505 10.03883495] ; [8.03883495 0.96116505],1
r3,1,7.2e-05,15.767124,[89  5] ; [5 4],[85.78640777  8.21359223] ; [8.21359223 0.78640777],1
v4,1,0.000229,13.573619,[88  6] ; [5 4],[84.87378641  9.12621359] ; [8.12621359 0.87378641],1
r1,1,0.001276,10.377211,[76 18] ; [3 6],[72.09708738 21.90291262] ; [6.90291262 2.09708738],0
p9,1,0.002283,9.306445,[67 26] ; [2 7],[62.91176471 30.08823529] ; [6.08823529 2.91176471],0
s8,1,0.010205,6.598805,[52 41] ; [1 8],[48.32352941 44.67647059] ; [4.67647059 4.32352941],0
a5,1,0.019784,5.430814,[67 27] ; [3 6],[63.88349515 30.11650485] ; [6.11650485 2.88349515],0
s7,1,0.033949,4.497281,[52 36] ; [2 7],[48.98969072 39.01030928] ; [5.01030928 3.98969072],0
d5,1,0.040644,4.190812,[70 22] ; [4 5],[67.40594059 24.59405941] ; [6.59405941 2.40594059],0
s5,1,0.052907,3.746846,[40 50] ; [1 8],[37.27272727 52.72727273] ; [3.72727273 5.27272727],0
d1,1,0.057523,3.60739,[52 42] ; [2 7],[49.2815534 44.7184466] ; [4.7184466 4.2815534],0
p10,1,0.066044,3.378707,[60 33] ; [3 6],[57.44117647 35.55882353] ; [5.55882353 3.44117647],0
p6,1,0.153706,2.035077,[32 61] ; [1 8],[30.08823529 62.91176471] ; [2.91176471 6.08823529],0
a4,1,0.184582,1.76034,[42 51] ; [2 7],[40.11764706 52.88235294] ; [3.88235294 5.11764706],0
a7,1,0.224521,1.475238,[61 33] ; [4 5],[59.32038835 34.67961165] ; [5.67961165 3.32038835],0
a8,1,0.257387,1.282755,[10 79] ; [2 6],[11.01030928 77.98969072] ; [0.98969072 7.01030928],0
v1,1,0.294507,1.098901,[47 44] ; [3 6],[45.5 45.5] ; [4.5 4.5],0
d2,1,0.309296,1.033679,[47 45] ; [3 6],[45.54455446 46.45544554] ; [4.45544554 4.54455446],0
b1,1,0.309469,1.032942,[46 48] ; [6 3],[47.45631068 46.54368932] ; [4.54368932 4.45631068],0
p5,1,0.315096,1.009196,[10 82] ; [2 7],[10.93069307 81.06930693] ; [1.06930693 7.93069307],0
p3,1,0.328636,0.954266,[36 57] ; [2 7],[34.64705882 58.35294118] ; [3.35294118 5.64705882],0
v2,1,0.359589,0.839328,[53 35] ; [4 5],[51.71134021 36.28865979] ; [5.28865979 3.71134021],0
a6,1,0.409236,0.681018,[54 38] ; [4 5],[52.83168317 39.16831683] ; [5.16831683 3.83168317],0
u2,1,0.435482,0.608157,[18 15] ; [3 1],[18.72972973 14.27027027] ; [2.27027027 1.72972973],0
n4,1,0.445096,0.58311,[64 30] ; [5 4],[62.97087379 31.02912621] ; [6.02912621 2.97087379],0
b2,1,0.45719,0.552766,[23 40] ; [1 4],[22.23529412 40.76470588] ; [1.76470588 3.23529412],0
b3,1,0.45719,0.552766,[23 40] ; [1 4],[22.23529412 40.76470588] ; [1.76470588 3.23529412],0
a2,1,0.469601,0.522914,[20 74] ; [1 8],[19.16504854 74.83495146] ; [1.83495146 7.16504854],0
v3,1,0.489832,0.476896,[39 47] ; [3 6],[38.02105263 47.97894737] ; [3.97894737 5.02105263],0
u3,1,0.509629,0.434829,[22 11] ; [2 2],[21.40540541 11.59459459] ; [2.59459459 1.40540541],0
d4,1,0.531987,0.390595,[70 22] ; [6 3],[69.22772277 22.77227723] ; [6.77227723 2.22772277],0
a3,1,0.547454,0.361899,[61 32] ; [5 4],[60.17647059 32.82352941] ; [5.82352941 3.17647059],0
s2,1,0.547454,0.361899,[61 32] ; [5 4],[60.17647059 32.82352941] ; [5.82352941 3.17647059],0
p8,1,0.611187,0.25845,[24 70] ; [3 6],[24.6407767 69.3592233] ; [2.3592233 6.6407767],0
p11,1,0.623105,0.241527,[60 34] ; [5 4],[59.32038835 34.67961165] ; [5.67961165 3.32038835],0
p4,1,0.642109,0.215995,[38 54] ; [3 6],[37.34653465 54.65346535] ; [3.65346535 5.34653465],0
s4,1,0.652023,0.20336,[27 65] ; [2 7],[26.41584158 65.58415842] ; [2.58415842 6.41584158],0
s3,1,0.676283,0.17434,[57 34] ; [5 4],[56.42 34.58] ; [5.58 3.42],0
a1,1,0.69479,0.153949,[ 7 87] ; [1 8],[ 7.30097087 86.69902913] ; [0.69902913 8.30097087],0
n6,1,0.771746,0.084153,[76 17] ; [7 2],[75.67647059 17.32352941] ; [7.32352941 1.67647059],0
p1,1,0.791842,0.069653,[ 8 86] ; [1 8],[ 8.21359223 85.78640777] ; [0.78640777 8.21359223],0
p7,1,0.792725,0.06905,[34 56] ; [3 6],[33.63636364 56.36363636] ; [3.36363636 5.63636364],0
d3,1,0.805326,0.060742,[55 37] ; [5 4],[54.65346535 37.34653465] ; [5.34653465 3.65346535],0
s1,1,0.808199,0.058928,[ 8 84] ; [1 8],[ 8.1980198 83.8019802] ; [0.8019802 8.1980198],0
b4,1,0.816782,0.053678,[59 35] ; [6 3],[59.32038835 34.67961165] ; [5.67961165 3.32038835],0
n5,1,0.96577,0.001842,[62 32] ; [6 3],[62.05825243 31.94174757] ; [5.94174757 3.05825243],0
