Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.010049,6.62619,[12  3] ; [2 6],[9.13043478 5.86956522] ; [4.86956522 3.13043478],0
v3,1,0.041527,4.154375,[ 3 12] ; [5 3],[5.2173913 9.7826087] ; [2.7826087 5.2173913],0
b1,1,0.055991,3.652315,[7 8] ; [7 1],[9.13043478 5.86956522] ; [4.86956522 3.13043478],0
s7,1,0.111017,2.539683,[ 4 10] ; [4 2],[5.6 8.4] ; [2.4 3.6],0
p5,1,0.136422,2.217857,[ 3 12] ; [4 4],[ 4.56521739 10.43478261] ; [2.43478261 5.56521739],0
d2,1,0.136422,2.217857,[ 3 12] ; [4 4],[ 4.56521739 10.43478261] ; [2.43478261 5.56521739],0
v2,1,0.166337,1.915646,[ 4 11] ; [4 3],[5.45454545 9.54545455] ; [2.54545455 4.45454545],0
s2,1,0.191719,1.704359,[8 7] ; [2 6],[6.52173913 8.47826087] ; [3.47826087 4.52173913],0
p12,1,0.21371,1.546111,[ 1 14] ; [2 6],[ 1.95652174 13.04347826] ; [1.04347826 6.95652174],0
r4,1,0.263128,1.252222,[ 4 11] ; [4 4],[5.2173913 9.7826087] ; [2.7826087 5.2173913],0
a7,1,0.310557,1.028307,[7 8] ; [2 6],[5.86956522 9.13043478] ; [3.13043478 4.86956522],0
n6,1,0.362656,0.828676,[12  3] ; [5 3],[11.08695652  3.91304348] ; [5.91304348 2.08695652],0
p6,1,0.435366,0.608466,[ 5 10] ; [4 4],[5.86956522 9.13043478] ; [3.13043478 4.86956522],0
b5,1,0.469064,0.524179,[8 7] ; [3 5],[7.17391304 7.82608696] ; [3.82608696 4.17391304],0
p10,1,0.47191,0.5175,[9 6] ; [6 2],[9.7826087 5.2173913] ; [5.2173913 2.7826087],0
s5,1,0.590726,0.289211,[ 4 11] ; [3 5],[ 4.56521739 10.43478261] ; [2.43478261 5.56521739],0
p11,1,0.590726,0.289211,[11  4] ; [5 3],[10.43478261  4.56521739] ; [5.56521739 2.43478261],0
a4,1,0.590726,0.289211,[ 4 11] ; [3 5],[ 4.56521739 10.43478261] ; [2.43478261 5.56521739],0
p9,1,0.590726,0.289211,[11  4] ; [5 3],[10.43478261  4.56521739] ; [5.56521739 2.43478261],0
d1,1,0.590726,0.289211,[ 4 11] ; [3 5],[ 4.56521739 10.43478261] ; [2.43478261 5.56521739],0
b4,1,0.590726,0.289211,[ 4 11] ; [3 5],[ 4.56521739 10.43478261] ; [2.43478261 5.56521739],0
b2,1,0.610689,0.259174,[3 8] ; [2 3],[3.4375 7.5625] ; [1.5625 3.4375],0
b3,1,0.610689,0.259174,[3 8] ; [2 3],[3.4375 7.5625] ; [1.5625 3.4375],0
p1,1,0.636302,0.223611,[ 1 14] ; [1 7],[ 1.30434783 13.69565217] ; [0.69565217 7.30434783],0
a5,1,0.644965,0.212308,[9 6] ; [4 4],[8.47826087 6.52173913] ; [4.52173913 3.47826087],0
a8,1,0.651291,0.204276,[ 3 12] ; [1 7],[ 2.60869565 12.39130435] ; [1.39130435 6.60869565],0
d3,1,0.672754,0.178397,[7 8] ; [3 5],[6.52173913 8.47826087] ; [3.47826087 4.52173913],0
s3,1,0.672754,0.178397,[7 8] ; [3 5],[6.52173913 8.47826087] ; [3.47826087 4.52173913],0
d4,1,0.679109,0.171131,[10  5] ; [6 2],[10.43478261  4.56521739] ; [5.56521739 2.43478261],0
s4,1,0.679109,0.171131,[ 5 10] ; [2 6],[ 4.56521739 10.43478261] ; [2.43478261 5.56521739],0
n5,1,0.679109,0.171131,[10  5] ; [6 2],[10.43478261  4.56521739] ; [5.56521739 2.43478261],0
n4,1,0.679109,0.171131,[10  5] ; [6 2],[10.43478261  4.56521739] ; [5.56521739 2.43478261],0
v4,1,0.679109,0.171131,[10  5] ; [6 2],[10.43478261  4.56521739] ; [5.56521739 2.43478261],0
p2,1,0.781867,0.076667,[12  3] ; [6 2],[11.73913043  3.26086957] ; [6.26086957 1.73913043],0
p7,1,0.781867,0.076667,[12  3] ; [6 2],[11.73913043  3.26086957] ; [6.26086957 1.73913043],0
s6,1,0.878854,0.023232,[8 7] ; [4 4],[7.82608696 7.17391304] ; [4.17391304 3.82608696],0
a3,1,0.878854,0.023232,[7 8] ; [4 4],[7.17391304 7.82608696] ; [3.82608696 4.17391304],0
p8,1,0.906855,0.01369,[9 6] ; [5 3],[9.13043478 5.86956522] ; [4.86956522 3.13043478],0
v1,1,0.906855,0.01369,[6 9] ; [3 5],[5.86956522 9.13043478] ; [3.13043478 4.86956522],0
s8,1,0.930912,0.007516,[ 4 11] ; [2 6],[ 3.91304348 11.08695652] ; [2.08695652 5.91304348],0
r3,1,0.930912,0.007516,[11  4] ; [6 2],[11.08695652  3.91304348] ; [5.91304348 2.08695652],0
u2,1,1.0,0.0,[4 4] ; [2 2],[4. 4.] ; [2. 2.],0
u3,1,1.0,0.0,[4 4] ; [2 2],[4. 4.] ; [2. 2.],0
