Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1.2e-05,19.199232,[25 19] ; [ 3 31],[15.79487179 28.20512821] ; [12.20512821 21.79487179],1
s8,1,3e-05,17.408592,[26 19] ; [ 4 30],[17.08860759 27.91139241] ; [12.91139241 21.08860759],1
s7,1,4.4e-05,16.684523,[27 16] ; [ 5 27],[18.34666667 24.65333333] ; [13.65333333 18.34666667],1
s3,1,0.00049,12.151862,[28 14] ; [ 9 25],[20.44736842 21.55263158] ; [16.55263158 17.44736842],1
r1,1,0.000626,11.697426,[40  4] ; [19 14],[33.71428571 10.28571429] ; [25.28571429  7.71428571],1
r4,1,0.006942,7.287975,[42  3] ; [24 10],[37.59493671  7.40506329] ; [28.40506329  5.59493671],0
s5,1,0.024668,5.047059,[11 33] ; [ 2 32],[ 7.33333333 36.66666667] ; [ 5.66666667 28.33333333],0
n6,1,0.034538,4.467888,[39  6] ; [22 11],[35.19230769  9.80769231] ; [25.80769231  7.19230769],0
d5,1,0.047664,3.921797,[26 19] ; [12 22],[21.64556962 23.35443038] ; [16.35443038 17.64556962],0
p10,1,0.097941,2.738764,[36  7] ; [23 11],[32.94805195 10.05194805] ; [26.05194805  7.94805195],0
v4,1,0.09912,2.71965,[42  2] ; [27  5],[39.94736842  4.05263158] ; [29.05263158  2.94736842],0
r3,1,0.103856,2.645302,[42  3] ; [26  6],[39.74025974  5.25974026] ; [28.25974026  3.74025974],0
p9,1,0.137855,2.201744,[38  7] ; [24 10],[35.3164557  9.6835443] ; [26.6835443  7.3164557],0
b3,1,0.151059,2.061528,[ 8 25] ; [ 9 12],[10.38888889 22.61111111] ; [ 6.61111111 14.38888889],0
b2,1,0.151059,2.061528,[ 8 25] ; [ 9 12],[10.38888889 22.61111111] ; [ 6.61111111 14.38888889],0
u2,1,0.207656,1.587696,[11  8] ; [5 9],[9.21212121 9.78787879] ; [6.78787879 7.21212121],0
b4,1,0.31403,1.013648,[25 20] ; [15 19],[22.78481013 22.21518987] ; [17.21518987 16.78481013],0
p1,1,0.370931,0.800542,[ 7 38] ; [ 8 26],[ 8.5443038 36.4556962] ; [ 6.4556962 27.5443038],0
r2,1,0.423108,0.641667,[42  2] ; [30  3],[41.14285714  2.85714286] ; [30.85714286  2.14285714],0
u1,1,0.454584,0.559196,[ 3 42] ; [ 1 33],[ 2.27848101 42.72151899] ; [ 1.72151899 32.27848101],0
s4,1,0.460957,0.54357,[ 8 37] ; [ 4 30],[ 6.83544304 38.16455696] ; [ 5.16455696 28.83544304],0
a5,1,0.473938,0.512779,[30 15] ; [20 14],[28.48101266 16.51898734] ; [21.51898734 12.48101266],0
p4,1,0.495557,0.464439,[23 22] ; [20 14],[24.49367089 20.50632911] ; [18.50632911 15.49367089],0
p5,1,0.532191,0.390205,[ 6 39] ; [ 3 31],[ 5.12658228 39.87341772] ; [ 3.87341772 30.12658228],0
a4,1,0.540715,0.374217,[10 33] ; [10 24],[11.16883117 31.83116883] ; [ 8.83116883 25.16883117],0
p6,1,0.566672,0.328283,[15 30] ; [ 9 24],[13.84615385 31.15384615] ; [10.15384615 22.84615385],0
a7,1,0.626845,0.236364,[31 14] ; [21 12],[30. 15.] ; [22. 11.],0
d2,1,0.685776,0.163696,[11 34] ; [ 7 27],[10.25316456 34.74683544] ; [ 7.74683544 26.25316456],0
n4,1,0.691681,0.157271,[35  9] ; [25  8],[34.28571429  9.71428571] ; [25.71428571  7.28571429],0
d3,1,0.710588,0.137691,[15 30] ; [10 24],[14.24050633 30.75949367] ; [10.75949367 23.24050633],0
b1,1,0.7133,0.135003,[18 27] ; [15 19],[18.79746835 26.20253165] ; [14.20253165 19.79746835],0
n5,1,0.739696,0.110394,[36  8] ; [26  7],[35.42857143  8.57142857] ; [26.57142857  6.42857143],0
v3,1,0.744323,0.106364,[18 27] ; [12 21],[17.30769231 27.69230769] ; [12.69230769 20.30769231],0
p7,1,0.749195,0.102209,[25 19] ; [17 15],[24.31578947 19.68421053] ; [17.68421053 14.31578947],0
u3,1,0.797004,0.066165,[10  9] ; [8 6],[10.36363636  8.63636364] ; [7.63636364 6.36363636],0
a6,1,0.817302,0.053368,[25 20] ; [18 16],[24.49367089 20.50632911] ; [18.50632911 15.49367089],0
b5,1,0.82061,0.05142,[28 17] ; [22 12],[28.48101266 16.51898734] ; [21.51898734 12.48101266],0
p11,1,0.837522,0.042051,[34 11] ; [25  9],[33.60759494 11.39240506] ; [25.39240506  8.60759494],0
a1,1,0.840371,0.04057,[ 1 44] ; [ 1 33],[ 1.13924051 43.86075949] ; [ 0.86075949 33.13924051],0
v2,1,0.882641,0.021792,[24 21] ; [16 15],[23.68421053 21.31578947] ; [16.31578947 14.68421053],0
p8,1,0.893793,0.017824,[19 26] ; [14 18],[19.28571429 25.71428571] ; [13.71428571 18.28571429],0
a2,1,0.927865,0.008196,[ 5 40] ; [ 4 30],[ 5.12658228 39.87341772] ; [ 3.87341772 30.12658228],0
n1,1,0.963969,0.002041,[6 5] ; [5 4],[6.05 4.95] ; [4.95 4.05],0
s1,1,0.974798,0.000998,[ 4 39] ; [ 3 30],[ 3.96052632 39.03947368] ; [ 3.03947368 29.96052632],0
p3,1,0.976903,0.000838,[20 25] ; [15 19],[19.93670886 25.06329114] ; [15.06329114 18.93670886],0
a3,1,0.981007,0.000567,[26 18] ; [20 14],[25.94871795 18.05128205] ; [20.05128205 13.94871795],0
p2,1,0.984416,0.000382,[33 12] ; [25  9],[33.03797468 11.96202532] ; [24.96202532  9.03797468],0
