Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.011327,6.413227,[24 52] ; [13  8],[28.98969072 47.01030928] ; [ 8.01030928 12.98969072],0
a2,1,0.609999,0.260176,[25 54] ; [ 6 17],[24.00980392 54.99019608] ; [ 6.99019608 16.00980392],0
n2,1,0.659658,0.193939,[17  7] ; [5 3],[16.5  7.5] ; [5.5 2.5],0
a7,1,0.690895,0.158118,[55 24] ; [17  6],[55.76470588 23.23529412] ; [16.23529412  6.76470588],0
b4,1,0.738394,0.111543,[45 34] ; [14  9],[45.69607843 33.30392157] ; [13.30392157  9.69607843],0
a6,1,0.746167,0.10478,[51 28] ; [14  9],[50.34313725 28.65686275] ; [14.65686275  8.34313725],0
b3,1,0.80306,0.062195,[14 27] ; [3 7],[13.66666667 27.33333333] ; [3.33333333 6.66666667],0
b2,1,0.80306,0.062195,[14 27] ; [3 7],[13.66666667 27.33333333] ; [3.33333333 6.66666667],0
u3,1,0.817521,0.053239,[12 11] ; [4 3],[12.26666667 10.73333333] ; [3.73333333 3.26666667],0
r3,1,0.818258,0.052801,[73  6] ; [20  2],[72.74257426  6.25742574] ; [20.25742574  1.74257426],0
v3,1,0.874139,0.025092,[36 40] ; [10 12],[35.67346939 40.32653061] ; [10.32653061 11.67346939],0
a3,1,0.902621,0.01497,[56 23] ; [16  7],[55.76470588 23.23529412] ; [16.23529412  6.76470588],0
p6,1,0.903589,0.014672,[30 46] ; [ 9 13],[30.24489796 45.75510204] ; [ 8.75510204 13.24489796],0
a1,1,0.904746,0.014321,[ 3 76] ; [ 1 22],[ 3.09803922 75.90196078] ; [ 0.90196078 22.09803922],0
p7,1,0.913424,0.01182,[39 37] ; [11 11],[38.7755102 37.2244898] ; [11.2244898 10.7755102],0
p5,1,0.913669,0.011753,[ 3 75] ; [ 1 22],[ 3.08910891 74.91089109] ; [ 0.91089109 22.08910891],0
b1,1,0.933241,0.007017,[37 42] ; [11 12],[37.17647059 41.82352941] ; [10.82352941 12.17647059],0
