Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,56.462433,[110  34] ; [ 7 40],[88.20942408 55.79057592] ; [28.79057592 18.20942408],1
r1,1,3e-06,21.563729,[111  32] ; [20 28],[98.07853403 44.92146597] ; [32.92146597 15.07853403],1
d5,1,1.6e-05,18.618182,[111  33] ; [21 27],[99. 45.] ; [33. 15.],1
a6,1,0.001946,9.6,[99 45] ; [21 27],[90. 54.] ; [30. 18.],0
a7,1,0.002033,9.5193,[109  35] ; [25 23],[100.5  43.5] ; [33.5 14.5],0
a5,1,0.003325,8.620121,[89 55] ; [18 30],[80.25 63.75] ; [26.75 21.25],0
a4,1,0.005116,7.8379,[52 92] ; [ 7 41],[44.25 99.75] ; [14.75 33.25],0
v3,1,0.008739,6.875357,[40 94] ; [ 5 42],[ 33.31491713 100.68508287] ; [11.68508287 35.31491713],0
a3,1,0.012051,6.303291,[92 51] ; [21 27],[84.60209424 58.39790576] ; [28.39790576 19.60209424],0
n3,1,0.016737,5.723747,[28 22] ; [18  3],[32.3943662 17.6056338] ; [13.6056338  7.3943662],0
s5,1,0.01727,5.668717,[ 38 102] ; [ 5 43],[ 32.0212766 107.9787234] ; [10.9787234 37.0212766],0
a2,1,0.01822,5.574913,[ 26 118] ; [ 2 46],[ 21. 123.] ; [ 7. 41.],0
v1,1,0.033352,4.52763,[65 74] ; [14 34],[58.72192513 80.27807487] ; [20.27807487 27.72192513],0
b4,1,0.035492,4.421355,[88 56] ; [21 27],[81.75 62.25] ; [27.25 20.75],0
v2,1,0.040855,4.182007,[71 65] ; [16 30],[65.01098901 70.98901099] ; [21.98901099 24.01098901],0
b5,1,0.042522,4.114286,[90 54] ; [22 26],[84. 60.] ; [28. 20.],0
s6,1,0.045309,4.007116,[74 68] ; [17 31],[68.01052632 73.98947368] ; [22.98947368 25.01052632],0
n5,1,0.094481,2.796311,[ 42 101] ; [20 27],[46.66315789 96.33684211] ; [15.33684211 31.66315789],0
d2,1,0.114317,2.493506,[54 90] ; [12 36],[49.5 94.5] ; [16.5 31.5],0
a8,1,0.118389,2.438501,[  6 128] ; [ 5 41],[  8.18888889 125.81111111] ; [ 2.81111111 43.18888889],0
u3,1,0.13879,2.191322,[31 19] ; [12 15],[27.92207792 22.07792208] ; [15.07792208 11.92207792],0
b1,1,0.146549,2.107806,[52 92] ; [23 25],[56.25 87.75] ; [18.75 29.25],0
s1,1,0.167624,1.904068,[  5 139] ; [ 4 44],[  6.75 137.25] ; [ 2.25 45.75],0
r4,1,0.207743,1.587087,[112  32] ; [33 15],[108.75  35.25] ; [36.25 11.75],0
u2,1,0.241187,1.373642,[31 19] ; [13 14],[28.57142857 21.42857143] ; [15.42857143 11.57142857],0
r2,1,0.259272,1.272637,[123  20] ; [38 10],[120.53926702  22.46073298] ; [40.46073298  7.53926702],0
b2,1,0.331493,0.943058,[23 48] ; [ 5 18],[21.14893617 49.85106383] ; [ 6.85106383 16.14893617],0
b3,1,0.331493,0.943058,[23 48] ; [ 5 18],[21.14893617 49.85106383] ; [ 6.85106383 16.14893617],0
s3,1,0.358535,0.84302,[61 81] ; [17 31],[58.29473684 83.70526316] ; [19.70526316 28.29473684],0
a1,1,0.404248,0.695652,[  7 137] ; [ 1 47],[  6. 138.] ; [ 2. 46.],0
n2,1,0.44777,0.576291,[31 19] ; [15  6],[32.3943662 17.6056338] ; [13.6056338  7.3943662],0
n1,1,0.453936,0.560806,[11 40] ; [ 6 14],[12.21126761 38.78873239] ; [ 4.78873239 15.21126761],0
p3,1,0.496869,0.461618,[49 93] ; [14 34],[47.08421053 94.91578947] ; [15.91578947 32.08421053],0
s2,1,0.520631,0.412642,[52 91] ; [15 33],[50.16230366 92.83769634] ; [16.83769634 31.16230366],0
p11,1,0.598637,0.277056,[93 51] ; [33 15],[94.5 49.5] ; [31.5 16.5],0
p8,1,0.603632,0.269553,[64 79] ; [19 28],[62.46842105 80.53157895] ; [20.53157895 26.46842105],0
p5,1,0.6172,0.249823,[  9 133] ; [ 2 44],[  8.30851064 133.69148936] ; [ 2.69148936 43.30851064],0
p6,1,0.662761,0.190187,[ 25 114] ; [10 38],[ 26.01604278 112.98395722] ; [ 8.98395722 39.01604278],0
n6,1,0.693986,0.154804,[88 55] ; [28 20],[86.84816754 56.15183246] ; [29.15183246 18.84816754],0
v4,1,0.694824,0.153912,[128  15] ; [43  4],[128.7  14.3] ; [42.3  4.7],0
p9,1,0.706518,0.14178,[103  38] ; [33 14],[102.  39.] ; [34. 13.],0
s8,1,0.7269,0.121977,[ 38 105] ; [14 34],[ 38.93193717 104.06806283] ; [13.06806283 34.93193717],0
p2,1,0.762158,0.091596,[100  42] ; [32 15],[99.17460317 42.82539683] ; [32.82539683 14.17460317],0
r3,1,0.793608,0.068449,[128  16] ; [42  6],[127.5  16.5] ; [42.5  5.5],0
p7,1,0.802194,0.062754,[71 68] ; [25 22],[71.74193548 67.25806452] ; [24.25806452 22.74193548],0
s7,1,0.861929,0.030248,[ 33 103] ; [12 35],[ 33.44262295 102.55737705] ; [11.55737705 35.44262295],0
p4,1,0.875746,0.02445,[61 81] ; [20 28],[60.53684211 81.46315789] ; [20.46315789 27.53684211],0
p10,1,0.957782,0.002802,[92 50] ; [30 16],[92.14893617 49.85106383] ; [29.85106383 16.14893617],0
p1,1,0.992943,7.8e-05,[  6 136] ; [ 2 45],[  6.01058201 135.98941799] ; [ 1.98941799 45.01058201],0
