Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,98.450676,[202 171] ; [ 49 245],[140.36431784 232.63568216] ; [110.63568216 183.36431784],1
v1,1,0.0,59.244142,[239 134] ; [101 195],[189.56651719 183.43348281] ; [150.43348281 145.56651719],1
r3,1,0.0,28.292046,[371  10] ; [260  40],[353.02643172  27.97356828] ; [277.97356828  22.02643172],1
a5,1,0.0,26.530498,[304  79] ; [185 116],[273.81140351 109.18859649] ; [215.18859649  85.81140351],1
d1,1,2e-06,23.130352,[246 137] ; [138 163],[215.01754386 167.98245614] ; [168.98245614 132.01754386],1
r1,1,3e-06,21.794317,[319  62] ; [205  94],[293.59411765  87.40588235] ; [230.40588235  68.59411765],1
s7,1,1.3e-05,19.026302,[179 187] ; [ 91 194],[151.79723502 214.20276498] ; [118.20276498 166.79723502],1
d5,1,2.3e-05,17.897182,[324  59] ; [213  86],[301.57038123  81.42961877] ; [235.42961877  63.57038123],1
p3,1,0.000133,14.595381,[189 192] ; [105 195],[164.4845815 216.5154185] ; [129.5154185 170.4845815],1
p11,1,0.000155,14.314268,[308  75] ; [204  97],[286.69005848  96.30994152] ; [225.30994152  75.69005848],1
s2,1,0.000194,13.88463,[185 195] ; [103 196],[161.17820324 218.82179676] ; [126.82179676 172.17820324],1
s8,1,0.000203,13.80378,[170 211] ; [ 92 208],[146.5814978 234.4185022] ; [115.4185022 184.5814978],1
s6,1,0.000402,12.52457,[239 139] ; [148 150],[216.39940828 161.60059172] ; [170.60059172 127.39940828],1
a3,1,0.000438,12.362398,[287  95] ; [186 111],[266.10603829 115.89396171] ; [206.89396171  90.10603829],1
d3,1,0.000454,12.29463,[271 112] ; [173 126],[249.3431085 133.6568915] ; [194.6568915 104.3431085],1
p10,1,0.000507,12.089661,[303  77] ; [202  95],[283.45642541  96.54357459] ; [221.54357459  75.45642541],1
r4,1,0.000736,11.395885,[341  42] ; [240  61],[325.32602339  57.67397661] ; [255.67397661  45.32602339],1
r2,1,0.000814,11.209382,[358  17] ; [264  34],[346.58246657  28.41753343] ; [275.41753343  22.58246657],1
d4,1,0.00122,10.460488,[324  58] ; [224  75],[307.39500734  74.60499266] ; [240.60499266  58.39500734],0
p9,1,0.001506,10.071343,[314  64] ; [216  80],[297.24035608  80.75964392] ; [232.75964392  63.24035608],0
p7,1,0.002357,9.248732,[240 135] ; [155 141],[220.75260805 154.24739195] ; [174.24739195 121.75260805],0
n6,1,0.002893,8.87358,[318  61] ; [224  76],[302.53019146  76.46980854] ; [239.46980854  60.53019146],0
p4,1,0.002999,8.807984,[219 160] ; [139 161],[199.82621502 179.17378498] ; [158.17378498 141.82621502],0
p8,1,0.004398,8.111906,[193 183] ; [121 179],[174.65088757 201.34911243] ; [139.34911243 160.65088757],0
p2,1,0.004771,7.964341,[319  63] ; [225  76],[304.25768668  77.74231332] ; [239.74231332  61.25768668],0
n4,1,0.00514,7.829575,[303  79] ; [210  90],[287.34017595  94.65982405] ; [225.65982405  74.34017595],0
v4,1,0.006495,7.407451,[357  22] ; [266  35],[347.23088235  31.76911765] ; [275.76911765  25.23088235],0
a6,1,0.00712,7.242406,[274 108] ; [186 114],[257.65395894 124.34604106] ; [202.34604106  97.65395894],0
u1,1,0.007279,7.202686,[ 75 308] ; [ 36 265],[ 62.15350877 320.84649123] ; [ 48.84649123 252.15350877],0
p6,1,0.009061,6.810798,[131 245] ; [ 76 222],[115.47774481 260.52225519] ; [ 91.52225519 206.47774481],0
a7,1,0.009709,6.687604,[284  97] ; [197 104],[268.7111437 112.2888563] ; [212.2888563  88.7111437],0
d2,1,0.012149,6.289015,[198 183] ; [126 172],[181.80265096 199.19734904] ; [142.19734904 155.80265096],0
a2,1,0.013413,6.11374,[102 281] ; [ 56 245],[ 88.47076023 294.52923977] ; [ 69.52923977 231.47076023],0
n3,1,0.020063,5.406385,[61 18] ; [50 33],[54.12962963 24.87037037] ; [56.87037037 26.12962963],0
p12,1,0.032734,4.559642,[ 27 354] ; [ 10 289],[ 20.73088235 360.26911765] ; [ 16.26911765 282.73088235],0
n5,1,0.042363,4.120635,[281  97] ; [201  98],[269.1225997 108.8774003] ; [212.8774003  86.1225997],0
s1,1,0.058979,3.56586,[  8 369] ; [ 14 282],[ 12.32392273 364.67607727] ; [  9.67607727 286.32392273],0
b1,1,0.06438,3.420795,[140 243] ; [131 170],[151.74415205 231.25584795] ; [119.25584795 181.74415205],0
s5,1,0.064815,3.409682,[102 269] ; [ 63 233],[ 91.77661169 279.22338831] ; [ 73.22338831 222.77661169],0
s3,1,0.088414,2.90301,[194 181] ; [134 163],[183.03571429 191.96428571] ; [144.96428571 152.03571429],0
a4,1,0.142222,2.153753,[174 208] ; [119 179],[164.59705882 217.40294118] ; [128.40294118 169.59705882],0
u4,1,0.180858,1.790563,[  9 374] ; [  3 298],[  6.71929825 376.28070175] ; [  5.28070175 295.71929825],0
n2,1,0.217269,1.522316,[58 20] ; [57 30],[54.36363636 23.63636364] ; [60.63636364 26.36363636],0
b4,1,0.249826,1.324279,[228 155] ; [166 135],[220.61695906 162.38304094] ; [173.38304094 127.61695906],0
n1,1,0.541279,0.373175,[26 51] ; [33 53],[27.87116564 49.12883436] ; [31.12883436 54.87116564],0
u3,1,0.591189,0.288491,[52 44] ; [57 56],[50.06698565 45.93301435] ; [58.93301435 54.06698565],0
b2,1,0.671895,0.179393,[ 86 150] ; [ 70 112],[ 88.07655502 147.92344498] ; [ 67.92344498 114.07655502],0
b3,1,0.671895,0.179393,[ 86 150] ; [ 70 112],[ 88.07655502 147.92344498] ; [ 67.92344498 114.07655502],0
p1,1,0.722064,0.126524,[ 23 359] ; [ 20 279],[ 24.12041116 357.87958884] ; [ 18.87958884 280.12041116],0
b5,1,0.744624,0.106104,[235 148] ; [181 120],[232.93567251 150.06432749] ; [183.06432749 117.93567251],0
u2,1,0.871048,0.02635,[50 43] ; [60 54],[49.42028986 43.57971014] ; [60.57971014 53.42028986],0
a8,1,0.976779,0.000847,[ 53 289] ; [ 43 236],[ 52.86956522 289.13043478] ; [ 43.13043478 235.86956522],0
a1,1,0.989251,0.000181,[ 19 364] ; [ 15 286],[ 19.0380117 363.9619883] ; [ 14.9619883 286.0380117],0
