Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5e-06,20.722043,[25 59] ; [42 20],[38.54794521 45.45205479] ; [28.45205479 33.54794521],1
r3,1,0.000237,13.512516,[69 20] ; [62  1],[76.70394737 12.29605263] ; [54.29605263  8.70394737],1
s6,1,0.000545,11.955056,[34 55] ; [42 21],[44.5 44.5] ; [31.5 31.5],1
p2,1,0.000671,11.567981,[52 38] ; [52 10],[61.57894737 28.42105263] ; [42.42105263 19.57894737],1
p3,1,0.000699,11.492302,[23 67] ; [33 30],[32.94117647 57.05882353] ; [23.05882353 39.94117647],1
p8,1,0.001318,10.31765,[22 65] ; [32 31],[31.32 55.68] ; [22.68 40.32],0
p6,1,0.001736,9.809186,[11 75] ; [21 40],[18.72108844 67.27891156] ; [13.27891156 47.72108844],0
r4,1,0.003748,8.401904,[64 26] ; [57  6],[71.17647059 18.82352941] ; [49.82352941 13.17647059],0
a5,1,0.004002,8.282707,[48 42] ; [48 15],[56.47058824 33.52941176] ; [39.52941176 23.47058824],0
p11,1,0.004461,8.085853,[42 48] ; [44 19],[50.58823529 39.41176471] ; [35.41176471 27.58823529],0
v2,1,0.019339,5.47064,[30 53] ; [33 26],[36.82394366 46.17605634] ; [26.17605634 32.82394366],0
s8,1,0.01966,5.441799,[20 70] ; [25 38],[26.47058824 63.52941176] ; [18.52941176 44.47058824],0
p10,1,0.02138,5.295567,[43 44] ; [43 20],[49.88 37.12] ; [36.12 26.88],0
d1,1,0.031849,4.6066,[37 53] ; [37 26],[43.52941176 46.47058824] ; [30.47058824 32.52941176],0
d5,1,0.040654,4.190397,[62 27] ; [53 10],[67.33552632 21.66447368] ; [47.66447368 15.33552632],0
p5,1,0.04982,3.84751,[ 2 86] ; [ 6 57],[ 4.66225166 83.33774834] ; [ 3.33774834 59.66225166],0
a1,1,0.05888,3.568651,[ 8 82] ; [ 1 62],[ 5.29411765 84.70588235] ; [ 3.70588235 59.29411765],0
a2,1,0.06036,3.52746,[11 79] ; [15 48],[15.29411765 74.70588235] ; [10.70588235 52.29411765],0
u3,1,0.092153,2.836364,[18 12] ; [18  4],[20.76923077  9.23076923] ; [15.23076923  6.76923077],0
v4,1,0.103475,2.651155,[73 15] ; [58  5],[76.34437086 11.65562914] ; [54.65562914  8.34437086],0
p9,1,0.122692,2.382611,[53 34] ; [46 17],[57.42 29.58] ; [41.58 21.42],0
n3,1,0.142587,2.149812,[20 13] ; [16  4],[22.41509434 10.58490566] ; [13.58490566  6.41509434],0
b1,1,0.194914,1.680081,[39 51] ; [34 29],[42.94117647 47.05882353] ; [30.05882353 32.94117647],0
d3,1,0.224211,1.477211,[53 35] ; [44 19],[56.52980132 31.47019868] ; [40.47019868 22.52980132],0
u2,1,0.249636,1.325337,[17 12] ; [17  6],[18.96153846 10.03846154] ; [15.03846154  7.96153846],0
b4,1,0.264178,1.246732,[49 41] ; [40 23],[52.35294118 37.64705882] ; [36.64705882 26.35294118],0
a6,1,0.305198,1.051342,[58 31] ; [46 17],[60.89473684 28.10526316] ; [43.10526316 19.89473684],0
u1,1,0.331883,0.941538,[ 6 84] ; [ 7 56],[ 7.64705882 82.35294118] ; [ 5.35294118 57.64705882],0
n2,1,0.359942,0.838095,[24 11] ; [16  4],[25.45454545  9.54545455] ; [14.54545455  5.45454545],0
s2,1,0.362664,0.828647,[34 56] ; [28 34],[36.71052632 53.28947368] ; [25.28947368 36.71052632],0
a4,1,0.390123,0.738557,[31 59] ; [26 37],[33.52941176 56.47058824] ; [23.47058824 39.52941176],0
s5,1,0.419181,0.652611,[15 69] ; [14 46],[16.91666667 67.08333333] ; [12.08333333 47.91666667],0
r1,1,0.421048,0.647387,[66 24] ; [49 13],[68.09210526 21.90789474] ; [46.90789474 15.09210526],0
s3,1,0.441189,0.593188,[50 40] ; [30 31],[47.68211921 42.31788079] ; [32.31788079 28.68211921],0
d4,1,0.581345,0.304065,[65 23] ; [49 14],[66.43708609 21.56291391] ; [47.56291391 15.43708609],0
d2,1,0.623113,0.241516,[36 53] ; [28 35],[37.47368421 51.52631579] ; [26.52631579 36.47368421],0
v1,1,0.626102,0.237384,[39 49] ; [25 37],[37.54666667 50.45333333] ; [26.45333333 35.54666667],0
