Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,32.70949,[21 32] ; [71 11],[36.11851852 16.88148148] ; [55.88148148 26.11851852],1
d3,1,0.000213,13.71358,[12 41] ; [45 37],[22.37777778 30.62222222] ; [34.62222222 47.37777778],1
r2,1,0.00039,12.579886,[33 19] ; [73  9],[41.13432836 10.86567164] ; [64.86567164 17.13432836],1
a5,1,0.000401,12.529401,[11 42] ; [42 40],[20.80740741 32.19259259] ; [32.19259259 49.80740741],1
a7,1,0.003495,8.529025,[20 33] ; [52 30],[28.26666667 24.73333333] ; [43.73333333 38.26666667],0
u3,1,0.005598,7.675439,[ 8 24] ; [22 16],[13.71428571 18.28571429] ; [16.28571429 21.71428571],0
r3,1,0.00806,7.020061,[36 16] ; [72 10],[41.91044776 10.08955224] ; [66.08955224 15.91044776],0
v4,1,0.009827,6.666018,[38 14] ; [73  8],[43.39849624  8.60150376] ; [67.60150376 13.39849624],0
a6,1,0.010036,6.628483,[19 34] ; [48 34],[26.3037037 26.6962963] ; [40.6962963 41.3037037],0
v1,1,0.010572,6.535853,[14 37] ; [40 40],[21.02290076 29.97709924] ; [32.97709924 47.02290076],0
s3,1,0.014097,6.025895,[19 34] ; [45 33],[25.89312977 27.10687023] ; [38.10687023 39.89312977],0
v2,1,0.014224,6.010183,[10 41] ; [31 46],[16.3359375 34.6640625] ; [24.6640625 52.3359375],0
u2,1,0.022276,5.224095,[ 9 23] ; [21 17],[13.71428571 18.28571429] ; [16.28571429 21.71428571],0
d4,1,0.030987,4.653692,[20 33] ; [46 35],[26.10447761 26.89552239] ; [39.89552239 41.10447761],0
a8,1,0.042977,4.096314,[ 3 47] ; [14 61],[ 6.8 43.2] ; [10.2 64.8],0
n6,1,0.051399,3.795225,[33 20] ; [63 18],[37.97014925 15.02985075] ; [58.02985075 22.97014925],0
s7,1,0.075007,3.169908,[11 40] ; [28 49],[15.5390625 35.4609375] ; [23.4609375 53.5390625],0
v3,1,0.088781,2.896343,[ 9 44] ; [24 56],[13.15037594 39.84962406] ; [19.84962406 60.15037594],0
s6,1,0.09471,2.792444,[20 33] ; [42 38],[24.70676692 28.29323308] ; [37.29323308 42.70676692],0
a2,1,0.110046,2.55356,[ 1 52] ; [ 7 75],[ 3.14074074 49.85925926] ; [ 4.85925926 77.14074074],0
s2,1,0.114777,2.487188,[15 38] ; [33 46],[19.27272727 33.72727273] ; [28.72727273 50.27272727],0
p7,1,0.127173,2.326679,[17 34] ; [37 42],[21.18461538 29.81538462] ; [32.81538462 46.18461538],0
a3,1,0.133275,2.253935,[21 31] ; [43 37],[25.21212121 26.78787879] ; [38.78787879 41.21212121],0
s8,1,0.139773,2.180454,[ 9 44] ; [23 59],[12.56296296 40.43703704] ; [19.43703704 62.56296296],0
a4,1,0.179291,1.803493,[ 7 46] ; [18 62],[ 9.96240602 43.03759398] ; [15.03759398 64.96240602],0
p11,1,0.212671,1.553152,[32 21] ; [58 24],[35.33333333 17.66666667] ; [54.66666667 27.33333333],0
p2,1,0.245295,1.349904,[31 22] ; [56 26],[34.15555556 18.84444444] ; [52.84444444 29.15555556],0
d1,1,0.246327,1.344019,[ 1 52] ; [ 5 77],[ 2.35555556 50.64444444] ; [ 3.64444444 78.35555556],0
n2,1,0.251221,1.316501,[15  7] ; [23  5],[16.72  5.28] ; [21.28  6.72],0
p10,1,0.274805,1.192604,[30 22] ; [53 26],[32.94656489 19.05343511] ; [50.05343511 28.94656489],0
a1,1,0.319701,0.990169,[ 4 49] ; [ 3 79],[ 2.74814815 50.25185185] ; [ 4.25185185 77.74814815],0
p6,1,0.34891,0.877418,[ 8 44] ; [18 64],[10.08955224 41.91044776] ; [15.91044776 66.08955224],0
s1,1,0.35189,0.866631,[ 3 50] ; [ 8 70],[ 4.45038168 48.54961832] ; [ 6.54961832 71.45038168],0
n1,1,0.366922,0.814062,[ 7 15] ; [12 15],[ 8.53061224 13.46938776] ; [10.46938776 16.53061224],0
b2,1,0.384987,0.754717,[ 9 23] ; [18 30],[10.8 21.2] ; [16.2 31.8],0
b3,1,0.384987,0.754717,[ 9 23] ; [18 30],[10.8 21.2] ; [16.2 31.8],0
p9,1,0.477,0.505715,[37 14] ; [54 27],[35.15909091 15.84090909] ; [55.84090909 25.15909091],0
d2,1,0.623826,0.240527,[11 42] ; [20 62],[12.17037037 40.82962963] ; [18.82962963 63.17037037],0
s5,1,0.638126,0.221202,[ 9 44] ; [16 63],[10.03787879 42.96212121] ; [14.96212121 64.03787879],0
p12,1,0.650033,0.205859,[ 2 50] ; [ 2 79],[ 1.56390977 50.43609023] ; [ 2.43609023 78.56390977],0
n4,1,0.654439,0.200349,[30 23] ; [49 32],[31.24626866 21.75373134] ; [47.75373134 33.24626866],0
p1,1,0.659645,0.193955,[ 4 49] ; [ 8 74],[ 4.71111111 48.28888889] ; [ 7.28888889 74.71111111],0
n5,1,0.667271,0.184811,[37 16] ; [53 27],[35.86466165 17.13533835] ; [54.13533835 25.86466165],0
s4,1,0.67223,0.179004,[10 43] ; [13 68],[ 9.09701493 43.90298507] ; [13.90298507 67.09701493],0
p5,1,0.733532,0.115893,[ 4 48] ; [ 5 76],[ 3.51879699 48.48120301] ; [ 5.48120301 75.51879699],0
p4,1,0.856197,0.03284,[14 39] ; [22 57],[14.45454545 38.54545455] ; [21.54545455 57.45454545],0
b4,1,0.865139,0.028844,[27 26] ; [43 39],[27.48148148 25.51851852] ; [42.51851852 39.48148148],0
n3,1,0.881087,0.022378,[14  8] ; [16 10],[13.75  8.25] ; [16.25  9.75],0
