Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,36.070392,[133  91] ; [24 78],[107.87730061 116.12269939] ; [49.12269939 52.87730061],1
a3,1,0.0,33.971963,[172  54] ; [44 58],[148.82926829  77.17073171] ; [67.17073171 34.82926829],1
a4,1,0.0,32.67188,[123 103] ; [21 81],[ 99.2195122 126.7804878] ; [44.7804878 57.2195122],1
n4,1,1e-06,23.304879,[177  49] ; [53 49],[158.47560976  67.52439024] ; [71.52439024 30.47560976],1
d1,1,1.2e-05,19.238989,[143  83] ; [38 64],[124.71341463 101.28658537] ; [56.28658537 45.71341463],1
u1,1,9.5e-05,15.241036,[ 47 179] ; [ 4 98],[ 35.1402439 190.8597561] ; [15.8597561 86.1402439],1
d4,1,0.000356,12.748488,[195  31] ; [71 31],[183.2804878  42.7195122] ; [82.7195122 19.2804878],1
r1,1,0.000471,12.225607,[180  45] ; [63 39],[167.20183486  57.79816514] ; [75.79816514 26.20183486],1
n5,1,0.001031,10.770928,[159  66] ; [53 49],[145.87155963  79.12844037] ; [66.12844037 35.87155963],0
v2,1,0.001869,9.674298,[123  95] ; [35 59],[110.3974359 107.6025641] ; [47.6025641 46.3974359],0
s7,1,0.002379,9.23113,[ 93 119] ; [25 72],[ 80.9579288 131.0420712] ; [37.0420712 59.9579288],0
a6,1,0.002911,8.862322,[160  66] ; [55 47],[148.1402439  77.8597561] ; [66.8597561 35.1402439],0
r2,1,0.005337,7.761649,[214  11] ; [88 14],[207.79816514  17.20183486] ; [94.20183486  7.79816514],0
d5,1,0.013094,6.156334,[185  41] ; [71 31],[176.3902439  49.6097561] ; [79.6097561 22.3902439],0
v1,1,0.018659,5.533153,[107 108] ; [36 65],[ 97.2943038 117.7056962] ; [45.7056962 55.2943038],0
s2,1,0.026349,4.932961,[109 112] ; [36 64],[ 99.82866044 121.17133956] ; [45.17133956 54.82866044],0
r4,1,0.04669,3.956538,[202  24] ; [83 19],[196.37195122  29.62804878] ; [88.62804878 13.37195122],0
p11,1,0.049868,3.845906,[168  58] ; [65 37],[160.54268293  65.45731707] ; [72.45731707 29.54268293],0
s6,1,0.059301,3.556821,[139  83] ; [52 49],[131.2755418  90.7244582] ; [59.7244582 41.2755418],0
p4,1,0.064281,3.423344,[104 121] ; [36 66],[ 96.33027523 128.66972477] ; [43.66972477 58.33027523],0
v4,1,0.068778,3.311954,[210  15] ; [89 13],[205.73394495  19.26605505] ; [93.26605505  8.73394495],0
b5,1,0.077612,3.114206,[139  87] ; [73 29],[146.07317073  79.92682927] ; [65.92682927 36.07317073],0
p10,1,0.117501,2.450323,[162  62] ; [63 36],[156.0371517  67.9628483] ; [68.9628483 30.0371517],0
p8,1,0.122061,2.39067,[ 61 165] ; [19 81],[ 55.4601227 170.5398773] ; [24.5398773 75.4601227],0
p3,1,0.127612,2.321321,[ 76 148] ; [26 76],[ 70.08588957 153.91411043] ; [31.91411043 70.08588957],0
a1,1,0.143255,2.142645,[  9 217] ; [  1 101],[  6.8902439 219.1097561] ; [ 3.1097561 98.8902439],0
p12,1,0.175899,1.831937,[ 18 206] ; [ 4 97],[ 15.16307692 208.83692308] ; [ 6.83692308 94.16307692],0
d3,1,0.190404,1.714487,[152  74] ; [61 41],[146.76219512  79.23780488] ; [66.23780488 35.76219512],0
n2,1,0.191802,1.703725,[54 19] ; [17 11],[51.31683168 21.68316832] ; [19.68316832  8.31683168],0
v3,1,0.193056,1.694138,[ 75 140] ; [26 69],[ 70.0483871 144.9516129] ; [30.9516129 64.0483871],0
s8,1,0.233141,1.421598,[ 81 143] ; [30 72],[ 76.26993865 147.73006135] ; [34.73006135 67.26993865],0
