Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,8e-06,19.933951,[22 41] ; [334 188],[38.33846154 24.66153846] ; [317.66153846 204.33846154],1
n6,1,5.5e-05,16.269885,[49 13] ; [487  33],[57.09965636  4.90034364] ; [478.90034364  41.09965636],1
d2,1,0.000123,14.747132,[17 46] ; [273 246],[31.39175258 31.60824742] ; [258.60824742 260.39175258],1
p3,1,0.000447,12.325126,[22 41] ; [302 217],[35.07216495 27.92783505] ; [288.92783505 230.07216495],1
r1,1,0.000564,11.890108,[41 22] ; [432  88],[51.11320755 11.88679245] ; [421.88679245  98.11320755],1
r2,1,0.000565,11.886634,[54  9] ; [494  21],[59.73010381  3.26989619] ; [488.26989619  26.73010381],1
d5,1,0.000804,11.230928,[42 21] ; [436  84],[51.6535163 11.3464837] ; [426.3464837  93.6535163],1
a5,1,0.001251,10.413092,[38 25] ; [410 112],[48.24615385 14.75384615] ; [399.75384615 122.24615385],0
d4,1,0.00192,9.624879,[43 20] ; [437  83],[51.86963979 11.13036021] ; [428.13036021  91.86963979],0
r4,1,0.002705,8.996756,[51 12] ; [482  40],[57.4  5.6] ; [475.6  46.4],0
a4,1,0.002913,8.861364,[18 45] ; [252 269],[29.12671233 33.87328767] ; [240.87328767 280.12671233],0
v3,1,0.006147,7.50674,[17 44] ; [233 270],[27.03900709 33.96099291] ; [222.96099291 280.03900709],0
s4,1,0.012946,6.176437,[17 46] ; [ 76 438],[10.1542461 52.8457539] ; [ 82.8457539 431.1542461],0
n1,1,0.01451,5.975055,[ 5 19] ; [41 43],[10.22222222 13.77777778] ; [35.77777778 48.22222222],0
a3,1,0.015702,5.835901,[39 24] ; [395 125],[46.89879931 16.10120069] ; [387.10120069 132.89879931],0
p6,1,0.019246,5.479013,[17 46] ; [218 297],[25.61418685 37.38581315] ; [209.38581315 305.61418685],0
p4,1,0.023565,5.126342,[34 29] ; [354 165],[42. 21.] ; [346. 173.],0
p2,1,0.025703,4.975891,[49 14] ; [456  63],[54.66494845  8.33505155] ; [450.33505155  68.66494845],0
s7,1,0.033196,4.535651,[25 35] ; [278 217],[32.75675676 27.24324324] ; [270.24324324 224.75675676],0
u1,1,0.034554,4.467087,[ 6 57] ; [108 414],[12.27692308 50.72307692] ; [101.72307692 420.27692308],0
r3,1,0.040103,4.213504,[57  6] ; [498  20],[60.18072289  2.81927711] ; [494.81927711  23.18072289],0
p5,1,0.044888,4.022855,[ 4 59] ; [ 82 435],[ 9.34137931 53.65862069] ; [ 76.65862069 440.34137931],0
a8,1,0.0501,3.838117,[ 4 56] ; [ 77 395],[ 9.13533835 50.86466165] ; [ 71.86466165 400.13533835],0
p12,1,0.052499,3.759785,[ 2 61] ; [ 57 462],[ 6.38659794 56.61340206] ; [ 52.61340206 466.38659794],0
a2,1,0.068466,3.319413,[10 53] ; [138 384],[15.93846154 47.06153846] ; [132.06153846 389.93846154],0
