Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,41.635658,[61 25] ; [13 56],[41.05806452 44.94193548] ; [32.94193548 36.05806452],1
s6,1,0.0,28.542395,[83  2] ; [45 24],[70.64935065 14.35064935] ; [57.35064935 11.64935065],1
s3,1,0.0,26.745477,[72 12] ; [31 36],[57.29801325 26.70198675] ; [45.70198675 21.29801325],1
s2,1,1e-06,24.833349,[70 16] ; [29 39],[55.28571429 30.71428571] ; [43.71428571 24.28571429],1
a3,1,0.000225,13.610223,[75 12] ; [41 27],[65.10967742 21.89032258] ; [50.89032258 17.10967742],1
n4,1,0.005215,7.803417,[69 16] ; [42 27],[61.26623377 23.73376623] ; [49.73376623 19.26623377],0
n5,1,0.005872,7.589291,[69 15] ; [43 26],[61.49019608 22.50980392] ; [50.50980392 18.49019608],0
v3,1,0.011517,6.383762,[44 41] ; [21 46],[36.34868421 48.65131579] ; [28.65131579 38.34868421],0
p9,1,0.03145,4.62825,[76  9] ; [52 16],[71.11111111 13.88888889] ; [56.88888889 11.11111111],0
p4,1,0.033275,4.531562,[49 37] ; [27 41],[42.44155844 43.55844156] ; [33.55844156 34.44155844],0
s4,1,0.033829,4.503345,[24 63] ; [ 9 58],[18.64285714 68.35714286] ; [14.35714286 52.64285714],0
p2,1,0.0762,3.144138,[76 11] ; [52 16],[71.84516129 15.15483871] ; [56.15483871 11.84516129],0
v2,1,0.088425,2.902824,[56 29] ; [35 32],[50.88815789 34.11184211] ; [40.11184211 26.88815789],0
r3,1,0.088756,2.89679,[83  3] ; [61  7],[80.41558442  5.58441558] ; [63.58441558  4.41558442],0
a1,1,0.101662,2.679278,[ 1 86] ; [ 4 65],[ 2.78846154 84.21153846] ; [ 2.21153846 66.78846154],0
b1,1,0.108997,2.568704,[36 51] ; [20 49],[31.23076923 55.76923077] ; [24.76923077 44.23076923],0
a2,1,0.1136,2.503415,[26 61] ; [13 56],[21.75 65.25] ; [17.25 51.75],0
r4,1,0.128322,2.312691,[79  8] ; [57 12],[75.84615385 11.15384615] ; [60.15384615  8.84615385],0
u1,1,0.133767,2.248235,[21 66] ; [10 59],[17.28846154 69.71153846] ; [13.71153846 55.28846154],0
r2,1,0.141345,2.163258,[83  2] ; [63  5],[81.11111111  3.88888889] ; [64.88888889  3.11111111],0
p7,1,0.142783,2.147711,[52 31] ; [34 33],[47.58666667 35.41333333] ; [38.41333333 28.58666667],0
p8,1,0.167415,1.90594,[41 43] ; [26 43],[36.78431373 47.21568627] ; [30.21568627 38.78431373],0
d5,1,0.1926,1.697616,[75 12] ; [54 15],[71.94230769 15.05769231] ; [57.05769231 11.94230769],0
r1,1,0.203642,1.616062,[74 11] ; [54 14],[71.11111111 13.88888889] ; [56.88888889 11.11111111],0
d3,1,0.215219,1.535965,[60 27] ; [41 28],[56.32692308 30.67307692] ; [44.67307692 24.32692308],0
p10,1,0.2314,1.432238,[71 15] ; [50 17],[68.0130719 17.9869281] ; [52.9869281 14.0130719],0
u3,1,0.240163,1.37964,[8 4] ; [13 15],[6.3 5.7] ; [14.7 13.3],0
s1,1,0.252548,1.309154,[ 4 79] ; [ 1 67],[ 2.74834437 80.25165563] ; [ 2.25165563 65.74834437],0
v4,1,0.280947,1.162501,[82  3] ; [62  5],[80.52631579  4.47368421] ; [63.47368421  3.52631579],0
a8,1,0.284228,1.146762,[13 62] ; [ 7 57],[10.79136691 64.20863309] ; [ 9.20863309 54.79136691],0
