Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.000396,12.54902,[1 3] ; [33  3],[3.4 0.6] ; [30.6  5.4],1
r3,1,0.00067,11.571572,[2 2] ; [35  1],[3.7 0.3] ; [33.3  2.7],1
r4,1,0.001191,10.504911,[1 3] ; [33  4],[3.31707317 0.68292683] ; [30.68292683  6.31707317],0
p10,1,0.003746,8.402778,[1 3] ; [31  5],[3.2 0.8] ; [28.8  7.2],0
v2,1,0.069708,3.289879,[1 3] ; [26 11],[2.63414634 1.36585366] ; [24.36585366 12.63414634],0
v1,1,0.085263,2.961612,[1 3] ; [24 11],[2.56410256 1.43589744] ; [22.43589744 12.56410256],0
n6,1,0.105301,2.623362,[2 2] ; [31  6],[3.2195122 0.7804878] ; [29.7804878  7.2195122],0
p11,1,0.105301,2.623362,[2 2] ; [31  6],[3.2195122 0.7804878] ; [29.7804878  7.2195122],0
r2,1,0.152839,2.043682,[3 1] ; [35  2],[3.70731707 0.29268293] ; [34.29268293  2.70731707],0
a8,1,0.19001,1.717543,[1 3] ; [ 2 31],[0.32432432 3.67567568] ; [ 2.67567568 30.32432432],0
n4,1,0.209284,1.576373,[2 2] ; [29  8],[3.02439024 0.97560976] ; [27.97560976  9.02439024],0
b3,1,0.24421,1.356128,[1 3] ; [13 10],[2.07407407 1.92592593] ; [11.92592593 11.07407407],0
b2,1,0.24421,1.356128,[1 3] ; [13 10],[2.07407407 1.92592593] ; [11.92592593 11.07407407],0
b1,1,0.269443,1.219579,[3 1] ; [17 20],[1.95121951 2.04878049] ; [18.04878049 18.95121951],0
a5,1,0.337412,0.920239,[2 2] ; [27 10],[2.82926829 1.17073171] ; [26.17073171 10.82926829],0
n2,1,0.345779,0.888889,[1 1] ; [5 1],[1.5 0.5] ; [4.5 1.5],0
s3,1,0.357527,0.846561,[2 2] ; [10 26],[1.2 2.8] ; [10.8 25.2],0
d1,1,0.481518,0.495424,[2 2] ; [25 12],[2.63414634 1.36585366] ; [24.36585366 12.63414634],0
d2,1,0.518605,0.416667,[3 1] ; [21 15],[2.4 1.6] ; [21.6 14.4],0
a6,1,0.612585,0.256428,[3 1] ; [23 14],[2.53658537 1.46341463] ; [23.46341463 13.53658537],0
d3,1,0.635714,0.224392,[2 2] ; [23 14],[2.43902439 1.56097561] ; [22.56097561 14.43902439],0
d5,1,0.657388,0.196712,[3 1] ; [31  6],[3.31707317 0.68292683] ; [30.68292683  6.31707317],0
p1,1,0.657388,0.196712,[1 3] ; [ 6 31],[0.68292683 3.31707317] ; [ 6.31707317 30.68292683],0
a7,1,0.666955,0.185185,[2 2] ; [22 14],[2.4 1.6] ; [21.6 14.4],0
b4,1,0.684687,0.164897,[3 1] ; [24 13],[2.63414634 1.36585366] ; [24.36585366 12.63414634],0
n5,1,0.761538,0.092089,[3 1] ; [25 12],[2.73170732 1.26829268] ; [25.26829268 11.73170732],0
b5,1,0.761538,0.092089,[1 3] ; [12 25],[1.26829268 2.73170732] ; [11.73170732 25.26829268],0
r1,1,0.876764,0.024047,[3 1] ; [29  8],[3.12195122 0.87804878] ; [28.87804878  8.12195122],0
a4,1,0.877245,0.023859,[2 2] ; [17 20],[1.85365854 2.14634146] ; [17.14634146 19.85365854],0
s7,1,0.880472,0.022611,[1 3] ; [10 25],[1.12820513 2.87179487] ; [ 9.87179487 25.12820513],0
a3,1,0.906039,0.013932,[3 1] ; [26 10],[2.9 1.1] ; [26.1  9.9],0
