Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.0,45.5625,[28 70] ; [53 11],[49. 49.] ; [32. 32.],1
s2,1,0.0,31.824602,[38 66] ; [58 15],[56.40677966 47.59322034] ; [39.59322034 33.40677966],1
s6,1,4e-06,21.460346,[59 44] ; [63  7],[72.63583815 30.36416185] ; [49.36416185 20.63583815],1
s5,1,0.000146,14.422866,[24 75] ; [36 32],[35.56886228 63.43113772] ; [24.43113772 43.56886228],1
p10,1,0.000491,12.148192,[47 52] ; [52 18],[57.99408284 41.00591716] ; [41.00591716 28.99408284],1
n6,1,0.002448,9.179039,[68 36] ; [61 10],[76.66285714 27.33714286] ; [52.33714286 18.66285714],0
p1,1,0.003627,8.461538,[  4 100] ; [12 60],[ 9.45454545 94.54545455] ; [ 6.54545455 65.45454545],0
s3,1,0.00402,8.274857,[49 53] ; [51 22],[58.28571429 43.71428571] ; [41.71428571 31.28571429],0
p9,1,0.005491,7.710122,[59 39] ; [57 14],[67.26627219 30.73372781] ; [48.73372781 22.26627219],0
u1,1,0.006843,7.313681,[13 91] ; [21 52],[19.97740113 84.02259887] ; [14.02259887 58.97740113],0
p6,1,0.009237,6.776349,[25 75] ; [32 41],[32.94797688 67.05202312] ; [24.05202312 48.94797688],0
v1,1,0.017893,5.606623,[39 65] ; [40 32],[46.68181818 57.31818182] ; [32.31818182 39.68181818],0
n5,1,0.023358,5.141698,[57 46] ; [52 20],[64.15428571 38.84571429] ; [44.84571429 27.15428571],0
a3,1,0.026624,4.915045,[62 40] ; [56 17],[68.77714286 33.22285714] ; [49.22285714 23.77714286],0
r1,1,0.029427,4.742445,[80 23] ; [65  7],[85.34285714 17.65714286] ; [59.65714286 12.34285714],0
v2,1,0.043205,4.087352,[43 56] ; [42 29],[49.5 49.5] ; [35.5 35.5],0
d1,1,0.043212,4.087105,[51 53] ; [47 26],[57.5819209 46.4180791] ; [40.4180791 32.5819209],0
n4,1,0.047607,3.923807,[61 43] ; [52 19],[67.15428571 36.84571429] ; [45.84571429 25.15428571],0
u3,1,0.050165,3.835924,[22 18] ; [14  3],[25.26315789 14.73684211] ; [10.73684211  6.26315789],0
p4,1,0.081905,3.026694,[46 55] ; [43 30],[51.66091954 49.33908046] ; [37.33908046 35.66091954],0
d5,1,0.084592,2.974393,[79 23] ; [64  9],[83.34857143 18.65142857] ; [59.65142857 13.34857143],0
u2,1,0.091768,2.843087,[18 23] ; [11  5],[20.85964912 20.14035088] ; [8.14035088 7.85964912],0
d2,1,0.096307,2.765657,[49 54] ; [44 29],[54.42613636 48.57386364] ; [38.57386364 34.42613636],0
p3,1,0.100016,2.705294,[38 65] ; [36 37],[43.30681818 59.69318182] ; [30.69318182 42.30681818],0
p5,1,0.133076,2.256245,[ 6 96] ; [ 9 64],[ 8.74285714 93.25714286] ; [ 6.25714286 66.74285714],0
v3,1,0.140832,2.168848,[30 67] ; [29 40],[34.47590361 62.52409639] ; [24.52409639 44.47590361],0
v4,1,0.155774,2.014782,[95  8] ; [71  2],[97.14772727  5.85227273] ; [68.85227273  4.14772727],0
p2,1,0.161296,1.962037,[69 34] ; [56 17],[73.15340909 29.84659091] ; [51.84659091 21.15340909],0
u4,1,0.165367,1.924451,[  1 103] ; [ 3 70],[  2.35028249 101.64971751] ; [ 1.64971751 71.35028249],0
n1,1,0.195803,1.673409,[13 19] ; [15 11],[15.44827586 16.55172414] ; [12.55172414 13.44827586],0
a8,1,0.208712,1.580335,[10 85] ; [11 52],[12.62658228 82.37341772] ; [ 8.37341772 54.62658228],0
b1,1,0.280702,1.16369,[47 57] ; [39 34],[50.53107345 53.46892655] ; [35.46892655 37.53107345],0
a6,1,0.28616,1.137598,[61 42] ; [49 24],[64.375 38.625] ; [45.625 27.375],0
a2,1,0.291752,1.111521,[24 80] ; [22 51],[27.02824859 76.97175141] ; [18.97175141 54.02824859],0
a5,1,0.412378,0.671934,[68 36] ; [52 21],[70.50847458 33.49152542] ; [49.49152542 23.50847458],0
b2,1,0.412491,0.671611,[12 38] ; [13 28],[13.73626374 36.26373626] ; [11.26373626 29.73626374],0
b3,1,0.412491,0.671611,[12 38] ; [13 28],[13.73626374 36.26373626] ; [11.26373626 29.73626374],0
s4,1,0.449308,0.572398,[22 82] ; [19 54],[24.09039548 79.90960452] ; [16.90960452 56.09039548],0
s1,1,0.451704,0.566374,[ 7 95] ; [ 3 69],[ 5.86206897 96.13793103] ; [ 4.13793103 67.86206897],0
a4,1,0.460663,0.544283,[45 58] ; [36 37],[47.40340909 55.59659091] ; [33.59659091 39.40340909],0
a1,1,0.657534,0.196533,[  3 101] ; [ 3 70],[  3.52542373 100.47457627] ; [ 2.47457627 70.52542373],0
b4,1,0.678303,0.172043,[58 46] ; [43 30],[59.34463277 44.65536723] ; [41.65536723 31.34463277],0
b5,1,0.685794,0.163676,[70 34] ; [47 26],[68.74576271 35.25423729] ; [48.25423729 24.74576271],0
d3,1,0.689134,0.160024,[70 32] ; [48 25],[68.77714286 33.22285714] ; [49.22285714 23.77714286],0
n2,1,0.763545,0.090498,[26  8] ; [19  7],[25.5  8.5] ; [19.5  6.5],0
r2,1,0.80565,0.060536,[102   1] ; [72  1],[101.82954545   1.17045455] ; [72.17045455  0.82954545],0
d4,1,0.831796,0.045113,[81 21] ; [57 16],[80.43428571 21.56571429] ; [57.56571429 15.43428571],0
n3,1,0.849518,0.035999,[25  7] ; [19  6],[24.70175439  7.29824561] ; [19.29824561  5.70175439],0
p8,1,0.851838,0.034885,[37 63] ; [26 47],[36.41618497 63.58381503] ; [26.58381503 46.41618497],0
p7,1,0.887884,0.019876,[53 48] ; [37 35],[52.5433526 48.4566474] ; [37.4566474 34.5433526],0
a7,1,0.906411,0.013822,[77 26] ; [54 19],[76.66477273 26.33522727] ; [54.33522727 18.66477273],0
r3,1,0.950096,0.003917,[98  4] ; [70  3],[97.92  4.08] ; [70.08  2.92],0
