Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,29.463902,[62 18] ; [ 4 20],[50.76923077 29.23076923] ; [15.23076923  8.76923077],1
p12,1,0.372766,0.794423,[ 1 77] ; [ 1 23],[ 1.52941176 76.47058824] ; [ 0.47058824 23.52941176],0
b2,1,0.383828,0.758406,[12 29] ; [ 2 10],[10.83018868 30.16981132] ; [3.16981132 8.83018868],0
b3,1,0.383828,0.758406,[12 29] ; [ 2 10],[10.83018868 30.16981132] ; [3.16981132 8.83018868],0
b4,1,0.410119,0.678456,[41 39] ; [10 14],[39.23076923 40.76923077] ; [11.76923077 12.23076923],0
a1,1,0.444803,0.58386,[ 6 74] ; [ 3 21],[ 6.92307692 73.07692308] ; [ 2.07692308 21.92307692],0
a7,1,0.447956,0.575819,[47 33] ; [12 12],[45.38461538 34.61538462] ; [13.61538462 10.38461538],0
p6,1,0.464259,0.535606,[14 63] ; [ 6 18],[15.24752475 61.75247525] ; [ 4.75247525 19.24752475],0
d2,1,0.477802,0.503876,[15 65] ; [ 3 21],[13.84615385 66.15384615] ; [ 4.15384615 19.84615385],0
p9,1,0.489477,0.477676,[47 31] ; [12 11],[45.56435644 32.43564356] ; [13.43564356  9.56435644],0
n5,1,0.492037,0.472068,[36 42] ; [13 11],[37.47058824 40.52941176] ; [11.52941176 12.47058824],0
s4,1,0.4979,0.45941,[12 68] ; [ 5 19],[13.07692308 66.92307692] ; [ 3.92307692 20.07692308],0
v1,1,0.499695,0.455583,[32 46] ; [ 8 16],[30.58823529 47.41176471] ; [ 9.41176471 14.58823529],0
a3,1,0.543301,0.369457,[44 36] ; [11 12],[42.7184466 37.2815534] ; [12.2815534 10.7184466],0
a8,1,0.59323,0.285328,[10 67] ; [ 4 19],[10.78 66.22] ; [ 3.22 19.78],0
s6,1,0.630701,0.231111,[31 49] ; [ 8 16],[30. 50.] ; [ 9. 15.],0
p11,1,0.666508,0.185714,[44 36] ; [12 12],[43.07692308 36.92307692] ; [12.92307692 11.07692308],0
p4,1,0.677664,0.172767,[26 53] ; [ 9 15],[26.84466019 52.15533981] ; [ 8.15533981 15.84466019],0
s1,1,0.69202,0.156907,[ 5 74] ; [ 1 23],[ 4.60194175 74.39805825] ; [ 1.39805825 22.60194175],0
a2,1,0.70104,0.147392,[ 5 75] ; [ 1 23],[ 4.61538462 75.38461538] ; [ 1.38461538 22.61538462],0
s5,1,0.793093,0.068799,[11 65] ; [ 4 20],[11.4 64.6] ; [ 3.6 20.4],0
v2,1,0.80416,0.061488,[26 49] ; [ 7 15],[25.51546392 49.48453608] ; [ 7.48453608 14.51546392],0
n1,1,0.850962,0.035303,[10 16] ; [5 7],[10.26315789 15.73684211] ; [4.73684211 7.26315789],0
p8,1,0.897156,0.016707,[26 52] ; [ 8 15],[26.25742574 51.74257426] ; [ 7.74257426 15.25742574],0
u2,1,0.922839,0.009382,[21 14] ; [8 5],[21.14583333 13.85416667] ; [7.85416667 5.14583333],0
p10,1,0.940048,0.005656,[38 40] ; [11 12],[37.84158416 40.15841584] ; [11.15841584 11.84158416],0
d4,1,0.942646,0.005176,[44 36] ; [13 11],[43.84615385 36.15384615] ; [13.15384615 10.84615385],0
a4,1,1.0,0.0,[20 60] ; [ 6 18],[20. 60.] ; [ 6. 18.],0
