Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,27.835294,[93  9] ; [3 7],[87.42857143 14.57142857] ; [8.57142857 1.42857143],1
r2,1,0.0,25.723112,[99  2] ; [6 4],[95.54054054  5.45945946] ; [9.45945946 0.54054054],1
r3,1,2.9e-05,17.470588,[96  4] ; [6 4],[92.72727273  7.27272727] ; [9.27272727 0.72727273],1
p9,1,0.000252,13.398595,[79 18] ; [3 7],[74.3364486 22.6635514] ; [7.6635514 2.3364486],1
d5,1,0.000911,11.0,[84 16] ; [4 6],[80. 20.] ; [8. 2.],1
s1,1,0.000986,10.854448,[ 7 92] ; [4 6],[ 9.99082569 89.00917431] ; [1.00917431 8.99082569],1
s6,1,0.008964,6.83004,[87 12] ; [5 4],[84.33333333 14.66666667] ; [7.66666667 1.33333333],0
p2,1,0.010584,6.533794,[78 23] ; [4 6],[74.61261261 26.38738739] ; [7.38738739 2.61261261],0
p10,1,0.013383,6.117736,[67 30] ; [3 7],[63.45794393 33.54205607] ; [6.54205607 3.45794393],0
n3,1,0.01492,5.925926,[29  7] ; [1 3],[27.  9.] ; [3. 1.],0
n2,1,0.01492,5.925926,[29  7] ; [1 3],[27.  9.] ; [3. 1.],0
a7,1,0.017794,5.616295,[76 25] ; [4 6],[72.79279279 28.20720721] ; [7.20720721 2.79279279],0
d1,1,0.018433,5.55452,[60 42] ; [2 8],[56.46428571 45.53571429] ; [5.53571429 4.46428571],0
s8,1,0.021835,5.25887,[59 43] ; [2 8],[55.55357143 46.44642857] ; [5.44642857 4.55357143],0
s5,1,0.027524,4.857628,[46 47] ; [1 8],[42.85294118 50.14705882] ; [4.14705882 4.85294118],0
d4,1,0.074363,3.183989,[84 17] ; [6 4],[81.89189189 19.10810811] ; [8.10810811 1.89189189],0
a4,1,0.089296,2.887021,[49 53] ; [2 8],[46.44642857 55.55357143] ; [4.55357143 5.44642857],0
v2,1,0.098943,2.722501,[55 41] ; [3 7],[52.52830189 43.47169811] ; [5.47169811 4.52830189],0
u3,1,0.107227,2.594628,[20 10] ; [1 3],[18.52941176 11.47058824] ; [2.47058824 1.52941176],0
d3,1,0.107732,2.587178,[74 26] ; [5 5],[71.81818182 28.18181818] ; [7.18181818 2.81818182],0
s7,1,0.113988,2.498039,[65 26] ; [3 4],[63.14285714 27.85714286] ; [4.85714286 2.14285714],0
r1,1,0.13887,2.19044,[81 20] ; [6 4],[79.16216216 21.83783784] ; [7.83783784 2.16216216],0
a2,1,0.251015,1.317647,[27 75] ; [1 9],[25.5 76.5] ; [2.5 7.5],0
p3,1,0.262159,1.25732,[42 59] ; [6 4],[43.67567568 57.32432432] ; [4.32432432 5.67567568],0
b4,1,0.27772,1.178214,[59 43] ; [4 6],[57.375 44.625] ; [5.625 4.375],0
d2,1,0.319028,0.992928,[57 44] ; [4 6],[55.5045045 45.4954955] ; [5.4954955 4.5045045],0
b5,1,0.356918,0.848708,[66 36] ; [5 5],[64.66071429 37.33928571] ; [6.33928571 3.66071429],0
v3,1,0.386431,0.750144,[35 62] ; [5 5],[36.26168224 60.73831776] ; [3.73831776 6.26168224],0
u2,1,0.412339,0.672047,[16 14] ; [3 1],[16.76470588 13.23529412] ; [2.23529412 1.76470588],0
a6,1,0.443473,0.587279,[63 38] ; [5 5],[61.87387387 39.12612613] ; [6.12612613 3.87387387],0
v1,1,0.45151,0.566858,[53 48] ; [4 6],[51.86486486 49.13513514] ; [5.13513514 4.86486486],0
p7,1,0.487619,0.481775,[51 48] ; [4 6],[49.95412844 49.04587156] ; [5.04587156 4.95412844],0
s3,1,0.48881,0.479144,[81 21] ; [7 3],[80.14285714 21.85714286] ; [7.85714286 2.14285714],0
s4,1,0.491497,0.473248,[31 71] ; [2 8],[30.05357143 71.94642857] ; [2.94642857 7.05357143],0
n5,1,0.498404,0.458333,[61 39] ; [5 5],[60. 40.] ; [6. 4.],0
p6,1,0.576471,0.311975,[39 61] ; [3 7],[38.18181818 61.81818182] ; [3.81818182 6.18181818],0
a3,1,0.577196,0.31079,[70 32] ; [6 4],[69.21428571 32.78571429] ; [6.78571429 3.21428571],0
n1,1,0.586214,0.296296,[14 22] ; [1 3],[13.5 22.5] ; [1.5 2.5],0
a1,1,0.607706,0.263529,[ 6 96] ; [1 9],[ 6.375 95.625] ; [0.625 9.375],0
a5,1,0.623674,0.240738,[69 33] ; [6 4],[68.30357143 33.69642857] ; [6.69642857 3.30357143],0
n6,1,0.633461,0.227397,[74 26] ; [6 3],[73.39449541 26.60550459] ; [6.60550459 2.39449541],0
p4,1,0.651169,0.204429,[58 43] ; [5 5],[57.32432432 43.67567568] ; [5.67567568 4.32432432],0
n4,1,0.660844,0.1925,[63 37] ; [7 3],[63.63636364 36.36363636] ; [6.36363636 3.63636364],0
b1,1,0.712619,0.135675,[55 47] ; [6 4],[55.55357143 46.44642857] ; [5.44642857 4.55357143],0
b2,1,0.771772,0.084134,[16 34] ; [1 3],[15.74074074 34.25925926] ; [1.25925926 2.74074074],0
b3,1,0.771772,0.084134,[16 34] ; [1 3],[15.74074074 34.25925926] ; [1.25925926 2.74074074],0
p1,1,0.794181,0.068061,[13 88] ; [1 9],[12.73873874 88.26126126] ; [1.26126126 8.73873874],0
a8,1,0.837453,0.042088,[11 79] ; [1 9],[10.8 79.2] ; [1.2 8.8],0
p8,1,0.847135,0.037162,[33 67] ; [3 7],[32.72727273 67.27272727] ; [3.27272727 6.72727273],0
