Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,1.2e-05,19.120073,[63 97] ; [83 44],[81.39372822 78.60627178] ; [64.60627178 62.39372822],1
p2,1,2.4e-05,17.840915,[108  58] ; [111  17],[123.65306122  42.34693878] ; [95.34693878 32.65306122],1
p4,1,4.6e-05,16.603916,[ 54 112] ; [72 56],[71.14285714 94.85714286] ; [54.85714286 73.14285714],1
v3,1,6.1e-05,16.085336,[ 41 120] ; [60 64],[ 57.05614035 103.94385965] ; [43.94385965 80.05614035],1
p3,1,9.7e-05,15.197753,[ 50 117] ; [67 61],[ 66.23389831 100.76610169] ; [50.76610169 77.23389831],1
r1,1,0.000149,14.379907,[109  59] ; [109  20],[123.31313131  44.68686869] ; [94.68686869 34.31313131],1
p11,1,0.002797,8.935505,[114  54] ; [108  22],[125.15436242  42.84563758] ; [96.84563758 33.15436242],0
p7,1,0.003372,8.594522,[76 89] ; [81 47],[88.41296928 76.58703072] ; [68.58703072 59.41296928],0
n5,1,0.004179,8.20452,[96 70] ; [96 34],[107.67567568  58.32432432] ; [84.32432432 45.67567568],0
s8,1,0.004219,8.186911,[ 23 145] ; [35 95],[ 32.69798658 135.30201342] ; [ 25.30201342 104.69798658],0
p9,1,0.004292,8.156073,[107  59] ; [102  26],[118.00680272  47.99319728] ; [90.99319728 37.00680272],0
p8,1,0.00445,8.090344,[ 61 106] ; [67 59],[72.9556314 94.0443686] ; [55.0443686 70.9556314],0
a5,1,0.009761,6.677915,[100  68] ; [96 34],[110.4966443  57.5033557] ; [85.5033557 44.4966443],0
r4,1,0.011638,6.365197,[133  35] ; [117  13],[140.93959732  27.06040268] ; [109.06040268  20.93959732],0
p5,1,0.015574,5.850347,[  4 163] ; [ 11 116],[  8.52040816 158.47959184] ; [  6.47959184 120.52040816],0
s5,1,0.018083,5.588094,[ 14 148] ; [ 23 105],[ 20.66896552 141.33103448] ; [ 16.33103448 111.66896552],0
p12,1,0.021044,5.32317,[  1 167] ; [  6 121],[  3.98644068 164.01355932] ; [  3.01355932 123.98644068],0
n4,1,0.021437,5.290949,[110  58] ; [101  29],[118.95302013  49.04697987] ; [92.04697987 37.95302013],0
p10,1,0.028302,4.809557,[106  60] ; [97 31],[114.61904762  51.38095238] ; [88.38095238 39.61904762],0
p6,1,0.029284,4.750817,[ 35 130] ; [41 85],[ 43.09278351 121.90721649] ; [32.90721649 93.09278351],0
b2,1,0.036055,4.394493,[31 64] ; [39 42],[37.78409091 57.21590909] ; [32.21590909 48.78409091],0
