Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,28.732225,[ 9 31] ; [22  2],[19.375 20.625] ; [11.625 12.375],1
d3,1,1e-06,23.413929,[ 9 31] ; [21  4],[18.46153846 21.53846154] ; [11.53846154 13.46153846],1
d5,1,1.4e-05,18.907139,[17 23] ; [24  1],[25.23076923 14.76923077] ; [15.76923077  9.23076923],1
a4,1,0.001773,9.770851,[ 8 32] ; [14 10],[13.75 26.25] ; [ 8.25 15.75],0
d4,1,0.002928,8.851974,[23 17] ; [23  2],[28.30769231 11.69230769] ; [17.69230769  7.30769231],0
a3,1,0.007149,7.235129,[18 21] ; [20  5],[23.15625 15.84375] ; [14.84375 10.15625],0
p11,1,0.037429,4.330764,[15 25] ; [16  9],[19.07692308 20.92307692] ; [11.92307692 13.07692308],0
v2,1,0.05506,3.680274,[11 28] ; [13 12],[14.625 24.375] ; [ 9.375 15.625],0
r2,1,0.059644,3.547257,[18 22] ; [16  7],[21.58730159 18.41269841] ; [12.41269841 10.58730159],0
a2,1,0.060957,3.511161,[ 3 37] ; [ 6 19],[ 5.53846154 34.46153846] ; [ 3.46153846 21.53846154],0
b5,1,0.091642,2.845289,[17 23] ; [16  9],[20.30769231 19.69230769] ; [12.69230769 12.30769231],0
a6,1,0.13568,2.226281,[18 22] ; [16  9],[20.92307692 19.07692308] ; [13.07692308 11.92307692],0
n6,1,0.207109,1.591521,[18 21] ; [15  9],[20.42857143 18.57142857] ; [12.57142857 11.42857143],0
r3,1,0.208795,1.579761,[22 17] ; [18  7],[24.375 14.625] ; [15.625  9.375],0
a5,1,0.217309,1.522052,[21 19] ; [17  8],[23.38461538 16.61538462] ; [14.61538462 10.38461538],0
p7,1,0.257516,1.282062,[15 25] ; [ 6 19],[12.92307692 27.07692308] ; [ 8.07692308 16.92307692],0
p8,1,0.260766,1.264684,[11 28] ; [ 4 21],[ 9.140625 29.859375] ; [ 5.859375 19.140625],0
v1,1,0.314907,1.009984,[13 27] ; [ 5 19],[11.25 28.75] ; [ 6.75 17.25],0
s3,1,0.321121,0.984375,[13 26] ; [11 13],[14.85714286 24.14285714] ; [ 9.14285714 14.85714286],0
s2,1,0.321941,0.981043,[11 29] ; [ 4 20],[ 9.375 30.625] ; [ 5.625 18.375],0
s5,1,0.333955,0.933501,[ 5 35] ; [ 5 18],[ 6.34920635 33.65079365] ; [ 3.65079365 19.34920635],0
r4,1,0.342812,0.899886,[10 30] ; [ 9 16],[11.69230769 28.30769231] ; [ 7.30769231 17.69230769],0
s7,1,0.352708,0.86369,[ 6 31] ; [ 6 17],[ 7.4 29.6] ; [ 4.6 18.4],0
s1,1,0.377141,0.78,[ 4 36] ; [ 1 24],[ 3.07692308 36.92307692] ; [ 1.92307692 23.07692308],0
n1,1,0.391741,0.733532,[7 6] ; [4 7],[5.95833333 7.04166667] ; [5.04166667 5.95833333],0
b3,1,0.423108,0.641667,[10 14] ; [ 6 14],[ 8.72727273 15.27272727] ; [ 7.27272727 12.72727273],0
b2,1,0.423108,0.641667,[10 14] ; [ 6 14],[ 8.72727273 15.27272727] ; [ 7.27272727 12.72727273],0
p9,1,0.430278,0.622074,[21 18] ; [10 13],[19.5 19.5] ; [11.5 11.5],0
b4,1,0.431006,0.620111,[25 15] ; [18  7],[26.46153846 13.53846154] ; [16.53846154  8.46153846],0
p2,1,0.434967,0.609524,[19 21] ; [ 9 15],[17.5 22.5] ; [10.5 13.5],0
n4,1,0.463542,0.537328,[27 13] ; [19  6],[28.30769231 11.69230769] ; [17.69230769  7.30769231],0
u3,1,0.483522,0.490909,[ 2 20] ; [1 4],[ 2.44444444 19.55555556] ; [0.55555556 4.44444444],0
p10,1,0.486339,0.484615,[16 23] ; [12 12],[17.33333333 21.66666667] ; [10.66666667 13.33333333],0
p5,1,0.564055,0.332732,[ 3 36] ; [ 3 22],[ 3.65625 35.34375] ; [ 2.34375 22.65625],0
a1,1,0.569095,0.3242,[ 5 35] ; [ 2 23],[ 4.30769231 35.69230769] ; [ 2.69230769 22.30769231],0
a8,1,0.612591,0.256419,[ 6 32] ; [ 5 19],[ 6.74193548 31.25806452] ; [ 4.25806452 19.74193548],0
p4,1,0.614798,0.253247,[12 28] ; [ 9 16],[12.92307692 27.07692308] ; [ 8.07692308 16.92307692],0
p3,1,0.616514,0.250797,[ 9 31] ; [ 7 18],[ 9.84615385 30.15384615] ; [ 6.15384615 18.84615385],0
u1,1,0.624384,0.239754,[ 2 38] ; [ 2 23],[ 2.46153846 37.53846154] ; [ 1.53846154 23.46153846],0
a7,1,0.637512,0.222011,[20 20] ; [14 11],[20.92307692 19.07692308] ; [13.07692308 11.92307692],0
v3,1,0.641592,0.216667,[10 30] ; [ 5 20],[ 9.23076923 30.76923077] ; [ 5.76923077 19.23076923],0
r1,1,0.69207,0.156853,[18 22] ; [10 15],[17.23076923 22.76923077] ; [10.76923077 14.23076923],0
s6,1,0.694595,0.154156,[12 28] ; [ 8 15],[12.6984127 27.3015873] ; [ 7.3015873 15.6984127],0
p6,1,0.705775,0.142534,[ 8 31] ; [ 4 20],[ 7.42857143 31.57142857] ; [ 4.57142857 19.42857143],0
p1,1,0.800222,0.064039,[ 4 36] ; [ 3 22],[ 4.30769231 35.69230769] ; [ 2.69230769 22.30769231],0
n3,1,0.854757,0.033508,[7 6] ; [5 5],[6.7826087 6.2173913] ; [5.2173913 4.7826087],0
b1,1,0.875315,0.024621,[20 20] ; [13 12],[20.30769231 19.69230769] ; [12.69230769 12.30769231],0
p12,1,0.87864,0.023315,[ 2 38] ; [ 1 23],[ 1.875 38.125] ; [ 1.125 22.875],0
n5,1,0.934624,0.006729,[26 14] ; [16  9],[25.84615385 14.15384615] ; [16.15384615  8.84615385],0
n2,1,0.972671,0.001174,[7 6] ; [6 5],[7.04166667 5.95833333] ; [5.95833333 5.04166667],0
s8,1,1.0,0.0,[ 8 32] ; [ 5 20],[ 8. 32.] ; [ 5. 20.],0
