Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d4,1,0.000303,13.054755,[22 21] ; [52 10],[30.3047619 12.6952381] ; [43.6952381 18.3047619],1
a8,1,0.00232,9.277317,[ 8 34] ; [ 1 59],[ 3.70588235 38.29411765] ; [ 5.29411765 54.70588235],0
n4,1,0.008581,6.908103,[29 16] ; [24 38],[22.28971963 22.71028037] ; [30.71028037 31.28971963],0
r3,1,0.011099,6.449442,[30 15] ; [54  8],[35.3271028  9.6728972] ; [48.6728972 13.3271028],0
u3,1,0.011278,6.420949,[ 6 14] ; [17  8],[10.22222222  9.77777778] ; [12.77777778 12.22222222],0
d1,1,0.012065,6.301319,[13 32] ; [33 29],[19.34579439 25.65420561] ; [26.65420561 35.34579439],0
d5,1,0.012917,6.180438,[24 20] ; [48 14],[29.88679245 14.11320755] ; [42.11320755 19.88679245],0
a1,1,0.015503,5.858373,[ 6 39] ; [ 1 61],[ 2.94392523 42.05607477] ; [ 4.05607477 57.94392523],0
p3,1,0.029656,4.729136,[ 8 37] ; [23 39],[13.03738318 31.96261682] ; [17.96261682 44.03738318],0
r4,1,0.04,4.217892,[24 21] ; [45 17],[29.01869159 15.98130841] ; [39.98130841 22.01869159],0
r1,1,0.046072,3.978968,[24 21] ; [44 17],[28.86792453 16.13207547] ; [39.13207547 21.86792453],0
n1,1,0.046703,3.956044,[10 10] ; [ 4 16],[ 7. 13.] ; [ 7. 13.],0
a6,1,0.082379,3.017332,[34 10] ; [38 24],[29.88679245 14.11320755] ; [42.11320755 19.88679245],0
d3,1,0.123714,2.369655,[22 21] ; [41 21],[25.8 17.2] ; [37.2 24.8],0
b5,1,0.133246,2.254274,[21 24] ; [38 24],[24.81308411 20.18691589] ; [34.18691589 27.81308411],0
p4,1,0.141766,2.158684,[14 31] ; [28 34],[17.6635514 27.3364486] ; [24.3364486 37.6635514],0
p8,1,0.143539,2.139599,[11 32] ; [24 37],[14.47115385 28.52884615] ; [20.52884615 40.47115385],0
b4,1,0.201965,1.628106,[22 23] ; [38 24],[25.23364486 19.76635514] ; [34.76635514 27.23364486],0
r2,1,0.207535,1.588541,[34 11] ; [52  9],[36.50943396  8.49056604] ; [49.49056604 11.50943396],0
s4,1,0.225798,1.467134,[ 6 39] ; [14 48],[ 8.41121495 36.58878505] ; [11.58878505 50.41121495],0
p2,1,0.273746,1.197879,[23 21] ; [39 23],[25.73584906 18.26415094] ; [36.26415094 25.73584906],0
a4,1,0.290431,1.117624,[19 26] ; [20 42],[16.40186916 28.59813084] ; [22.59813084 39.40186916],0
n3,1,0.301095,1.06934,[11 10] ; [13  6],[12.6  8.4] ; [11.4  7.6],0
v4,1,0.311834,1.022892,[31 13] ; [49 13],[33.20754717 10.79245283] ; [46.79245283 15.20754717],0
p10,1,0.362269,0.830011,[19 24] ; [33 29],[21.2952381 21.7047619] ; [30.7047619 31.2952381],0
v2,1,0.371272,0.799403,[12 29] ; [22 36],[14.08080808 26.91919192] ; [19.91919192 38.08080808],0
a5,1,0.410464,0.677456,[24 21] ; [38 24],[26.07476636 18.92523364] ; [35.92523364 26.07476636],0
s2,1,0.425712,0.634492,[12 33] ; [21 41],[13.87850467 31.12149533] ; [19.12149533 42.87850467],0
p7,1,0.445963,0.580892,[23 20] ; [28 33],[21.08653846 21.91346154] ; [29.91346154 31.08653846],0
u2,1,0.474355,0.511813,[11  9] ; [17  9],[12.17391304  7.82608696] ; [15.82608696 10.17391304],0
s5,1,0.490398,0.475652,[ 4 39] ; [ 8 50],[ 5.10891089 37.89108911] ; [ 6.89108911 51.10891089],0
s3,1,0.595709,0.281516,[23 22] ; [28 33],[21.6509434 23.3490566] ; [29.3490566 31.6509434],0
b2,1,0.606292,0.26561,[ 7 18] ; [ 8 28],[ 6.14754098 18.85245902] ; [ 8.85245902 27.14754098],0
