Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000148,14.399476,[ 7 42] ; [6 2],[11.1754386 37.8245614] ; [1.8245614 6.1754386],1
v3,1,0.000455,12.290729,[ 3 46] ; [4 4],[ 6.01754386 42.98245614] ; [0.98245614 7.01754386],1
s5,1,0.001585,9.976781,[ 4 45] ; [4 4],[ 6.87719298 42.12280702] ; [1.12280702 6.87719298],0
p3,1,0.003015,8.798391,[11 37] ; [6 2],[14.57142857 33.42857143] ; [2.42857143 5.57142857],0
p4,1,0.00337,8.595259,[16 33] ; [7 1],[19.77192982 29.22807018] ; [3.22807018 4.77192982],0
p10,1,0.005851,7.595486,[17 31] ; [7 1],[20.57142857 27.42857143] ; [3.42857143 4.57142857],0
s6,1,0.00701,7.270408,[13 36] ; [6 2],[16.33333333 32.66666667] ; [2.66666667 5.33333333],0
d1,1,0.019416,5.463667,[11 38] ; [5 3],[13.75438596 35.24561404] ; [2.24561404 5.75438596],0
p12,1,0.031751,4.611908,[ 2 47] ; [2 6],[ 3.43859649 45.56140351] ; [0.56140351 7.43859649],0
p9,1,0.033085,4.541364,[22 25] ; [7 1],[24.78181818 22.21818182] ; [4.21818182 3.78181818],0
u3,1,0.037874,4.310665,[ 4 22] ; [2 1],[ 5.37931034 20.62068966] ; [0.62068966 2.37931034],0
p11,1,0.053867,3.716814,[25 24] ; [7 1],[27.50877193 21.49122807] ; [4.49122807 3.50877193],0
p1,1,0.080117,3.06252,[ 3 46] ; [2 6],[ 4.29824561 44.70175439] ; [0.70175439 7.29824561],0
v4,1,0.083311,2.99909,[27 22] ; [7 1],[29.22807018 19.77192982] ; [4.77192982 3.22807018],0
n5,1,0.101987,2.674188,[28 21] ; [7 1],[30.0877193 18.9122807] ; [4.9122807 3.0877193],0
a6,1,0.114322,2.493428,[22 27] ; [6 2],[24.07017544 24.92982456] ; [3.92982456 4.07017544],0
u1,1,0.136048,2.222101,[ 1 48] ; [1 7],[ 1.71929825 47.28070175] ; [0.28070175 7.71929825],0
d2,1,0.136535,2.216588,[12 37] ; [4 4],[13.75438596 35.24561404] ; [2.24561404 5.75438596],0
p8,1,0.17852,1.809904,[13 36] ; [4 4],[14.61403509 34.38596491] ; [2.38596491 5.61403509],0
v1,1,0.226685,1.461538,[14 35] ; [4 4],[15.47368421 33.52631579] ; [2.52631579 5.47368421],0
p7,1,0.251813,1.313217,[20 29] ; [5 3],[21.49122807 27.50877193] ; [3.50877193 4.49122807],0
p2,1,0.290566,1.116999,[27 22] ; [6 2],[28.36842105 20.63157895] ; [4.63157895 3.36842105],0
a5,1,0.301028,1.069634,[21 28] ; [5 3],[22.35087719 26.64912281] ; [3.64912281 4.35087719],0
d3,1,0.355233,0.854677,[22 27] ; [5 3],[23.21052632 25.78947368] ; [3.78947368 4.21052632],0
v2,1,0.385755,0.75228,[16 31] ; [4 4],[17.09090909 29.90909091] ; [2.90909091 5.09090909],0
r3,1,0.430223,0.622222,[29 19] ; [6 2],[30. 18.] ; [5. 3.],0
s3,1,0.438169,0.601073,[12 36] ; [1 7],[11.14285714 36.85714286] ; [1.85714286 6.14285714],0
a3,1,0.445009,0.583333,[23 25] ; [5 3],[24. 24.] ; [4. 4.],0
p6,1,0.475052,0.510201,[ 7 40] ; [2 6],[ 7.69090909 39.30909091] ; [1.30909091 6.69090909],0
u2,1,0.500802,0.453236,[12 14] ; [2 1],[12.55172414 13.44827586] ; [1.44827586 1.55172414],0
a2,1,0.512637,0.42868,[ 3 46] ; [1 7],[ 3.43859649 45.56140351] ; [0.56140351 7.43859649],0
d4,1,0.519046,0.415789,[31 18] ; [6 2],[31.80701754 17.19298246] ; [5.19298246 2.80701754],0
a4,1,0.522047,0.409847,[13 36] ; [3 5],[13.75438596 35.24561404] ; [2.24561404 5.75438596],0
r1,1,0.522047,0.409847,[13 36] ; [3 5],[13.75438596 35.24561404] ; [2.24561404 5.75438596],0
b3,1,0.541193,0.373333,[ 8 22] ; [2 3],[ 8.57142857 21.42857143] ; [1.42857143 3.57142857],0
b2,1,0.541193,0.373333,[ 8 22] ; [2 3],[ 8.57142857 21.42857143] ; [1.42857143 3.57142857],0
n4,1,0.546558,0.36352,[25 24] ; [5 3],[25.78947368 23.21052632] ; [4.21052632 3.78947368],0
a7,1,0.546558,0.36352,[24 25] ; [3 5],[23.21052632 25.78947368] ; [3.78947368 4.21052632],0
d5,1,0.695817,0.15286,[27 22] ; [5 3],[27.50877193 21.49122807] ; [4.49122807 3.50877193],0
b5,1,0.705808,0.1425,[28 21] ; [4 4],[27.50877193 21.49122807] ; [4.49122807 3.50877193],0
b4,1,0.788213,0.072163,[27 22] ; [4 4],[26.64912281 22.35087719] ; [4.35087719 3.64912281],0
a1,1,0.844462,0.03849,[ 5 44] ; [1 7],[ 5.15789474 43.84210526] ; [0.84210526 7.15789474],0
s2,1,0.873322,0.025421,[11 38] ; [2 6],[11.1754386 37.8245614] ; [1.8245614 6.1754386],0
n2,1,0.892295,0.018333,[11  9] ; [1 1],[10.90909091  9.09090909] ; [1.09090909 0.90909091],0
s7,1,0.912649,0.012034,[ 7 37] ; [1 6],[ 6.90196078 37.09803922] ; [1.09803922 5.90196078],0
a8,1,0.927941,0.008179,[ 6 40] ; [1 6],[ 6.0754717 39.9245283] ; [0.9245283 6.0754717],0
b1,1,0.966813,0.001731,[31 18] ; [5 3],[30.94736842 18.05263158] ; [5.05263158 2.94736842],0
