Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,39.676848,[74 26] ; [ 7 35],[57.04225352 42.95774648] ; [23.95774648 18.04225352],1
d1,1,0.0,36.138147,[56 44] ; [ 1 42],[39.86013986 60.13986014] ; [17.13986014 25.86013986],1
d5,1,1e-06,23.973513,[81 19] ; [17 26],[68.53146853 31.46853147] ; [29.46853147 13.53146853],1
r1,1,0.000939,10.943971,[75 25] ; [20 23],[66.43356643 33.56643357] ; [28.56643357 14.43356643],1
a7,1,0.002319,9.278165,[73 27] ; [20 23],[65.03496503 34.96503497] ; [27.96503497 15.03496503],0
r3,1,0.00346,8.547344,[84 15] ; [27 16],[77.38732394 21.61267606] ; [33.61267606  9.38732394],0
r4,1,0.005241,7.794257,[73 27] ; [21 22],[65.73426573 34.26573427] ; [28.26573427 14.73426573],0
n5,1,0.010303,6.581754,[38 61] ; [26 16],[44.93617021 54.06382979] ; [19.06382979 22.93617021],0
p1,1,0.012187,6.283421,[ 4 95] ; [ 7 36],[ 7.66901408 91.33098592] ; [ 3.33098592 39.66901408],0
b4,1,0.018083,5.588085,[61 39] ; [17 26],[54.54545455 45.45454545] ; [23.45454545 19.54545455],0
a3,1,0.042971,4.096536,[68 32] ; [21 21],[62.67605634 37.32394366] ; [26.32394366 15.67605634],0
v4,1,0.052646,3.755136,[83 17] ; [28 13],[78.72340426 21.27659574] ; [32.27659574  8.72340426],0
u2,1,0.061323,3.501231,[22  9] ; [10 12],[18.71698113 12.28301887] ; [13.28301887  8.71698113],0
d2,1,0.062302,3.47503,[42 58] ; [11 32],[37.06293706 62.93706294] ; [15.93706294 27.06293706],0
s3,1,0.070503,3.271282,[48 50] ; [14 29],[43.09219858 54.90780142] ; [18.90780142 24.09219858],0
a1,1,0.084997,2.966661,[ 4 96] ; [ 5 38],[ 6.29370629 93.70629371] ; [ 2.70629371 40.29370629],0
v2,1,0.08809,2.908942,[44 50] ; [12 27],[39.57894737 54.42105263] ; [16.42105263 22.57894737],0
s2,1,0.094593,2.794412,[35 65] ; [ 9 34],[30.76923077 69.23076923] ; [13.23076923 29.76923077],0
b5,1,0.114667,2.48869,[63 37] ; [21 22],[58.74125874 41.25874126] ; [25.25874126 17.74125874],0
