Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.002312,9.283365,[412  61] ; [45 17],[404.03925234  68.96074766] ; [52.96074766  9.03925234],0
p4,1,0.016277,5.772653,[277 194] ; [26 35],[268.2575188 202.7424812] ; [34.7424812 26.2575188],0
s4,1,0.01868,5.531239,[ 79 392] ; [18 44],[ 85.71669794 385.28330206] ; [11.28330206 50.71669794],0
n6,1,0.020945,5.331367,[420  51] ; [49 13],[414.44465291  56.55534709] ; [54.55534709  7.44465291],0
p3,1,0.021182,5.311732,[219 256] ; [19 43],[210.52141527 264.47858473] ; [27.47858473 34.52141527],0
r3,1,0.036864,4.35668,[461  14] ; [56  5],[458.16231343  16.83768657] ; [58.83768657  2.16231343],0
p8,1,0.04335,4.0817,[252 215] ; [25 37],[244.53497164 222.46502836] ; [32.46502836 29.53497164],0
n5,1,0.088287,2.905336,[351 119] ; [40 22],[345.43233083 124.56766917] ; [45.56766917 16.43233083],0
s1,1,0.092749,2.826008,[ 12 456] ; [ 4 58],[ 14.12830189 453.87169811] ; [ 1.87169811 60.12830189],0
p12,1,0.099302,2.716715,[ 45 427] ; [ 2 60],[ 41.54307116 430.45692884] ; [ 5.45692884 56.54307116],0
u2,1,0.109748,2.55785,[86 65] ; [ 9 14],[82.44252874 68.55747126] ; [12.55747126 10.44252874],0
n4,1,0.113444,2.505576,[366 110] ; [42 20],[360.98141264 115.01858736] ; [47.01858736 14.98141264],0
p7,1,0.148718,2.085356,[289 170] ; [32 28],[283.89017341 175.10982659] ; [37.10982659 22.89017341],0
d4,1,0.160234,1.972014,[387  88] ; [55  7],[390.96834264  84.03165736] ; [51.03165736 10.96834264],0
v1,1,0.196507,1.668148,[250 214] ; [28 34],[245.23193916 218.76806084] ; [32.76806084 29.23193916],0
d3,1,0.212206,1.556309,[332 144] ; [48 14],[336.20817844 139.79182156] ; [43.79182156 18.20817844],0
p1,1,0.261433,1.261151,[ 43 430] ; [ 3 59],[ 40.66915888 432.33084112] ; [ 5.33084112 56.66915888],0
