Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,44.212955,[110 126] ; [80 12],[136.70731707  99.29268293] ; [53.29268293 38.70731707],1
p3,1,0.0,34.976932,[ 77 163] ; [63 30],[100.9009009 139.0990991] ; [39.0990991 53.9009009],1
p4,1,0.0,31.961245,[ 99 138] ; [71 22],[122.09090909 114.90909091] ; [47.90909091 45.09090909],1
p8,1,7e-06,20.151147,[ 91 147] ; [61 32],[109.29305136 128.70694864] ; [42.70694864 50.29305136],1
s2,1,0.000105,15.041381,[ 94 145] ; [58 34],[109.75226586 129.24773414] ; [42.24773414 49.75226586],1
p5,1,0.000302,13.057744,[ 12 229] ; [16 77],[ 20.20359281 220.79640719] ; [ 7.79640719 85.20359281],1
p2,1,0.000311,13.000639,[173  68] ; [84  9],[185.44011976  55.55988024] ; [71.55988024 21.44011976],1
s7,1,0.000736,11.395917,[ 90 137] ; [54 35],[103.44303797 123.55696203] ; [40.55696203 48.44303797],1
s6,1,0.002433,9.190412,[138  99] ; [68 21],[149.7607362  87.2392638] ; [56.2392638 32.7607362],0
b3,1,0.00249,9.147604,[ 28 101] ; [24 31],[36.45652174 92.54347826] ; [15.54347826 39.45652174],0
b2,1,0.00249,9.147604,[ 28 101] ; [24 31],[36.45652174 92.54347826] ; [15.54347826 39.45652174],0
p1,1,0.00413,8.225843,[ 10 229] ; [12 81],[ 15.8373494 223.1626506] ; [ 6.1626506 86.8373494],0
p9,1,0.004204,8.193495,[168  69] ; [80 13],[178.10909091  58.89090909] ; [69.89090909 23.10909091],0
n6,1,0.006444,7.421622,[182  58] ; [83 10],[190.99099099  49.00900901] ; [74.00900901 18.99099099],0
b4,1,0.010774,6.502216,[151  90] ; [44 49],[140.70359281 100.29640719] ; [54.29640719 38.70359281],0
s3,1,0.012024,6.307316,[124 114] ; [62 30],[134.14545455 103.85454545] ; [51.85454545 40.14545455],0
s4,1,0.012527,6.234661,[ 36 204] ; [24 65],[ 43.76899696 196.23100304] ; [16.23100304 72.76899696],0
n4,1,0.030135,4.7016,[168  72] ; [76 17],[175.85585586  64.14414414] ; [68.14414414 24.85585586],0
s5,1,0.030156,4.700394,[ 62 174] ; [34 54],[ 69.92592593 166.07407407] ; [26.07407407 61.92592593],0
