Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,61.989656,[95 17] ; [ 7 34],[74.66666667 37.33333333] ; [27.33333333 13.66666667],1
s6,1,0.00127,10.385085,[102   8] ; [30 11],[96.1589404 13.8410596] ; [35.8410596  5.1589404],0
s7,1,0.001928,9.617116,[86 21] ; [22 18],[78.6122449 28.3877551] ; [29.3877551 10.6122449],0
r2,1,0.004719,7.984081,[106   4] ; [34  7],[101.98675497   8.01324503] ; [38.01324503  2.98675497],0
a6,1,0.017586,5.636968,[73 39] ; [18 23],[66.61437908 45.38562092] ; [24.38562092 16.61437908],0
n5,1,0.031832,4.607516,[92 20] ; [27 14],[87.11111111 24.88888889] ; [31.88888889  9.11111111],0
u2,1,0.032791,4.556668,[14 12] ; [13  2],[17.12195122  8.87804878] ; [9.87804878 5.12195122],0
b4,1,0.033212,4.534824,[52 60] ; [27 14],[57.83006536 54.16993464] ; [21.16993464 19.83006536],0
s5,1,0.044594,4.033914,[49 58] ; [11 29],[43.67346939 63.32653061] ; [16.32653061 23.67346939],0
a4,1,0.052859,3.748367,[58 54] ; [14 27],[52.70588235 59.29411765] ; [19.29411765 21.70588235],0
d1,1,0.058469,3.580276,[76 36] ; [21 20],[71.00653595 40.99346405] ; [25.99346405 15.00653595],0
p5,1,0.07523,3.165058,[21 88] ; [ 3 38],[17.44 91.56] ; [ 6.56 34.44],0
a2,1,0.077196,3.122972,[32 80] ; [ 6 35],[27.81699346 84.18300654] ; [10.18300654 30.81699346],0
a3,1,0.098146,2.735422,[86 26] ; [26 15],[81.9869281 30.0130719] ; [30.0130719 10.9869281],0
p4,1,0.103621,2.648905,[81 31] ; [24 17],[76.8627451 35.1372549] ; [28.1372549 12.8627451],0
d3,1,0.130091,2.291414,[80 32] ; [24 17],[76.13071895 35.86928105] ; [27.86928105 13.13071895],0
d5,1,0.139417,2.184379,[93 18] ; [30 11],[89.82236842 21.17763158] ; [33.17763158  7.82236842],0
p2,1,0.140503,2.172443,[96 16] ; [31 10],[92.96732026 19.03267974] ; [34.03267974  6.96732026],0
s4,1,0.140799,2.169208,[32 79] ; [ 7 34],[28.48026316 82.51973684] ; [10.51973684 30.48026316],0
p9,1,0.15567,2.015788,[102  10] ; [34  7],[99.55555556 12.44444444] ; [36.44444444  4.55555556],0
v4,1,0.190483,1.713879,[109   3] ; [38  3],[107.60784314   4.39215686] ; [39.39215686  1.60784314],0
b3,1,0.212183,1.556472,[31 47] ; [13 11],[33.64705882 44.35294118] ; [10.35294118 13.64705882],0
b2,1,0.212183,1.556472,[31 47] ; [13 11],[33.64705882 44.35294118] ; [10.35294118 13.64705882],0
n1,1,0.231647,1.43072,[16 13] ; [5 9],[14.1627907 14.8372093] ; [6.8372093 7.1627907],0
v3,1,0.236255,1.402801,[22 87] ; [12 29],[24.70666667 84.29333333] ; [ 9.29333333 31.70666667],0
p10,1,0.283254,1.15141,[97 14] ; [33  8],[94.93421053 16.06578947] ; [35.06578947  5.93421053],0
n2,1,0.316642,1.002766,[21  8] ; [8 6],[19.55813953  9.44186047] ; [9.44186047 4.55813953],0
d2,1,0.322396,0.979203,[62 50] ; [19 22],[59.29411765 52.70588235] ; [21.70588235 19.29411765],0
n6,1,0.34823,0.879895,[97 15] ; [33  8],[95.16339869 16.83660131] ; [34.83660131  6.16339869],0
p3,1,0.372963,0.793769,[61 51] ; [19 22],[58.5620915 53.4379085] ; [21.4379085 19.5620915],0
v1,1,0.377048,0.780305,[52 56] ; [16 24],[49.62162162 58.37837838] ; [18.37837838 21.62162162],0
