Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.000206,13.774822,[33 11] ; [13 25],[24.68292683 19.31707317] ; [21.31707317 16.68292683],1
p4,1,0.000944,10.9338,[30 14] ; [12 26],[22.53658537 21.46341463] ; [19.46341463 18.53658537],1
n3,1,0.006691,7.35412,[5 7] ; [12  1],[8.16 3.84] ; [8.84 4.16],0
s6,1,0.010597,6.531647,[28 16] ; [13 24],[22.27160494 21.72839506] ; [18.72839506 18.27160494],0
a4,1,0.022928,5.17394,[ 6 38] ; [13 24],[10.32098765 33.67901235] ; [ 8.67901235 28.32098765],0
b3,1,0.026775,4.905268,[ 2 22] ; [ 8 15],[ 5.10638298 18.89361702] ; [ 4.89361702 18.10638298],0
b2,1,0.026775,4.905268,[ 2 22] ; [ 8 15],[ 5.10638298 18.89361702] ; [ 4.89361702 18.10638298],0
a7,1,0.032324,4.581248,[30 14] ; [17 21],[25.2195122 18.7804878] ; [21.7804878 16.2195122],0
d1,1,0.046162,3.975683,[21 23] ; [10 28],[16.63414634 27.36585366] ; [14.36585366 23.63414634],0
b5,1,0.058297,3.58517,[31 13] ; [19 19],[26.82926829 17.17073171] ; [23.17073171 14.82926829],0
p6,1,0.060328,3.528332,[20 23] ; [10 28],[15.92592593 27.07407407] ; [14.07407407 23.92592593],0
a5,1,0.081628,3.032189,[27 17] ; [16 22],[23.07317073 20.92682927] ; [19.92682927 18.07317073],0
s4,1,0.099334,2.716201,[ 9 34] ; [ 3 35],[ 6.37037037 36.62962963] ; [ 5.62962963 32.37037037],0
d4,1,0.13561,2.227079,[33 11] ; [22 15],[29.87654321 14.12345679] ; [25.12345679 11.87654321],0
a6,1,0.204091,1.612854,[27 17] ; [18 20],[24.14634146 19.85365854] ; [20.85365854 17.14634146],0
p2,1,0.249785,1.324507,[35  9] ; [26 12],[32.73170732 11.26829268] ; [28.26829268  9.73170732],0
s8,1,0.269249,1.220571,[13 31] ; [ 7 30],[10.86419753 33.13580247] ; [ 9.13580247 27.86419753],0
u3,1,0.290414,1.1177,[14 10] ; [ 8 11],[12.27906977 11.72093023] ; [9.72093023 9.27906977],0
r4,1,0.304913,1.052584,[33 11] ; [32  6],[34.87804878  9.12195122] ; [30.12195122  7.87804878],0
p3,1,0.320344,0.987539,[21 23] ; [14 24],[18.7804878 25.2195122] ; [16.2195122 21.7804878],0
v1,1,0.324387,0.971175,[15 29] ; [17 21],[17.17073171 26.82926829] ; [14.82926829 23.17073171],0
d5,1,0.334848,0.930058,[30 14] ; [22 16],[27.90243902 16.09756098] ; [24.09756098 13.90243902],0
n2,1,0.345779,0.888889,[8 4] ; [10  2],[9. 3.] ; [9. 3.],0
p5,1,0.380147,0.770228,[ 3 41] ; [ 1 37],[ 2.14634146 41.85365854] ; [ 1.85365854 36.14634146],0
p1,1,0.380147,0.770228,[ 3 41] ; [ 1 37],[ 2.14634146 41.85365854] ; [ 1.85365854 36.14634146],0
n4,1,0.406277,0.689668,[25 19] ; [25 13],[26.82926829 17.17073171] ; [23.17073171 14.82926829],0
s2,1,0.429885,0.623135,[20 24] ; [14 24],[18.24390244 25.75609756] ; [15.75609756 22.24390244],0
n5,1,0.452655,0.563995,[23 21] ; [23 15],[24.68292683 19.31707317] ; [21.31707317 16.68292683],0
d2,1,0.452655,0.563995,[21 23] ; [15 23],[19.31707317 24.68292683] ; [16.68292683 21.31707317],0
u2,1,0.475701,0.508702,[14 10] ; [8 9],[12.87804878 11.12195122] ; [9.12195122 7.87804878],0
s7,1,0.498836,0.457412,[15 28] ; [10 26],[13.60759494 29.39240506] ; [11.39240506 24.60759494],0
s1,1,0.506902,0.440456,[ 2 42] ; [ 3 34],[ 2.71604938 41.28395062] ; [ 2.28395062 34.71604938],0
p10,1,0.528106,0.398034,[16 28] ; [11 26],[14.66666667 29.33333333] ; [12.33333333 24.66666667],0
a2,1,0.549013,0.359089,[ 3 41] ; [ 4 34],[ 3.75609756 40.24390244] ; [ 3.24390244 34.75609756],0
p11,1,0.576059,0.31265,[27 17] ; [21 17],[25.75609756 18.24390244] ; [22.24390244 15.75609756],0
a1,1,0.645283,0.211899,[ 2 42] ; [ 1 37],[ 1.6097561 42.3902439] ; [ 1.3902439 36.6097561],0
a3,1,0.681077,0.168916,[20 24] ; [19 19],[20.92682927 23.07317073] ; [18.07317073 19.92682927],0
v2,1,0.717812,0.130599,[19 25] ; [17 19],[19.8 24.2] ; [16.2 19.8],0
b1,1,0.749408,0.102029,[27 17] ; [22 16],[26.29268293 17.70731707] ; [22.70731707 15.29268293],0
r1,1,0.778255,0.079295,[30 14] ; [27 11],[30.58536585 13.41463415] ; [26.41463415 11.58536585],0
s3,1,0.786549,0.07333,[23 21] ; [21 17],[23.6097561 20.3902439] ; [20.3902439 17.6097561],0
n1,1,0.794625,0.067761,[5 7] ; [4 7],[4.69565217 7.30434783] ; [4.30434783 6.69565217],0
r2,1,0.804447,0.061304,[39  5] ; [33  5],[38.63414634  5.36585366] ; [33.36585366  4.63414634],0
u1,1,0.827084,0.047718,[ 4 40] ; [ 4 34],[ 4.29268293 39.70731707] ; [ 3.70731707 34.29268293],0
v3,1,0.866325,0.028334,[12 32] ; [11 27],[12.34146341 31.65853659] ; [10.65853659 27.34146341],0
v4,1,0.875396,0.024589,[40  4] ; [34  3],[40.19753086  3.80246914] ; [33.80246914  3.19753086],0
r3,1,0.903724,0.014631,[39  5] ; [34  4],[39.17073171  4.82926829] ; [33.82926829  4.17073171],0
b4,1,0.921708,0.00966,[25 19] ; [22 16],[25.2195122 18.7804878] ; [21.7804878 16.2195122],0
n6,1,0.924947,0.008874,[29 14] ; [26 12],[29.19753086 13.80246914] ; [25.80246914 12.19753086],0
a8,1,0.954463,0.003261,[ 5 36] ; [ 4 30],[ 4.92 36.08] ; [ 4.08 29.92],0
s5,1,0.971357,0.001289,[ 8 35] ; [ 7 30],[ 8.0625 34.9375] ; [ 6.9375 30.0625],0
