Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,190.143571,[  8 114] ; [410 147],[75.10456554 46.89543446] ; [342.89543446 214.10456554],1
d5,1,0.0,131.523056,[57 65] ; [503  54],[100.6185567  21.3814433] ; [459.3814433  97.6185567],1
d3,1,0.0,88.528699,[41 81] ; [429 128],[84.44771723 37.55228277] ; [385.55228277 171.44771723],1
d2,1,0.0,39.643552,[33 89] ; [324 230],[64.42899408 57.57100592] ; [292.57100592 261.42899408],1
a3,1,0.0,33.129049,[65 56] ; [438 117],[90.03402367 30.96597633] ; [412.96597633 142.03402367],1
r3,1,0.0,26.320621,[104  18] ; [537  18],[115.51255539   6.48744461] ; [525.48744461  29.51255539],1
u1,1,0.0,26.052211,[  4 118] ; [132 425],[24.4359352 97.5640648] ; [111.5640648 445.4359352],1
a4,1,0.0,25.389646,[34 86] ; [298 257],[59.02222222 60.97777778] ; [272.97777778 282.02222222],1
a5,1,1e-06,24.616684,[74 48] ; [453 104],[94.6892489 27.3107511] ; [432.3107511 124.6892489],1
a2,1,1.4e-05,18.89962,[ 13 109] ; [166 391],[32.16200295 89.83799705] ; [146.83799705 410.16200295],1
s2,1,9e-05,15.332483,[42 76] ; [306 246],[61.28955224 56.71044776] ; [286.71044776 265.28955224],1
v2,1,0.001032,10.770056,[49 65] ; [322 217],[64.76875957 49.23124043] ; [306.23124043 232.76875957],0
p1,1,0.00195,9.595959,[ 21 100] ; [ 45 509],[ 11.83111111 109.16888889] ; [ 54.16888889 499.83111111],0
a7,1,0.002109,9.452452,[74 48] ; [414 142],[87.81120944 34.18879056] ; [400.18879056 155.81120944],0
s8,1,0.003129,8.730815,[41 79] ; [271 282],[55.63150074 64.36849926] ; [256.36849926 296.63150074],0
p4,1,0.004374,8.121586,[61 60] ; [355 197],[74.79346211 46.20653789] ; [341.20653789 210.79346211],0
r1,1,0.005069,7.854613,[91 30] ; [475  80],[101.31065089  19.68934911] ; [464.68934911  90.31065089],0
u2,1,0.006119,7.514949,[22 35] ; [71 46],[30.46551724 26.53448276] ; [62.53448276 54.46551724],0
p2,1,0.006599,7.378978,[91 30] ; [471  81],[101.04309064  19.95690936] ; [460.95690936  91.04309064],0
p9,1,0.006866,7.307617,[90 28] ; [475  76],[99.65620329 18.34379671] ; [465.34379671  85.65620329],0
r4,1,0.007388,7.176218,[107  15] ; [526  31],[113.73490427   8.26509573] ; [519.26509573  37.73490427],0
p10,1,0.008592,6.905688,[88 31] ; [465  88],[97.92708333 21.07291667] ; [455.07291667  97.92708333],0
s7,1,0.010382,6.568227,[47 65] ; [294 238],[59.30434783 52.69565217] ; [281.69565217 250.30434783],0
n6,1,0.019216,5.481792,[100  22] ; [496  58],[107.56213018  14.43786982] ; [488.43786982  65.56213018],0
v4,1,0.032753,4.558622,[112   9] ; [537  18],[116.16715976   4.83284024] ; [532.83284024  22.16715976],0
s6,1,0.036436,4.37657,[69 47] ; [378 166],[78.56363636 37.43636364] ; [368.43636364 175.56363636],0
u3,1,0.037756,4.315985,[25 32] ; [72 47],[31.41477273 25.58522727] ; [65.58522727 53.41477273],0
s5,1,0.040469,4.198129,[30 85] ; [192 340],[39.45904173 75.54095827] ; [182.54095827 349.45904173],0
p11,1,0.073607,3.2007,[91 31] ; [455 102],[98.10309278 23.89690722] ; [447.89690722 109.10309278],0
b3,1,0.075647,3.156037,[24 54] ; [147 206],[30.94663573 47.05336427] ; [140.05336427 212.94663573],0
b2,1,0.075647,3.156037,[24 54] ; [147 206],[30.94663573 47.05336427] ; [140.05336427 212.94663573],0
p7,1,0.075766,3.153468,[67 51] ; [356 188],[75.39879154 42.60120846] ; [347.60120846 196.39879154],0
p6,1,0.088339,2.904379,[39 80] ; [225 321],[47.24210526 71.75789474] ; [216.75789474 329.24210526],0
p3,1,0.11841,2.438226,[56 64] ; [302 252],[63.7388724 56.2611276] ; [294.2611276 259.7388724],0
