Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,99.51263,[ 3 48] ; [253  78],[34.17801047 16.82198953] ; [221.82198953 109.17801047],1
d5,1,0.0,65.159183,[24 27] ; [300  31],[43.2565445  7.7434555] ; [280.7434555  50.2565445],1
d3,1,0.0,56.986862,[22 29] ; [289  42],[41.52094241  9.47905759] ; [269.47905759  61.52094241],1
d2,1,1e-06,24.294519,[10 41] ; [187 143],[26.37007874 24.62992126] ; [170.62992126 159.37007874],1
a4,1,9.3e-05,15.26647,[11 40] ; [168 162],[23.96062992 27.03937008] ; [155.03937008 174.96062992],1
u1,1,0.000135,14.575467,[ 2 49] ; [ 96 235],[13.08376963 37.91623037] ; [ 84.91623037 246.08376963],1
a2,1,0.00132,10.314696,[ 6 45] ; [113 218],[15.88743455 35.11256545] ; [103.11256545 227.88743455],0
a3,1,0.003306,8.630362,[30 21] ; [257  73],[38.41732283 12.58267717] ; [248.58267717  81.41732283],0
a8,1,0.058861,3.569202,[ 3 44] ; [ 49 236],[ 7.36144578 39.63855422] ; [ 44.63855422 240.36144578],0
a6,1,0.078688,3.091801,[36 15] ; [268  62],[40.69291339 10.30708661] ; [263.30708661  66.69291339],0
a5,1,0.098153,2.735295,[36 15] ; [267  64],[40.45287958 10.54712042] ; [262.54712042  68.45287958],0
b2,1,0.102352,2.668513,[ 7 24] ; [ 75 124],[11.05217391 19.94782609] ; [ 70.94782609 128.05217391],0
b3,1,0.102352,2.668513,[ 7 24] ; [ 75 124],[11.05217391 19.94782609] ; [ 70.94782609 128.05217391],0
s2,1,0.109627,2.559591,[20 29] ; [173 153],[25.21866667 23.78133333] ; [167.78133333 158.21866667],0
v4,1,0.168563,1.895675,[47  4] ; [315  12],[48.84126984  2.15873016] ; [313.15873016  13.84126984],0
u2,1,0.170794,1.875963,[ 9 12] ; [43 29],[11.74193548  9.25806452] ; [40.25806452 31.74193548],0
r4,1,0.197681,1.659422,[49  2] ; [300  31],[46.59424084  4.40575916] ; [302.40575916  28.59424084],0
p3,1,0.199126,1.648776,[31 19] ; [172 157],[26.78100264 23.21899736] ; [176.21899736 152.78100264],0
n3,1,0.216837,1.525181,[9 1] ; [48 19],[7.4025974 2.5974026] ; [49.5974026 17.4025974],0
p9,1,0.230705,1.436511,[46  4] ; [278  46],[43.31550802  6.68449198] ; [280.68449198  43.31550802],0
n2,1,0.274728,1.192987,[9 1] ; [49 17],[7.63157895 2.36842105] ; [50.36842105 15.63157895],0
b4,1,0.277506,1.179261,[28 23] ; [208 123],[31.5078534 19.4921466] ; [204.4921466 126.5078534],0
