Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,25.257003,[24 14] ; [10 56],[12.42307692 25.57692308] ; [21.57692308 44.42307692],1
s8,1,7.1e-05,15.797068,[15 23] ; [ 5 61],[ 7.30769231 30.69230769] ; [12.69230769 53.30769231],1
s7,1,0.000195,13.879329,[19 18] ; [10 52],[10.83838384 26.16161616] ; [18.16161616 43.83838384],1
v2,1,0.000233,13.545604,[22 16] ; [14 50],[13.41176471 24.58823529] ; [22.58823529 41.41176471],1
s3,1,0.000466,12.246432,[22 16] ; [15 49],[13.78431373 24.21568627] ; [23.21568627 40.78431373],1
p2,1,0.001148,10.571786,[30  8] ; [29 34],[22.1980198 15.8019802] ; [36.8019802 26.1980198],0
r3,1,0.001842,9.700536,[30  8] ; [31 34],[22.50485437 15.49514563] ; [38.49514563 26.50485437],0
p7,1,0.003329,8.61753,[22 15] ; [19 45],[15.01980198 21.98019802] ; [25.98019802 38.01980198],0
p11,1,0.005251,7.79088,[28 10] ; [30 36],[21.19230769 16.80769231] ; [36.80769231 29.19230769],0
u3,1,0.008613,6.901441,[8 5] ; [ 7 26],[4.23913043 8.76086957] ; [10.76086957 22.23913043],0
s5,1,0.013238,6.137052,[ 9 26] ; [ 5 60],[ 4.9 30.1] ; [ 9.1 55.9],0
p3,1,0.015221,5.89069,[17 21] ; [14 50],[11.54901961 26.45098039] ; [19.45098039 44.54901961],0
p4,1,0.018151,5.581506,[20 18] ; [19 46],[14.38834951 23.61165049] ; [24.61165049 40.38834951],0
d4,1,0.027224,4.876555,[29  9] ; [36 30],[23.75 14.25] ; [41.25 24.75],0
s4,1,0.02817,4.81763,[12 26] ; [ 9 57],[ 7.67307692 30.32692308] ; [13.32692308 52.67307692],0
n2,1,0.033438,4.52319,[12  3] ; [13 15],[8.72093023 6.27906977] ; [16.27906977 11.72093023],0
v4,1,0.041561,4.152993,[28  9] ; [36 29],[23.21568627 13.78431373] ; [40.78431373 24.21568627],0
d3,1,0.062821,3.461307,[23 15] ; [27 38],[18.44660194 19.55339806] ; [31.55339806 33.44660194],0
v1,1,0.07626,3.142857,[16 20] ; [17 46],[12. 24.] ; [21. 42.],0
b3,1,0.098729,2.725962,[ 5 19] ; [16 23],[ 8. 16.] ; [13. 26.],0
b2,1,0.098729,2.725962,[ 5 19] ; [16 23],[ 8. 16.] ; [13. 26.],0
p6,1,0.109273,2.564703,[11 26] ; [10 52],[ 7.84848485 29.15151515] ; [13.15151515 48.84848485],0
v3,1,0.115404,2.478614,[10 28] ; [ 9 56],[ 7.00970874 30.99029126] ; [11.99029126 53.00970874],0
d5,1,0.164921,1.928516,[26 12] ; [36 30],[22.65384615 15.34615385] ; [39.34615385 26.65384615],0
a6,1,0.182713,1.775415,[23 15] ; [31 35],[19.73076923 18.26923077] ; [34.26923077 31.73076923],0
u2,1,0.199294,1.647538,[7 6] ; [11 22],[5.08695652 7.91304348] ; [12.91304348 20.08695652],0
a5,1,0.221779,1.492823,[22 16] ; [30 36],[19. 19.] ; [33. 33.],0
a3,1,0.222342,1.489191,[24 14] ; [33 32],[21.02912621 16.97087379] ; [35.97087379 29.02912621],0
a7,1,0.265715,1.238736,[21 17] ; [29 37],[18.26923077 19.73076923] ; [31.73076923 34.26923077],0
p5,1,0.282298,1.155993,[ 1 37] ; [ 5 59],[ 2.23529412 35.76470588] ; [ 3.76470588 60.23529412],0
s1,1,0.297725,1.084356,[ 1 37] ; [ 5 61],[ 2.19230769 35.80769231] ; [ 3.80769231 62.19230769],0
b5,1,0.299777,1.075188,[23 15] ; [33 33],[20.46153846 17.53846154] ; [35.53846154 30.46153846],0
p8,1,0.312075,1.021871,[14 23] ; [18 46],[11.72277228 25.27722772] ; [20.27722772 43.72277228],0
n6,1,0.356623,0.84975,[24 14] ; [35 30],[21.76699029 16.23300971] ; [37.23300971 27.76699029],0
d2,1,0.375076,0.786779,[13 25] ; [28 37],[15.12621359 22.87378641] ; [25.87378641 39.12621359],0
n3,1,0.406768,0.688228,[10  5] ; [15 13],[8.72093023 6.27906977] ; [16.27906977 11.72093023],0
b4,1,0.415335,0.663477,[17 21] ; [35 31],[19. 19.] ; [33. 33.],0
a4,1,0.440455,0.595095,[ 9 29] ; [20 45],[10.69902913 27.30097087] ; [18.30097087 46.69902913],0
p10,1,0.621409,0.243892,[19 17] ; [30 33],[17.81818182 18.18181818] ; [31.18181818 31.81818182],0
a2,1,0.651524,0.203984,[ 3 35] ; [ 7 59],[ 3.65384615 34.34615385] ; [ 6.34615385 59.65384615],0
a1,1,0.651524,0.203984,[ 3 35] ; [ 7 59],[ 3.65384615 34.34615385] ; [ 6.34615385 59.65384615],0
p12,1,0.706538,0.14176,[ 1 37] ; [ 1 63],[ 0.74509804 37.25490196] ; [ 1.25490196 62.74509804],0
p9,1,0.729071,0.119966,[24 14] ; [37 25],[23.18 14.82] ; [37.82 24.18],0
b1,1,0.7351,0.11448,[20 18] ; [37 29],[20.82692308 17.17307692] ; [36.17307692 29.82692308],0
n5,1,0.761596,0.092043,[23 14] ; [43 23],[23.70873786 13.29126214] ; [42.29126214 23.70873786],0
n4,1,0.768583,0.086571,[23 15] ; [38 28],[22.28846154 15.71153846] ; [38.71153846 27.28846154],0
r2,1,0.786463,0.073391,[19 15] ; [37 26],[19.62886598 14.37113402] ; [36.37113402 26.62886598],0
d1,1,0.825205,0.048777,[13 25] ; [24 42],[13.51923077 24.48076923] ; [23.48076923 42.51923077],0
a8,1,0.888377,0.019701,[ 2 34] ; [ 4 60],[ 2.16 33.84] ; [ 3.84 60.16],0
n1,1,0.936715,0.006304,[ 5 10] ; [ 9 19],[ 4.88372093 10.11627907] ; [ 9.11627907 18.88372093],0
