Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.000198,13.852425,[ 3 89] ; [4 9],[ 6.13333333 85.86666667] ; [ 0.86666667 12.13333333],1
s5,1,0.000358,12.73898,[24 65] ; [10  3],[29.66666667 59.33333333] ; [4.33333333 8.66666667],1
p6,1,0.021352,5.297853,[39 52] ; [10  3],[42.875 48.125] ; [6.125 6.875],0
n5,1,0.094695,2.792696,[69 22] ; [7 6],[66.5 24.5] ; [9.5 3.5],0
d2,1,0.107491,2.590724,[49 43] ; [10  3],[51.6952381 40.3047619] ; [7.3047619 5.6952381],0
r1,1,0.127394,2.323982,[79 13] ; [9 4],[77.1047619 14.8952381] ; [10.8952381  2.1047619],0
u1,1,0.152316,2.048901,[19 73] ; [5 8],[21.02857143 70.97142857] ; [ 2.97142857 10.02857143],0
d1,1,0.161455,1.960549,[52 40] ; [10  3],[54.32380952 37.67619048] ; [7.67619048 5.32380952],0
p11,1,0.185143,1.755853,[72 20] ; [8 5],[70.0952381 21.9047619] ; [9.9047619 3.0952381],0
b1,1,0.207321,1.590037,[38 54] ; [ 3 10],[35.92380952 56.07619048] ; [5.07619048 7.92380952],0
u2,1,0.212317,1.555556,[19  5] ; [2 2],[18.  6.] ; [3. 1.],0
n4,1,0.250224,1.322054,[76 16] ; [9 4],[74.47619048 17.52380952] ; [10.52380952  2.47619048],0
s1,1,0.268218,1.225837,[ 2 89] ; [ 1 12],[ 2.625 88.375] ; [ 0.375 12.625],0
v2,1,0.268572,1.224028,[56 34] ; [6 7],[54.17475728 35.82524272] ; [7.82524272 5.17475728],0
d4,1,0.297942,1.083385,[74 18] ; [12  1],[75.35238095 16.64761905] ; [10.64761905  2.35238095],0
d3,1,0.326801,0.961532,[58 34] ; [10  3],[59.58095238 32.41904762] ; [8.41904762 4.58095238],0
s6,1,0.326801,0.961532,[58 34] ; [10  3],[59.58095238 32.41904762] ; [8.41904762 4.58095238],0
v3,1,0.333735,0.93435,[47 42] ; [5 8],[45.37254902 43.62745098] ; [6.62745098 6.37254902],0
p2,1,0.352814,0.86331,[74 18] ; [9 4],[72.72380952 19.27619048] ; [10.27619048  2.72380952],0
a6,1,0.392363,0.731605,[54 38] ; [6 7],[52.57142857 39.42857143] ; [7.42857143 5.57142857],0
a2,1,0.409059,0.681533,[19 73] ; [4 9],[20.15238095 71.84761905] ; [ 2.84761905 10.15238095],0
p7,1,0.473573,0.513627,[61 30] ; [10  3],[62.125 28.875] ; [8.875 4.125],0
s7,1,0.494715,0.466255,[51 35] ; [9 4],[52.12121212 33.87878788] ; [7.87878788 5.12121212],0
a7,1,0.503993,0.446517,[65 27] ; [8 5],[63.96190476 28.03809524] ; [9.03809524 3.96190476],0
b5,1,0.513356,0.42722,[55 37] ; [9 4],[56.07619048 35.92380952] ; [7.92380952 5.07619048],0
u3,1,0.519536,0.414815,[16  8] ; [2 2],[15.42857143  8.57142857] ; [2.57142857 1.42857143],0
b3,1,0.527359,0.399477,[29 36] ; [4 3],[29.79166667 35.20833333] ; [3.20833333 3.79166667],0
b2,1,0.527359,0.399477,[29 36] ; [4 3],[29.79166667 35.20833333] ; [3.20833333 3.79166667],0
p8,1,0.555307,0.347896,[47 42] ; [8 5],[47.99019608 41.00980392] ; [7.00980392 5.99019608],0
b4,1,0.561181,0.337664,[56 36] ; [9 4],[56.95238095 35.04761905] ; [8.04761905 4.95238095],0
v4,1,0.596088,0.280936,[88  4] ; [12  1],[87.61904762  4.38095238] ; [12.38095238  0.61904762],0
n1,1,0.618757,0.247619,[ 6 15] ; [2 3],[ 6.46153846 14.53846154] ; [1.53846154 3.46153846],0
s2,1,0.655958,0.198471,[23 69] ; [4 9],[23.65714286 68.34285714] ; [3.34285714 9.65714286],0
a5,1,0.656719,0.197533,[73 19] ; [11  2],[73.6 18.4] ; [10.4  2.6],0
p4,1,0.663895,0.188827,[58 34] ; [9 4],[58.7047619 33.2952381] ; [8.2952381 4.7047619],0
a3,1,0.72083,0.127698,[68 24] ; [9 4],[67.46666667 24.53333333] ; [9.53333333 3.46666667],0
r2,1,0.801474,0.063222,[82  9] ; [12  1],[82.25  8.75] ; [11.75  1.25],0
p5,1,0.8162,0.054026,[12 80] ; [ 2 11],[12.26666667 79.73333333] ; [ 1.73333333 11.26666667],0
v1,1,0.821371,0.050978,[53 38] ; [8 5],[53.375 37.625] ; [7.625 5.375],0
p3,1,0.855582,0.033124,[52 40] ; [7 6],[51.6952381 40.3047619] ; [7.3047619 5.6952381],0
d5,1,0.857389,0.032292,[76 16] ; [11  2],[76.22857143 15.77142857] ; [10.77142857  2.22857143],0
p12,1,0.882404,0.021881,[ 6 85] ; [ 1 12],[ 6.125 84.875] ; [ 0.875 12.125],0
r4,1,0.90372,0.014632,[84  8] ; [12  1],[84.11428571  7.88571429] ; [11.88571429  1.11428571],0
n2,1,0.90748,0.013506,[12  9] ; [3 2],[12.11538462  8.88461538] ; [2.88461538 2.11538462],0
a4,1,0.968416,0.001568,[43 49] ; [6 7],[42.93333333 49.06666667] ; [6.06666667 6.93333333],0
n6,1,0.987471,0.000247,[78 14] ; [11  2],[77.98095238 14.01904762] ; [11.01904762  1.98095238],0
