Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,5.4e-05,16.316952,[49 15] ; [34 45],[37.14685315 26.85314685] ; [45.85314685 33.14685315],1
d5,1,0.003129,8.730737,[21 44] ; [45 34],[29.79166667 35.20833333] ; [36.20833333 42.79166667],0
p1,1,0.01123,6.428571,[13 51] ; [ 5 75],[ 8. 56.] ; [10. 70.],0
s5,1,0.012611,6.22293,[22 41] ; [13 65],[15.63829787 47.36170213] ; [19.36170213 58.63829787],0
p6,1,0.015688,5.8375,[27 38] ; [18 61],[20.3125 44.6875] ; [24.6875 54.3125],0
p9,1,0.025443,4.993459,[56  9] ; [55 23],[50.45454545 14.54545455] ; [60.54545455 17.45454545],0
a3,1,0.027877,4.835655,[25 39] ; [46 34],[31.55555556 32.44444444] ; [39.44444444 40.55555556],0
p5,1,0.037964,4.306641,[11 53] ; [ 5 75],[ 7.11111111 56.88888889] ; [ 8.88888889 71.11111111],0
p3,1,0.039448,4.24148,[35 29] ; [30 50],[28.88888889 35.11111111] ; [36.11111111 43.88888889],0
p12,1,0.052929,3.746168,[ 8 57] ; [ 3 77],[ 4.93103448 60.06896552] ; [ 6.06896552 73.93103448],0
p10,1,0.055696,3.661111,[53 11] ; [53 24],[48.11347518 15.88652482] ; [57.88652482 19.11347518],0
v4,1,0.068157,3.326863,[62  2] ; [71  9],[59.11111111  4.88888889] ; [73.88888889  6.11111111],0
s7,1,0.069933,3.284595,[31 31] ; [26 49],[25.79562044 36.20437956] ; [31.20437956 43.79562044],0
u1,1,0.107521,2.590282,[ 4 61] ; [ 1 79],[ 2.24137931 62.75862069] ; [ 2.75862069 77.24137931],0
p11,1,0.125526,2.346978,[52 13] ; [55 25],[47.96551724 17.03448276] ; [59.03448276 20.96551724],0
d1,1,0.146882,2.104336,[ 5 60] ; [ 2 78],[ 3.13793103 61.86206897] ; [ 3.86206897 76.13793103],0
a8,1,0.152237,2.049695,[ 4 54] ; [11 63],[ 6.59090909 51.40909091] ; [ 8.40909091 65.59090909],0
s3,1,0.198623,1.652471,[29 33] ; [45 33],[32.77142857 29.22857143] ; [41.22857143 36.77142857],0
p2,1,0.219245,1.509305,[52 12] ; [58 22],[48.88888889 15.11111111] ; [61.11111111 18.88888889],0
p4,1,0.258783,1.275256,[37 28] ; [38 42],[33.62068966 31.37931034] ; [41.37931034 38.62068966],0
b5,1,0.279061,1.171658,[34 31] ; [49 31],[37.20689655 27.79310345] ; [45.79310345 34.20689655],0
n4,1,0.300527,1.071854,[51 14] ; [56 23],[48.29861111 16.70138889] ; [58.70138889 20.29861111],0
r2,1,0.344466,0.893738,[60  5] ; [70 10],[58.27586207  6.72413793] ; [71.72413793  8.27586207],0
v3,1,0.349586,0.874958,[23 40] ; [23 56],[20.4084507 42.5915493] ; [25.5915493 53.4084507],0
a7,1,0.350016,0.8734,[42 23] ; [45 34],[39.27083333 25.72916667] ; [47.72916667 31.27083333],0
n2,1,0.385223,0.753968,[10  4] ; [20  4],[11.05263158  2.94736842] ; [18.94736842  5.05263158],0
v2,1,0.399287,0.710474,[29 34] ; [30 47],[26.55 36.45] ; [32.45 44.55],0
u3,1,0.406218,0.689842,[15 25] ; [16 18],[16.75675676 23.24324324] ; [14.24324324 19.75675676],0
r1,1,0.421259,0.646801,[45 20] ; [49 29],[42.72727273 22.27272727] ; [51.27272727 26.72727273],0
a5,1,0.426555,0.632184,[36 29] ; [39 41],[33.62068966 31.37931034] ; [41.37931034 38.62068966],0
s4,1,0.491297,0.473684,[15 49] ; [15 65],[13.33333333 50.66666667] ; [16.66666667 63.33333333],0
a2,1,0.500207,0.454497,[ 6 59] ; [ 5 75],[ 4.93103448 60.06896552] ; [ 6.06896552 73.93103448],0
b2,1,0.522134,0.409675,[ 8 30] ; [14 38],[ 9.28888889 28.71111111] ; [12.71111111 39.28888889],0
b3,1,0.522134,0.409675,[ 8 30] ; [14 38],[ 9.28888889 28.71111111] ; [12.71111111 39.28888889],0
u2,1,0.526864,0.400437,[17 23] ; [12 22],[15.67567568 24.32432432] ; [13.32432432 20.67567568],0
r4,1,0.549205,0.358744,[56  9] ; [66 14],[54.68965517 10.31034483] ; [67.31034483 12.68965517],0
s2,1,0.560884,0.338176,[24 40] ; [33 45],[25.69014085 38.30985915] ; [31.30985915 46.69014085],0
a6,1,0.569886,0.322873,[38 27] ; [43 37],[36.31034483 28.68965517] ; [44.68965517 35.31034483],0
s6,1,0.605871,0.266231,[35 27] ; [48 31],[36.4964539 25.5035461] ; [46.5035461 32.4964539],0
d2,1,0.624646,0.239391,[14 51] ; [20 60],[15.24137931 49.75862069] ; [18.75862069 61.24137931],0
v1,1,0.639236,0.219743,[27 38] ; [35 42],[28.38028169 36.61971831] ; [33.61971831 43.38028169],0
s1,1,0.644423,0.213004,[ 3 61] ; [ 5 72],[ 3.63120567 60.36879433] ; [ 4.36879433 72.63120567],0
s8,1,0.648218,0.208154,[22 43] ; [30 50],[23.31034483 41.68965517] ; [28.68965517 51.31034483],0
n1,1,0.7445,0.106211,[6 8] ; [ 9 15],[5.52631579 8.47368421] ; [ 9.47368421 14.52631579],0
b4,1,0.7464,0.104581,[34 31] ; [44 36],[34.96551724 30.03448276] ; [43.03448276 36.96551724],0
