Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.011213,6.43125,[4 3] ; [ 1 13],[1.66666667 5.33333333] ; [ 3.33333333 10.66666667],0
p2,1,0.013449,6.109091,[1 6] ; [10  4],[3.66666667 3.33333333] ; [7.33333333 6.66666667],0
s4,1,0.049442,3.860294,[3 4] ; [ 1 13],[1.33333333 5.66666667] ; [ 2.66666667 11.33333333],0
p7,1,0.084978,2.967033,[1 6] ; [7 6],[2.8 4.2] ; [5.2 7.8],0
a4,1,0.101707,2.678571,[4 3] ; [ 3 11],[2.33333333 4.66666667] ; [4.66666667 9.33333333],0
b1,1,0.19043,1.714286,[6 1] ; [8 6],[4.66666667 2.33333333] ; [9.33333333 4.66666667],0
p8,1,0.19043,1.714286,[1 6] ; [6 8],[2.33333333 4.66666667] ; [4.66666667 9.33333333],0
p11,1,0.19043,1.714286,[1 6] ; [6 8],[2.33333333 4.66666667] ; [4.66666667 9.33333333],0
a5,1,0.203737,1.615385,[4 3] ; [ 4 10],[2.66666667 4.33333333] ; [5.33333333 8.66666667],0
r1,1,0.203737,1.615385,[4 3] ; [ 4 10],[2.66666667 4.33333333] ; [5.33333333 8.66666667],0
a7,1,0.216522,1.527273,[5 2] ; [6 8],[3.66666667 3.33333333] ; [7.33333333 6.66666667],0
p10,1,0.216522,1.527273,[2 5] ; [8 6],[3.33333333 3.66666667] ; [6.66666667 7.33333333],0
p9,1,0.216522,1.527273,[2 5] ; [8 6],[3.33333333 3.66666667] ; [6.66666667 7.33333333],0
n3,1,0.293718,1.1025,[3 1] ; [2 3],[2.22222222 1.77777778] ; [2.77777778 2.22222222],0
n4,1,0.305507,1.05,[3 4] ; [ 3 11],[2. 5.] ; [ 4. 10.],0
n6,1,0.305507,1.05,[1 6] ; [5 9],[2. 5.] ; [ 4. 10.],0
n1,1,0.342782,0.9,[2 2] ; [1 4],[1.33333333 2.66666667] ; [1.66666667 3.33333333],0
a3,1,0.349575,0.875,[5 2] ; [7 7],[4. 3.] ; [8. 6.],0
b5,1,0.349575,0.875,[5 2] ; [7 7],[4. 3.] ; [8. 6.],0
b4,1,0.52511,0.403846,[5 2] ; [8 6],[4.33333333 2.66666667] ; [8.66666667 5.33333333],0
u2,1,0.57075,0.321429,[1 1] ; [5 2],[1.33333333 0.66666667] ; [4.66666667 2.33333333],0
s3,1,0.580543,0.305357,[1 6] ; [3 9],[1.47368421 5.52631579] ; [2.52631579 9.47368421],0
s1,1,0.599126,0.276316,[1 6] ; [ 1 13],[0.66666667 6.33333333] ; [ 1.33333333 12.66666667],0
s5,1,0.599126,0.276316,[1 6] ; [ 1 13],[0.66666667 6.33333333] ; [ 1.33333333 12.66666667],0
a2,1,0.599126,0.276316,[1 6] ; [ 1 13],[0.66666667 6.33333333] ; [ 1.33333333 12.66666667],0
v2,1,0.599126,0.276316,[1 6] ; [ 1 13],[0.66666667 6.33333333] ; [ 1.33333333 12.66666667],0
r2,1,0.690328,0.15873,[4 2] ; [8 6],[3.6 2.4] ; [8.4 5.6],0
s2,1,0.694354,0.154412,[1 6] ; [ 3 11],[1.33333333 5.66666667] ; [ 2.66666667 11.33333333],0
v3,1,0.71714,0.13125,[2 5] ; [ 3 11],[1.66666667 5.33333333] ; [ 3.33333333 10.66666667],0
s6,1,0.71714,0.13125,[2 5] ; [ 3 11],[1.66666667 5.33333333] ; [ 3.33333333 10.66666667],0
v1,1,0.750679,0.100962,[3 4] ; [5 9],[2.66666667 4.33333333] ; [5.33333333 8.66666667],0
p3,1,0.750679,0.100962,[3 4] ; [5 9],[2.66666667 4.33333333] ; [5.33333333 8.66666667],0
s7,1,0.813945,0.055385,[1 4] ; [ 2 11],[0.83333333 4.16666667] ; [ 2.16666667 10.83333333],0
n2,1,0.857714,0.032143,[1 3] ; [1 4],[0.88888889 3.11111111] ; [1.11111111 3.88888889],0
b3,1,0.898195,0.016369,[1 3] ; [2 5],[1.09090909 2.90909091] ; [1.90909091 5.09090909],0
b2,1,0.898195,0.016369,[1 3] ; [2 5],[1.09090909 2.90909091] ; [1.90909091 5.09090909],0
a6,1,1.0,0.0,[2 5] ; [ 4 10],[2. 5.] ; [ 4. 10.],0
v4,1,1.0,0.0,[4 3] ; [8 6],[4. 3.] ; [8. 6.],0
