Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,3e-06,22.039608,[28 51] ; [370 217],[47.21021021 31.78978979] ; [350.78978979 236.21021021],1
p10,1,0.043739,4.066606,[60 18] ; [497  83],[66.02735562 11.97264438] ; [490.97264438  89.02735562],0
r3,1,0.055475,3.667749,[70  8] ; [556  29],[73.64705882  4.35294118] ; [552.35294118  32.64705882],0
d4,1,0.063502,3.443487,[58 21] ; [478 104],[64.06051437 14.93948563] ; [471.93948563 110.06051437],0
s3,1,0.065257,3.398462,[38 41] ; [340 236],[45.59083969 33.40916031] ; [332.40916031 243.59083969],0
s2,1,0.070274,3.276619,[34 44] ; [316 264],[41.4893617 36.5106383] ; [308.5106383 271.4893617],0
a2,1,0.079594,3.07318,[14 65] ; [158 429],[20.4024024 58.5975976] ; [151.5975976 435.4024024],0
s8,1,0.087753,2.915121,[30 49] ; [280 301],[37.10606061 41.89393939] ; [272.89393939 308.10606061],0
p1,1,0.089078,2.89095,[ 3 76] ; [ 56 527],[ 7.0407855 71.9592145] ; [ 51.9592145 531.0407855],0
p11,1,0.094767,2.791468,[59 20] ; [484 103],[64.40990991 14.59009009] ; [478.59009009 108.40990991],0
n3,1,0.106594,2.604007,[20 13] ; [84 28],[23.66896552  9.33103448] ; [80.33103448 31.66896552],0
a1,1,0.117203,2.454309,[ 1 78] ; [ 31 556],[ 3.7957958 75.2042042] ; [ 28.2042042 558.7957958],0
d3,1,0.127656,2.320779,[47 31] ; [402 182],[52.90332326 25.09667674] ; [396.09667674 187.90332326],0
p7,1,0.163534,1.941241,[44 31] ; [380 189],[49.37888199 25.62111801] ; [374.62111801 194.37888199],0
p8,1,0.167234,1.907562,[38 40] ; [326 246],[43.68 34.32] ; [320.32 251.68],0
v1,1,0.18381,1.766545,[40 38] ; [338 233],[45.42989214 32.57010786] ; [332.57010786 238.42989214],0
v2,1,0.289375,1.122526,[39 37] ; [325 238],[43.29264476 32.70735524] ; [320.70735524 242.29264476],0
s1,1,0.330717,0.946088,[ 1 77] ; [ 19 556],[ 2.38897397 75.61102603] ; [ 17.61102603 557.38897397],0
p9,1,0.444171,0.585484,[65 12] ; [505  72],[67.11009174  9.88990826] ; [502.88990826  74.11009174],0
b1,1,0.510703,0.432627,[34 45] ; [230 357],[31.31531532 47.68468468] ; [232.68468468 354.31531532],0
a7,1,0.552986,0.351994,[54 25] ; [418 166],[56.2413273 22.7586727] ; [415.7586727 168.2413273],0
a6,1,0.595368,0.282039,[52 27] ; [401 182],[54.05891239 24.94108761] ; [398.94108761 184.05891239],0
u3,1,0.603225,0.270159,[15 14] ; [86 65],[16.27222222 12.72777778] ; [84.72777778 66.27222222],0
b5,1,0.661826,0.191313,[49 30] ; [349 238],[47.21021021 31.78978979] ; [350.78978979 236.21021021],0
n2,1,0.718589,0.129849,[27  6] ; [90 24],[26.26530612  6.73469388] ; [90.73469388 23.26530612],0
b4,1,0.867653,0.027769,[46 33] ; [336 251],[45.31231231 33.68768769] ; [336.68768769 250.31231231],0
b3,1,0.877285,0.023843,[16 25] ; [149 221],[16.45985401 24.54014599] ; [148.54014599 221.45985401],0
b2,1,0.877285,0.023843,[16 25] ; [149 221],[16.45985401 24.54014599] ; [148.54014599 221.45985401],0
u4,1,0.92045,0.009973,[ 2 77] ; [ 16 571],[ 2.13513514 76.86486486] ; [ 15.86486486 571.13513514],0
u2,1,0.957903,0.002786,[16 13] ; [83 66],[16.12921348 12.87078652] ; [82.87078652 66.12921348],0
