Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,3e-06,22.039608,[28 51] ; [370 217],[47.21021021 31.78978979] ; [350.78978979 236.21021021],1
n6,1,3e-06,21.98925,[59 19] ; [541  45],[70.48192771  7.51807229] ; [529.51807229  56.48192771],1
r2,1,4.1e-05,16.833427,[69 10] ; [565  17],[75.7730711  3.2269289] ; [558.2269289  23.7730711],1
p3,1,0.000103,15.076909,[25 54] ; [319 262],[41.17575758 37.82424242] ; [302.82424242 278.17575758],1
a5,1,0.000201,13.822876,[46 33] ; [454 132],[59.39849624 19.60150376] ; [440.60150376 145.39849624],1
d2,1,0.00031,13.006539,[25 54] ; [310 272],[40.03782148 38.96217852] ; [294.96217852 287.03782148],1
v3,1,0.001014,10.802269,[20 57] ; [259 307],[33.41057543 43.58942457] ; [245.58942457 320.41057543],0
u1,1,0.001784,9.759327,[ 5 74] ; [124 463],[15.3018018 63.6981982] ; [113.6981982 473.3018018],0
r4,1,0.002276,9.312368,[66 13] ; [548  39],[72.83183183  6.16816817] ; [541.16816817  45.83183183],0
r1,1,0.002456,9.173436,[55 24] ; [489  96],[64.72289157 14.27710843] ; [479.27710843 105.72289157],0
p4,1,0.002568,9.091652,[38 41] ; [380 200],[50.10925645 28.89074355] ; [367.89074355 212.10925645],0
a4,1,0.002751,8.965878,[25 54] ; [289 294],[37.47129909 41.52870091] ; [276.52870091 306.47129909],0
d5,1,0.003417,8.570487,[55 24] ; [486  98],[64.46304676 14.53695324] ; [476.53695324 107.46304676],0
n1,1,0.005382,7.746284,[ 7 25] ; [55 56],[13.87412587 18.12587413] ; [48.12587413 62.87412587],0
p2,1,0.005571,7.684032,[58 21] ; [498  84],[66.45083207 12.54916793] ; [489.54916793  92.45083207],0
s7,1,0.006728,7.34418,[29 46] ; [308 249],[39.99208861 35.00791139] ; [297.00791139 259.99208861],0
s5,1,0.009578,6.711717,[17 60] ; [209 354],[27.190625 49.809375] ; [198.809375 364.190625],0
s4,1,0.009933,6.646924,[21 58] ; [ 87 489],[13.0259542 65.9740458] ; [ 94.9740458 481.0259542],0
a8,1,0.013752,6.069766,[ 4 70] ; [ 86 441],[11.08153078 62.91846922] ; [ 78.91846922 448.08153078],0
p6,1,0.017118,5.684222,[21 57] ; [236 340],[30.65137615 47.34862385] ; [226.34862385 349.65137615],0
p5,1,0.017527,5.642838,[ 4 75] ; [ 86 493],[10.80547112 68.19452888] ; [ 79.19452888 499.80547112],0
s6,1,0.027461,4.861575,[47 32] ; [411 163],[55.40888208 23.59111792] ; [402.59111792 171.40888208],0
a3,1,0.029995,4.70957,[50 29] ; [436 147],[57.99697885 21.00302115] ; [428.00302115 154.99697885],0
p12,1,0.033103,4.54046,[ 2 77] ; [ 57 523],[ 7.07283763 71.92716237] ; [ 51.92716237 528.07283763],0
