Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,93.437212,[ 33 156] ; [321 231],[90.29149798 98.70850202] ; [263.70850202 288.29149798],1
a3,1,0.0,86.529262,[ 86 100] ; [451 103],[134.97567568  51.02432432] ; [402.02432432 151.97567568],1
d1,1,0.0,79.462457,[ 62 127] ; [386 169],[113.80645161  75.19354839] ; [334.19354839 220.80645161],1
a4,1,0.0,65.106684,[ 39 149] ; [303 251],[ 86.65229111 101.34770889] ; [255.34770889 298.65229111],1
d5,1,0.0,42.134896,[123  65] ; [479  73],[152.94054054  35.05945946] ; [449.05945946 102.94054054],1
u1,1,0.0,37.302016,[  6 183] ; [127 428],[ 33.78629032 155.21370968] ; [ 99.21370968 455.78629032],1
r1,1,0.0,29.521757,[126  62] ; [471  82],[151.46558704  36.53441296] ; [445.53441296 107.46558704],1
d4,1,0.0,29.459428,[133  56] ; [483  69],[157.11740891  31.88259109] ; [458.88259109  93.11740891],1
a6,1,0.0,27.190038,[102  87] ; [410 142],[130.59109312  58.40890688] ; [381.40890688 170.59109312],1
n4,1,4e-06,21.095773,[124  65] ; [452 101],[146.71698113  42.28301887] ; [429.28301887 123.71698113],1
s8,1,2.4e-05,17.848115,[ 65 124] ; [288 264],[90.03643725 98.96356275] ; [262.96356275 289.03643725],1
v2,1,4.5e-05,16.634719,[79 99] ; [329 203],[102.28732394  75.71267606] ; [305.71267606 226.28732394],1
s7,1,9.6e-05,15.218206,[ 71 110] ; [299 235],[93.66433566 87.33566434] ; [276.33566434 257.66433566],1
r4,1,0.000108,14.989435,[163  26] ; [526  29],[175.02822581  13.97177419] ; [513.97177419  41.02822581],1
p4,1,0.000151,14.36529,[95 93] ; [364 187],[116.76860622  71.23139378] ; [342.23139378 208.76860622],1
p3,1,0.00021,13.735766,[ 77 112] ; [311 241],[98.96356275 90.03643725] ; [289.03643725 262.96356275],1
d3,1,0.000888,11.046684,[114  73] ; [408 145],[131.91081081  55.08918919] ; [390.08918919 162.91081081],1
s5,1,0.001777,9.766898,[ 47 133] ; [208 325],[ 64.37587658 115.62412342] ; [190.62412342 342.37587658],0
s6,1,0.002874,8.885837,[114  72] ; [398 148],[130.09836066  55.90163934] ; [381.90163934 164.09836066],0
n6,1,0.003894,8.332391,[150  38] ; [487  65],[161.83243243  26.16756757] ; [475.16756757  76.83243243],0
b3,1,0.006225,7.484066,[26 70] ; [147 199],[37.57466063 58.42533937] ; [135.42533937 210.57466063],0
b2,1,0.006225,7.484066,[26 70] ; [147 199],[37.57466063 58.42533937] ; [135.42533937 210.57466063],0
r2,1,0.006642,7.367448,[174  14] ; [533  16],[180.34735414   7.65264586] ; [526.65264586  22.34735414],0
v3,1,0.00849,6.927168,[ 58 123] ; [230 303],[ 73.00840336 107.99159664] ; [214.99159664 318.00840336],0
p10,1,0.010763,6.504047,[162  26] ; [510  42],[170.72432432  17.27567568] ; [501.27567568  50.72432432],0
s2,1,0.017976,5.598439,[ 86 102] ; [307 244],[99.97834912 88.02165088] ; [293.02165088 257.97834912],0
