Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,100.230617,[338  40] ; [38 51],[304.34261242  73.65738758] ; [71.65738758 17.34261242],1
n6,1,0.0,60.276168,[348  30] ; [53 35],[325.27467811  52.72532189] ; [75.72532189 12.27467811],1
p10,1,0.0,39.481675,[335  38] ; [54 32],[316.11546841  56.88453159] ; [72.88453159 13.11546841],1
p4,1,4e-06,21.439174,[264 111] ; [39 49],[245.41036717 129.58963283] ; [57.58963283 30.41036717],1
p7,1,1e-05,19.433975,[265  99] ; [42 45],[247.77827051 116.22172949] ; [59.22172949 27.77827051],1
p9,1,6.3e-05,16.006769,[341  33] ; [66 21],[330.19088937  43.80911063] ; [76.80911063 10.19088937],1
r4,1,6.6e-05,15.912277,[363  16] ; [75 14],[354.70512821  24.29487179] ; [83.29487179  5.70512821],1
p8,1,0.000671,11.566585,[228 140] ; [37 51],[213.85964912 154.14035088] ; [51.14035088 36.85964912],1
p3,1,0.002986,8.815741,[221 154] ; [36 51],[208.6038961 166.3961039] ; [48.3961039 38.6038961],0
p2,1,0.004172,8.207221,[330  45] ; [67 21],[321.54427646  53.45572354] ; [75.45572354 12.54427646],0
p11,1,0.004198,8.195944,[318  61] ; [63 26],[308.54487179  70.45512821] ; [72.45512821 16.54487179],0
r2,1,0.005298,7.774762,[369   8] ; [81  7],[364.83870968  12.16129032] ; [85.16129032  2.83870968],0
p5,1,0.008751,6.872864,[ 63 312] ; [ 5 82],[ 55.19480519 319.80519481] ; [12.80519481 74.19480519],0
a3,1,0.01076,6.504518,[290  86] ; [57 32],[280.58494624  95.41505376] ; [66.41505376 22.58494624],0
d1,1,0.020484,5.370205,[246 133] ; [46 43],[236.47008547 142.52991453] ; [55.52991453 33.47008547],0
v3,1,0.023416,5.137364,[195 173] ; [33 51],[185.62831858 182.37168142] ; [42.37168142 41.62831858],0
s1,1,0.024094,5.087865,[  8 362] ; [ 6 83],[ 11.28540305 358.71459695] ; [ 2.71459695 86.28540305],0
d2,1,0.03162,4.619002,[196 181] ; [35 54],[186.88197425 190.11802575] ; [44.11802575 44.88197425],0
p6,1,0.03429,4.480188,[167 202] ; [27 56],[158.37610619 210.62389381] ; [35.62389381 47.37610619],0
s7,1,0.035392,4.426147,[197 161] ; [36 49],[188.29345372 169.70654628] ; [44.70654628 40.29345372],0
s6,1,0.037165,4.342825,[274  98] ; [53 32],[266.17943107 105.82056893] ; [60.82056893 24.17943107],0
u1,1,0.038517,4.282058,[ 84 295] ; [11 78],[ 76.93376068 302.06623932] ; [18.06623932 70.93376068],0
s8,1,0.042229,4.125982,[198 176] ; [36 52],[189.42857143 184.57142857] ; [44.57142857 43.42857143],0
a5,1,0.042731,4.106006,[298  81] ; [61 28],[290.72863248  88.27136752] ; [68.27136752 20.72863248],0
r1,1,0.058522,3.57877,[323  54] ; [69 20],[317.13304721  59.86695279] ; [74.86695279 14.13304721],0
a2,1,0.072891,3.21668,[103 276] ; [16 73],[ 96.36965812 282.63034188] ; [22.63034188 66.36965812],0
s2,1,0.133821,2.247607,[211 162] ; [42 46],[204.70498915 168.29501085] ; [48.29501085 39.70498915],0
a8,1,0.155877,2.013778,[ 55 282] ; [ 8 72],[ 50.91366906 286.08633094] ; [12.08633094 67.91366906],0
u2,1,0.165527,1.92299,[47 41] ; [21 10],[50.28571429 37.71428571] ; [17.71428571 13.28571429],0
a6,1,0.211542,1.56084,[259 118] ; [55 34],[254.03004292 122.96995708] ; [59.96995708 29.03004292],0
n2,1,0.239317,1.384615,[54 11] ; [18  7],[52. 13.] ; [20.  5.],0
n1,1,0.258954,1.274342,[32 33] ; [ 9 16],[29.61111111 35.38888889] ; [11.38888889 13.61111111],0
s3,1,0.263431,1.250634,[216 155] ; [46 43],[211.30869565 159.69130435] ; [50.69130435 38.30869565],0
d5,1,0.327302,0.959544,[317  60] ; [71 18],[313.89699571  63.10300429] ; [74.10300429 14.89699571],0
p12,1,0.334685,0.930687,[ 39 336] ; [ 6 80],[ 36.60520607 338.39479393] ; [ 8.39479393 77.60520607],0
b5,1,0.389323,0.741056,[237 142] ; [60 29],[240.51923077 138.48076923] ; [56.48076923 32.51923077],0
u3,1,0.417562,0.657166,[54 35] ; [22 10],[55.90082645 33.09917355] ; [20.09917355 11.90082645],0
s5,1,0.421336,0.646586,[147 219] ; [29 53],[143.78571429 222.21428571] ; [32.21428571 49.78571429],0
n3,1,0.441105,0.593407,[47 18] ; [16  9],[45.5 19.5] ; [17.5  7.5],0
v2,1,0.471306,0.518912,[253 115] ; [55 30],[250.20750552 117.79249448] ; [57.79249448 27.20750552],0
a1,1,0.514055,0.425804,[ 19 360] ; [ 6 83],[ 20.2457265 358.7542735] ; [ 4.7542735 84.2457265],0
p1,1,0.607697,0.263542,[ 36 341] ; [10 78],[ 37.29462366 339.70537634] ; [ 8.70537634 79.29462366],0
b2,1,0.660799,0.192554,[105 144] ; [21 25],[106.35254237 142.64745763] ; [19.64745763 26.35254237],0
b3,1,0.660799,0.192554,[105 144] ; [21 25],[106.35254237 142.64745763] ; [19.64745763 26.35254237],0
d3,1,0.703243,0.14512,[271 107] ; [62 27],[269.53747323 108.46252677] ; [63.46252677 25.53747323],0
b1,1,0.816126,0.05407,[144 235] ; [35 54],[144.95940171 234.04059829] ; [34.04059829 54.95940171],0
a7,1,0.832949,0.044488,[276 102] ; [64 25],[275.20342612 102.79657388] ; [64.79657388 24.20342612],0
d4,1,0.854272,0.033735,[319  58] ; [76 13],[319.56008584  57.43991416] ; [75.43991416 13.56008584],0
a4,1,0.872207,0.025875,[181 195] ; [42 47],[180.31827957 195.68172043] ; [42.68172043 46.31827957],0
s4,1,0.873062,0.025526,[ 56 316] ; [14 75],[ 56.48590022 315.51409978] ; [13.51409978 75.48590022],0
r3,1,0.880078,0.022762,[364  14] ; [86  3],[364.23982869  13.76017131] ; [85.76017131  3.23982869],0
b4,1,0.974651,0.00101,[225 154] ; [53 36],[225.13247863 153.86752137] ; [52.86752137 36.13247863],0
