Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,50.467735,[64 30] ; [244  11],[82.95702006 11.04297994] ; [225.04297994  29.95702006],1
p10,1,0.0,47.087277,[43 47] ; [215  40],[67.30434783 22.69565217] ; [190.69565217  64.30434783],1
p9,1,0.0,31.467709,[51 38] ; [217  36],[69.74269006 19.25730994] ; [198.25730994  54.74269006],1
r4,1,0.0,27.117464,[61 34] ; [227  30],[77.72727273 17.27272727] ; [210.27272727  46.72727273],1
p2,1,3e-06,21.821039,[55 40] ; [210  46],[71.72364672 23.27635328] ; [193.27635328  62.72364672],1
v4,1,4e-06,21.12568,[74 20] ; [243  13],[85.13714286  8.86285714] ; [231.86285714  24.13714286],1
n6,1,1.5e-05,18.740476,[64 30] ; [225  31],[77.61714286 16.38285714] ; [211.38285714  44.61714286],1
p8,1,0.000132,14.613469,[20 72] ; [111 139],[35.23976608 56.76023392] ; [ 95.76023392 154.23976608],1
d4,1,0.000249,13.421325,[58 35] ; [208  48],[70.88252149 22.11747851] ; [195.11747851  60.88252149],1
a1,1,0.000329,12.896009,[11 84] ; [  6 251],[ 4.58806818 90.41193182] ; [ 12.41193182 244.58806818],1
b1,1,0.000623,11.7053,[50 45] ; [ 84 173],[36.16477273 58.83522727] ; [ 97.83522727 159.16477273],1
d1,1,0.000692,11.510082,[35 60] ; [147 110],[49.11931818 45.88068182] ; [132.88068182 124.11931818],1
u2,1,0.002412,9.206349,[10 25] ; [48 33],[17.5 17.5] ; [40.5 40.5],0
s6,1,0.003016,8.797897,[47 47] ; [171  83],[58.88505747 35.11494253] ; [159.11494253  94.88505747],0
v2,1,0.003023,8.793778,[31 60] ; [126 115],[43.03313253 47.96686747] ; [113.96686747 127.03313253],0
p7,1,0.003851,8.352598,[34 57] ; [135 110],[45.77083333 45.22916667] ; [123.22916667 121.77083333],0
d3,1,0.009859,6.660247,[49 44] ; [174  83],[59.25428571 33.74571429] ; [163.74571429  93.25428571],0
s1,1,0.010387,6.567242,[ 8 85] ; [  6 242],[ 3.81818182 89.18181818] ; [ 10.18181818 237.81818182],0
v1,1,0.011816,6.338318,[35 60] ; [129 119],[45.42274052 49.57725948] ; [118.57725948 129.42274052],0
d5,1,0.014044,6.032636,[61 33] ; [200  57],[69.8974359 24.1025641] ; [191.1025641  65.8974359],0
b4,1,0.016084,5.793715,[46 49] ; [161  96],[55.86647727 39.13352273] ; [151.13352273 105.86647727],0
p4,1,0.018413,5.556468,[27 66] ; [110 146],[36.50716332 56.49283668] ; [100.49283668 155.50716332],0
r1,1,0.020297,5.386158,[61 32] ; [200  57],[69.35142857 23.64857143] ; [191.64857143  65.35142857],0
n3,1,0.030115,4.702721,[24 21] ; [47 17],[29.31192661 15.68807339] ; [41.68807339 22.31192661],0
u3,1,0.030722,4.668449,[12 23] ; [46 36],[17.35042735 17.64957265] ; [40.64957265 41.35042735],0
p12,1,0.036294,4.383234,[ 1 93] ; [ 17 239],[ 4.83428571 89.16571429] ; [ 13.16571429 242.83428571],0
n2,1,0.110191,2.551482,[32 15] ; [52 12],[35.56756757 11.43243243] ; [48.43243243 15.56756757],0
p6,1,0.122976,2.379007,[19 73] ; [ 73 179],[24.60465116 67.39534884] ; [ 67.39534884 184.60465116],0
s2,1,0.125338,2.349318,[38 57] ; [124 128],[44.35158501 50.64841499] ; [117.64841499 134.35158501],0
a6,1,0.125773,2.343911,[55 39] ; [173  84],[61.05982906 32.94017094] ; [166.94017094  90.05982906],0
r2,1,0.142538,2.150348,[80 12] ; [234  20],[83.49132948  8.50867052] ; [230.50867052  23.49132948],0
a5,1,0.168761,1.893918,[60 35] ; [182  75],[65.3125 29.6875] ; [176.6875  80.3125],0
s8,1,0.175364,1.836484,[30 65] ; [101 155],[35.45584046 59.54415954] ; [ 95.54415954 160.45584046],0
a7,1,0.197927,1.657603,[58 37] ; [175  81],[63.06267806 31.93732194] ; [169.93732194  86.06267806],0
s3,1,0.251335,1.31587,[45 49] ; [137 113],[49.73255814 44.26744186] ; [132.26744186 117.73255814],0
v3,1,0.270755,1.212917,[27 66] ; [ 87 159],[31.27433628 61.72566372] ; [ 82.72566372 163.27433628],0
n4,1,0.3024,1.063582,[75 19] ; [217  40],[78.1994302 15.8005698] ; [213.8005698  43.1994302],0
p1,1,0.388849,0.742537,[ 8 87] ; [ 15 241],[ 6.22507123 88.77492877] ; [ 16.77492877 239.22507123],0
s5,1,0.438062,0.601354,[22 70] ; [ 70 179],[24.82111437 67.17888563] ; [ 67.17888563 181.82111437],0
n1,1,0.512877,0.428192,[21 24] ; [25 37],[19.34579439 25.65420561] ; [26.65420561 35.34579439],0
b5,1,0.526419,0.401299,[56 39] ; [161  96],[58.56534091 36.43465909] ; [158.43465909  98.56534091],0
a3,1,0.529104,0.396112,[60 33] ; [175  82],[62.44285714 30.55714286] ; [172.55714286  84.44285714],0
b3,1,0.59683,0.279803,[21 33] ; [53 99],[19.39805825 34.60194175] ; [54.60194175 97.39805825],0
b2,1,0.59683,0.279803,[21 33] ; [53 99],[19.39805825 34.60194175] ; [54.60194175 97.39805825],0
u1,1,0.758469,0.094551,[13 82] ; [ 32 225],[12.14488636 82.85511364] ; [ 32.85511364 224.14488636],0
p5,1,0.761557,0.092074,[ 5 88] ; [ 16 240],[ 5.59598854 87.40401146] ; [ 15.40401146 240.59598854],0
a4,1,0.863017,0.029768,[39 54] ; [110 146],[39.70487106 53.29512894] ; [109.29512894 146.70487106],0
s4,1,0.869762,0.026883,[15 80] ; [ 38 214],[14.51008646 80.48991354] ; [ 38.48991354 213.51008646],0
s7,1,0.870168,0.026714,[37 52] ; [106 143],[37.65384615 51.34615385] ; [105.34615385 143.65384615],0
a8,1,0.884426,0.02113,[14 72] ; [ 37 200],[13.57894737 72.42105263] ; [ 37.42105263 199.57894737],0
u4,1,0.924084,0.00908,[ 2 93] ; [  5 252],[ 1.88920455 93.11079545] ; [  5.11079545 251.88920455],0
d2,1,0.953215,0.003442,[43 50] ; [117 138],[42.75862069 50.24137931] ; [117.24137931 137.75862069],0
a2,1,0.988204,0.000219,[21 74] ; [ 57 200],[21.05113636 73.94886364] ; [ 56.94886364 200.05113636],0
