Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,47.575193,[137  28] ; [40 56],[111.89655172  53.10344828] ; [65.10344828 30.89655172],1
n6,1,0.000272,13.251471,[131  34] ; [56 40],[118.2183908  46.7816092] ; [68.7816092 27.2183908],1
p10,1,0.005111,7.839767,[104  58] ; [44 51],[93.29182879 68.70817121] ; [54.70817121 40.29182879],0
d4,1,0.009451,6.73561,[112  51] ; [80 16],[120.83397683  42.16602317] ; [71.16602317 24.83397683],0
s6,1,0.014975,5.919452,[72 93] ; [27 68],[ 62.82692308 102.17307692] ; [36.17307692 58.82692308],0
a6,1,0.016278,5.772596,[117  48] ; [54 42],[108.10344828  56.89655172] ; [62.89655172 33.10344828],0
p9,1,0.017019,5.694379,[112  50] ; [51 43],[103.1484375  58.8515625] ; [59.8515625 34.1484375],0
a1,1,0.052396,3.763088,[ 13 152] ; [ 2 94],[  9.48275862 155.51724138] ; [ 5.51724138 90.48275862],0
n1,1,0.074568,3.179487,[22 32] ; [ 9 30],[18. 36.] ; [13. 26.],0
a5,1,0.076889,3.129472,[106  59] ; [51 45],[99.25287356 65.74712644] ; [57.74712644 38.25287356],0
a2,1,0.077345,3.119837,[ 35 130] ; [12 84],[ 29.71264368 135.28735632] ; [17.28735632 78.71264368],0
p3,1,0.099394,2.715233,[ 50 114] ; [20 75],[ 44.32432432 119.67567568] ; [25.67567568 69.32432432],0
u2,1,0.128102,2.315357,[26 33] ; [20 13],[29.5 29.5] ; [16.5 16.5],0
s1,1,0.128776,2.307198,[  2 161] ; [ 4 92],[  3.77606178 159.22393822] ; [ 2.22393822 93.77606178],0
v1,1,0.132493,2.263046,[64 98] ; [28 65],[ 58.44705882 103.55294118] ; [33.55294118 59.44705882],0
u1,1,0.134223,2.242969,[ 22 143] ; [ 7 89],[ 18.33333333 146.66666667] ; [10.66666667 85.33333333],0
p4,1,0.144462,2.12977,[ 57 107] ; [25 71],[ 51.72307692 112.27692308] ; [30.27692308 65.72307692],0
v3,1,0.158375,1.989678,[ 52 112] ; [21 69],[ 47.13385827 116.86614173] ; [25.86614173 64.13385827],0
p5,1,0.161787,1.957442,[ 12 152] ; [ 3 93],[  9.46153846 154.53846154] ; [ 5.53846154 90.46153846],0
r3,1,0.213059,1.550515,[133  30] ; [84 12],[136.56756757  26.43243243] ; [80.43243243 15.56756757],0
p1,1,0.249244,1.327536,[ 13 152] ; [ 4 91],[ 10.78846154 154.21153846] ; [ 6.21153846 88.78846154],0
u3,1,0.268851,1.222599,[26 35] ; [18 15],[28.55319149 32.44680851] ; [15.44680851 17.55319149],0
a7,1,0.276593,1.183757,[100  64] ; [65 31],[104.07692308  59.92307692] ; [60.92307692 35.07692308],0
p11,1,0.279036,1.171779,[109  56] ; [57 39],[104.94252874  60.05747126] ; [61.05747126 34.94252874],0
r1,1,0.342906,0.899537,[105  59] ; [67 29],[108.49230769  55.50769231] ; [63.50769231 32.49230769],0
a8,1,0.410579,0.677122,[ 18 131] ; [ 8 84],[ 16.0746888 132.9253112] ; [ 9.9253112 82.0746888],0
n2,1,0.420957,0.647642,[37 19] ; [22 16],[35.14893617 20.85106383] ; [23.85106383 14.14893617],0
d5,1,0.538751,0.377859,[121  44] ; [67 29],[118.85057471  46.14942529] ; [69.14942529 26.85057471],0
r4,1,0.538751,0.377859,[121  44] ; [67 29],[118.85057471  46.14942529] ; [69.14942529 26.85057471],0
r2,1,0.551409,0.354799,[142  22] ; [78 15],[140.38910506  23.61089494] ; [79.61089494 13.38910506],0
d2,1,0.635341,0.224887,[69 93] ; [38 58],[67.18604651 94.81395349] ; [39.81395349 56.18604651],0
a3,1,0.638235,0.221057,[104  60] ; [63 32],[105.74517375  58.25482625] ; [61.25482625 33.74517375],0
d3,1,0.6431,0.21471,[96 68] ; [59 37],[97.76923077 66.23076923] ; [57.23076923 38.76923077],0
s3,1,0.644907,0.212382,[ 39 125] ; [20 74],[ 37.50387597 126.49612403] ; [21.49612403 72.50387597],0
s5,1,0.656008,0.19841,[ 25 137] ; [16 75],[ 26.25296443 135.74703557] ; [14.74703557 76.25296443],0
s4,1,0.676122,0.174524,[ 16 147] ; [11 85],[ 16.99227799 146.00772201] ; [10.00772201 85.99227799],0
