Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,3e-06,21.893178,[12 57] ; [38 30],[25.18248175 43.81751825] ; [24.81751825 43.18248175],1
a5,1,0.011014,6.463085,[38 32] ; [51 17],[45.14492754 24.85507246] ; [43.85507246 24.14492754],0
a3,1,0.022901,5.176018,[42 28] ; [53 15],[48.1884058 21.8115942] ; [46.8115942 21.1884058],0
b1,1,0.04046,4.19851,[30 40] ; [41 27],[36.01449275 33.98550725] ; [34.98550725 33.01449275],0
a8,1,0.045386,4.004253,[ 2 63] ; [ 8 56],[ 5.03875969 59.96124031] ; [ 4.96124031 59.03875969],0
p11,1,0.05594,3.653833,[34 36] ; [44 24],[39.56521739 30.43478261] ; [38.43478261 29.56521739],0
d2,1,0.061944,3.484567,[25 45] ; [35 33],[30.43478261 39.56521739] ; [29.56521739 38.43478261],0
p8,1,0.068848,3.310277,[28 39] ; [18 49],[23. 44.] ; [23. 44.],0
n2,1,0.102023,2.673634,[14 10] ; [17  4],[16.53333333  7.46666667] ; [14.46666667  6.53333333],0
p2,1,0.137168,2.20945,[43 26] ; [49 17],[47.02222222 21.97777778] ; [44.97777778 21.02222222],0
d5,1,0.142319,2.152706,[54 16] ; [59  9],[57.31884058 12.68115942] ; [55.68115942 12.31884058],0
s5,1,0.195881,1.67282,[19 48] ; [12 52],[15.85496183 51.14503817] ; [15.14503817 48.85496183],0
a6,1,0.231369,1.432426,[49 21] ; [41 27],[45.65217391 24.34782609] ; [44.34782609 23.65217391],0
p3,1,0.256208,1.289134,[22 46] ; [28 39],[25.18518519 42.81481481] ; [24.81481481 42.18518519],0
p1,1,0.269242,1.220606,[ 5 65] ; [ 2 65],[ 3.57664234 66.42335766] ; [ 3.42335766 63.57664234],0
p12,1,0.295704,1.09347,[ 1 67] ; [ 3 63],[ 2.02985075 65.97014925] ; [ 1.97014925 64.02985075],0
s4,1,0.305304,1.050881,[15 55] ; [10 58],[12.68115942 57.31884058] ; [12.31884058 55.68115942],0
s6,1,0.348156,0.880168,[38 31] ; [32 36],[35.25547445 33.74452555] ; [34.74452555 33.25547445],0
p7,1,0.375508,0.785356,[28 36] ; [34 32],[30.52307692 33.47692308] ; [31.47692308 34.52307692],0
b3,1,0.460843,0.543847,[13 28] ; [10 31],[11.5 29.5] ; [11.5 29.5],0
b2,1,0.460843,0.543847,[13 28] ; [10 31],[11.5 29.5] ; [11.5 29.5],0
r1,1,0.468174,0.526282,[49 20] ; [52 16],[50.86861314 18.13138686] ; [50.13138686 17.86861314],0
a4,1,0.509529,0.435035,[25 45] ; [28 40],[26.88405797 43.11594203] ; [26.11594203 41.88405797],0
s2,1,0.522216,0.409514,[32 38] ; [27 40],[30.1459854 39.8540146] ; [28.8540146 38.1459854],0
s8,1,0.530352,0.393716,[23 47] ; [19 49],[21.30434783 48.69565217] ; [20.69565217 47.30434783],0
r2,1,0.545798,0.3649,[59 11] ; [58  8],[60.22058824  9.77941176] ; [56.77941176  9.22058824],0
v1,1,0.563607,0.333498,[29 40] ; [31 35],[30.66666667 38.33333333] ; [29.33333333 36.66666667],0
b5,1,0.574631,0.314996,[41 29] ; [43 25],[42.60869565 27.39130435] ; [41.39130435 26.60869565],0
a2,1,0.597956,0.27809,[11 59] ; [13 55],[12.17391304 57.82608696] ; [11.82608696 56.17391304],0
r3,1,0.636508,0.223338,[59 10] ; [60  8],[59.93430657  9.06569343] ; [59.06569343  8.93430657],0
u3,1,0.654293,0.200531,[18  9] ; [11  4],[18.64285714  8.35714286] ; [10.35714286  4.64285714],0
v2,1,0.65956,0.194058,[30 35] ; [33 33],[31.25954198 33.74045802] ; [31.74045802 34.25954198],0
u2,1,0.665706,0.186667,[20  7] ; [12  3],[20.57142857  6.42857143] ; [11.42857143  3.57142857],0
p4,1,0.673137,0.177955,[27 41] ; [29 38],[28.20740741 39.79259259] ; [27.79259259 39.20740741],0
p5,1,0.697954,0.150609,[ 3 65] ; [ 4 64],[ 3.5 64.5] ; [ 3.5 64.5],0
d1,1,0.707007,0.141285,[40 30] ; [41 27],[41.08695652 28.91304348] ; [39.91304348 28.08695652],0
a1,1,0.72738,0.121531,[ 4 66] ; [ 3 65],[ 3.55072464 66.44927536] ; [ 3.44927536 64.55072464],0
b4,1,0.752201,0.09969,[42 28] ; [39 29],[41.08695652 28.91304348] ; [39.91304348 28.08695652],0
a7,1,0.766469,0.088207,[50 20] ; [47 21],[49.20289855 20.79710145] ; [47.79710145 20.20289855],0
d3,1,0.774414,0.082143,[51 19] ; [51 17],[51.73913043 18.26086957] ; [50.26086957 17.73913043],0
