Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.000198,13.848163,[ 6 19] ; [39 18],[13.7195122 11.2804878] ; [31.2804878 25.7195122],1
v4,1,0.000486,12.167249,[17  9] ; [53  3],[22.19512195  3.80487805] ; [47.80487805  8.19512195],1
r3,1,0.00089,11.042573,[13 13] ; [49  9],[19.19047619  6.80952381] ; [42.80952381 15.19047619],1
p9,1,0.008201,6.988964,[ 9 15] ; [40 18],[14.34146341  9.65853659] ; [34.65853659 23.34146341],0
r4,1,0.008206,6.987987,[11 15] ; [42 16],[16.4047619  9.5952381] ; [36.5952381 21.4047619],0
u2,1,0.008623,6.899351,[ 3 15] ; [18 15],[ 7.41176471 10.58823529] ; [13.58823529 19.41176471],0
s6,1,0.01266,6.21597,[ 7 18] ; [33 24],[12.19512195 12.80487805] ; [27.80487805 29.19512195],0
r2,1,0.016736,5.723888,[17  9] ; [50  7],[20.98795181  5.01204819] ; [46.01204819 10.98795181],0
r1,1,0.018268,5.570292,[ 8 18] ; [34 24],[13. 13.] ; [29. 29.],0
n3,1,0.022564,5.201776,[6 7] ; [19  4],[9.02777778 3.97222222] ; [15.97222222  7.02777778],0
a4,1,0.05118,3.802377,[ 2 24] ; [15 42],[ 5.3253012 20.6746988] ; [11.6746988 45.3253012],0
p3,1,0.053653,3.723447,[ 4 22] ; [21 37],[ 7.73809524 18.26190476] ; [17.26190476 40.73809524],0
d5,1,0.066393,3.370027,[ 5 21] ; [23 35],[ 8.66666667 17.33333333] ; [19.33333333 38.66666667],0
a5,1,0.078673,3.092105,[ 6 20] ; [25 33],[ 9.5952381 16.4047619] ; [21.4047619 36.5952381],0
v1,1,0.080688,3.050998,[ 5 21] ; [22 35],[ 8.45783133 17.54216867] ; [18.54216867 38.45783133],0
p2,1,0.095858,2.773144,[13 13] ; [40 18],[16.4047619  9.5952381] ; [36.5952381 21.4047619],0
d2,1,0.098766,2.725354,[ 4 22] ; [19 39],[ 7.11904762 18.88095238] ; [15.88095238 42.11904762],0
p8,1,0.105573,2.619275,[ 6 20] ; [24 34],[ 9.28571429 16.71428571] ; [20.71428571 37.28571429],0
n2,1,0.106125,2.611,[8 7] ; [18  5],[10.26315789  4.73684211] ; [15.73684211  7.26315789],0
n4,1,0.157533,1.997752,[21  5] ; [38 20],[18.26190476  7.73809524] ; [40.73809524 17.26190476],0
s8,1,0.157533,1.997752,[ 5 21] ; [20 38],[ 7.73809524 18.26190476] ; [17.26190476 40.73809524],0
a1,1,0.172999,1.856764,[ 2 24] ; [ 1 57],[ 0.92857143 25.07142857] ; [ 2.07142857 55.92857143],0
n6,1,0.181684,1.783796,[15 11] ; [42 16],[17.64285714  8.35714286] ; [39.35714286 18.64285714],0
u3,1,0.213808,1.545455,[ 4 14] ; [13 20],[ 6. 12.] ; [11. 22.],0
b4,1,0.225833,1.466918,[12 14] ; [35 23],[14.54761905 11.45238095] ; [32.45238095 25.54761905],0
p1,1,0.235273,1.408697,[ 1 25] ; [ 7 51],[ 2.47619048 23.52380952] ; [ 5.52380952 52.47619048],0
s4,1,0.240611,1.377009,[ 3 23] ; [13 45],[ 4.95238095 21.04761905] ; [11.04761905 46.95238095],0
p7,1,0.260523,1.265975,[10 16] ; [30 28],[12.38095238 13.61904762] ; [27.61904762 30.38095238],0
b1,1,0.275505,1.189129,[15 11] ; [26 32],[12.69047619 13.30952381] ; [28.30952381 29.69047619],0
a3,1,0.28459,1.145038,[ 8 18] ; [25 33],[10.21428571 15.78571429] ; [22.78571429 35.21428571],0
