Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.000237,13.511784,[25 12] ; [ 55 104],[15.10204082 21.89795918] ; [64.89795918 94.10204082],1
p4,1,0.002305,9.289302,[26 11] ; [68 92],[17.65482234 19.34517766] ; [76.34517766 83.65482234],0
p1,1,0.00345,8.552671,[ 8 29] ; [ 10 150],[ 3.38071066 33.61928934] ; [ 14.61928934 145.38071066],0
s7,1,0.011572,6.375216,[23 13] ; [60 88],[16.23913043 19.76086957] ; [66.76086957 81.23913043],0
p8,1,0.01171,6.35419,[15 22] ; [ 33 126],[ 9.06122449 27.93877551] ; [ 38.93877551 120.06122449],0
p2,1,0.016016,5.801097,[31  6] ; [101  59],[24.79187817 12.20812183] ; [107.20812183  52.79187817],0
s2,1,0.027684,4.847613,[25 12] ; [75 83],[18.97435897 18.02564103] ; [81.02564103 76.97435897],0
n4,1,0.030206,4.697557,[32  5] ; [110  50],[26.67005076 10.32994924] ; [115.32994924  44.67005076],0
p3,1,0.039442,4.241737,[18 19] ; [ 49 110],[12.64795918 24.35204082] ; [ 54.35204082 104.64795918],0
p9,1,0.062249,3.476432,[32  5] ; [111  44],[27.55729167  9.44270833] ; [115.44270833  39.55729167],0
d3,1,0.067335,3.346827,[28  9] ; [140  20],[31.55329949  5.44670051] ; [136.44670051  23.55329949],0
s1,1,0.088376,2.903704,[ 3 33] ; [  4 156],[ 1.28571429 34.71428571] ; [  5.71428571 154.28571429],0
n5,1,0.14599,2.113654,[29  8] ; [105  54],[25.29591837 11.70408163] ; [108.70408163  50.29591837],0
v1,1,0.149483,2.077523,[19 16] ; [63 91],[15.18518519 19.81481481] ; [66.81481481 87.18518519],0
a6,1,0.162126,1.954279,[22 15] ; [114  46],[25.54314721 11.45685279] ; [110.45685279  49.54314721],0
s3,1,0.163477,1.941762,[24 13] ; [83 76],[20.19897959 16.80102041] ; [86.80102041 72.19897959],0
u4,1,0.166376,1.9153,[ 3 34] ; [  5 155],[ 1.50253807 35.49746193] ; [  6.49746193 153.50253807],0
a5,1,0.174314,1.845443,[32  5] ; [122  38],[28.92385787  8.07614213] ; [125.07614213  34.92385787],0
r1,1,0.181207,1.787698,[25 12] ; [124  35],[28.12755102  8.87244898] ; [120.87244898  38.12755102],0
s5,1,0.197659,1.659588,[12 22] ; [ 37 114],[ 9.00540541 24.99459459] ; [ 39.99459459 111.00540541],0
v4,1,0.216911,1.524693,[35  2] ; [140  20],[32.8680203  4.1319797] ; [142.1319797  17.8680203],0
a4,1,0.278333,1.175213,[25 12] ; [92 67],[22.08673469 14.91326531] ; [94.91326531 64.08673469],0
n1,1,0.294183,1.100377,[8 6] ; [25 35],[6.24324324 7.75675676] ; [26.75675676 33.24324324],0
r2,1,0.296863,1.088232,[35  1] ; [146  12],[33.58762887  2.41237113] ; [147.41237113  10.58762887],0
b4,1,0.307008,1.043504,[20 17] ; [101  59],[22.72588832 14.27411168] ; [98.27411168 61.72588832],0
n2,1,0.317747,0.998196,[11  4] ; [35 24],[9.32432432 5.67567568] ; [36.67567568 22.32432432],0
n6,1,0.323145,0.976176,[32  5] ; [127  33],[29.86294416  7.13705584] ; [129.13705584  30.86294416],0
n3,1,0.352996,0.862658,[11  4] ; [35 23],[9.45205479 5.54794521] ; [36.54794521 21.45205479],0
d2,1,0.371528,0.798548,[30  7] ; [117  41],[27.89230769  9.10769231] ; [119.10769231  38.89230769],0
a3,1,0.391807,0.733328,[30  7] ; [119  41],[27.98477157  9.01522843] ; [121.01522843  38.98477157],0
s6,1,0.402343,0.701313,[25 12] ; [95 63],[22.76923077 14.23076923] ; [97.23076923 60.76923077],0
v2,1,0.449524,0.571852,[21 14] ; [81 72],[18.9893617 16.0106383] ; [83.0106383 69.9893617],0
r4,1,0.492728,0.470563,[31  6] ; [126  34],[29.48730964  7.51269036] ; [127.51269036  32.48730964],0
a2,1,0.518258,0.417358,[10 27] ; [ 52 108],[11.64467005 25.35532995] ; [ 50.35532995 109.64467005],0
d4,1,0.519073,0.415735,[36  1] ; [157   2],[36.43367347  0.56632653] ; [156.56632653   2.43367347],0
u1,1,0.553899,0.350379,[11 26] ; [ 40 120],[ 9.5786802 27.4213198] ; [ 41.4213198 118.5786802],0
