Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.032532,4.57023,[11 17] ; [28 15],[15.38028169 12.61971831] ; [23.61971831 19.38028169],0
d4,1,0.064579,3.4157,[12 16] ; [28 15],[15.77464789 12.22535211] ; [24.22535211 18.77464789],0
b1,1,0.068036,3.329775,[21  7] ; [23 20],[17.35211268 10.64788732] ; [26.64788732 16.35211268],0
s7,1,0.072765,3.219512,[ 5 20] ; [17 24],[ 8.33333333 16.66666667] ; [13.66666667 27.33333333],0
a5,1,0.077293,3.120926,[ 9 19] ; [23 20],[12.61971831 15.38028169] ; [19.38028169 23.61971831],0
p11,1,0.080831,3.048117,[11 17] ; [26 17],[14.5915493 13.4084507] ; [22.4084507 20.5915493],0
s8,1,0.082849,3.008107,[ 3 25] ; [12 31],[ 5.91549296 22.08450704] ; [ 9.08450704 33.91549296],0
r3,1,0.097544,2.74525,[10 18] ; [24 19],[13.4084507 14.5915493] ; [20.5915493 22.4084507],0
b5,1,0.120436,2.411643,[11 17] ; [25 18],[14.1971831 13.8028169] ; [21.8028169 21.1971831],0
v3,1,0.123866,2.367746,[ 3 25] ; [11 32],[ 5.52112676 22.47887324] ; [ 8.47887324 34.52112676],0
p7,1,0.1263,2.337398,[14 14] ; [13 28],[10.95652174 17.04347826] ; [16.04347826 24.95652174],0
s6,1,0.14604,2.113129,[ 7 21] ; [18 25],[ 9.85915493 18.14084507] ; [15.14084507 27.85915493],0
a1,1,0.153753,2.03462,[ 4 24] ; [ 2 41],[ 2.36619718 25.63380282] ; [ 3.63380282 39.36619718],0
u2,1,0.169084,1.891045,[7 8] ; [ 4 13],[5.15625 9.84375] ; [ 5.84375 11.15625],0
p3,1,0.178782,1.807719,[ 5 22] ; [14 28],[ 7.43478261 19.56521739] ; [11.56521739 30.43478261],0
p9,1,0.180501,1.793495,[12 15] ; [25 16],[14.69117647 12.30882353] ; [22.30882353 18.69117647],0
n4,1,0.193098,1.693822,[16 12] ; [31 12],[18.53521127  9.46478873] ; [28.46478873 14.53521127],0
a3,1,0.201589,1.630824,[13 15] ; [26 16],[15.6 12.4] ; [23.4 18.6],0
d1,1,0.224729,1.473916,[ 6 22] ; [15 28],[ 8.28169014 19.71830986] ; [12.71830986 30.28169014],0
v4,1,0.228199,1.452053,[13 14] ; [27 16],[15.42857143 11.57142857] ; [24.57142857 18.42857143],0
p1,1,0.232961,1.422691,[ 1 27] ; [ 5 38],[ 2.36619718 25.63380282] ; [ 3.63380282 39.36619718],0
d2,1,0.238476,1.389578,[10 18] ; [21 21],[12.4 15.6] ; [18.6 23.4],0
d5,1,0.285871,1.138965,[12 16] ; [24 19],[14.1971831 13.8028169] ; [21.8028169 21.1971831],0
p4,1,0.325688,0.965966,[ 9 18] ; [19 23],[10.95652174 16.04347826] ; [17.04347826 24.95652174],0
p2,1,0.334736,0.930487,[13 13] ; [26 16],[14.91176471 11.08823529] ; [24.08823529 17.91176471],0
s4,1,0.411432,0.674658,[ 6 22] ; [ 6 37],[ 4.73239437 23.26760563] ; [ 7.26760563 35.73239437],0
p10,1,0.475499,0.509168,[11 15] ; [22 21],[12.43478261 13.56521739] ; [20.56521739 22.43478261],0
b2,1,0.487147,0.482821,[ 7 10] ; [10 22],[ 5.89795918 11.10204082] ; [11.10204082 20.89795918],0
b3,1,0.487147,0.482821,[ 7 10] ; [10 22],[ 5.89795918 11.10204082] ; [11.10204082 20.89795918],0
v1,1,0.516323,0.421233,[11 17] ; [13 28],[ 9.73913043 18.26086957] ; [14.26086957 26.73913043],0
s1,1,0.543068,0.369883,[ 1 27] ; [ 3 40],[ 1.57746479 26.42253521] ; [ 2.42253521 40.57746479],0
