Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,45.094878,[87  5] ; [2 8],[80.2745098 11.7254902] ; [8.7254902 1.2745098],1
r4,1,0.0,41.12397,[86  6] ; [2 8],[79.37254902 12.62745098] ; [8.62745098 1.37254902],1
r3,1,0.001559,10.006984,[84  8] ; [5 4],[81.06930693 10.93069307] ; [7.93069307 1.06930693],0
n6,1,0.007089,7.250299,[76 16] ; [4 5],[72.87128713 19.12871287] ; [7.12871287 1.87128713],0
r1,1,0.007294,7.19914,[78 14] ; [5 5],[74.8627451 17.1372549] ; [8.1372549 1.8627451],0
a6,1,0.011387,6.403826,[71 21] ; [4 6],[67.64705882 24.35294118] ; [7.35294118 2.64705882],0
s1,1,0.022795,5.184069,[ 3 86] ; [2 8],[ 4.49494949 84.50505051] ; [0.50505051 9.49494949],0
p11,1,0.028729,4.783805,[74 18] ; [5 5],[71.25490196 20.74509804] ; [7.74509804 2.25490196],0
p10,1,0.034518,4.468847,[71 18] ; [5 5],[68.32323232 20.67676768] ; [7.67676768 2.32323232],0
a7,1,0.039946,4.220171,[66 26] ; [4 6],[63.1372549 28.8627451] ; [6.8627451 3.1372549],0
a1,1,0.045736,3.991304,[ 4 88] ; [2 8],[ 5.41176471 86.58823529] ; [0.58823529 9.41176471],0
n2,1,0.050044,3.84,[18  2] ; [2 2],[16.66666667  3.33333333] ; [3.33333333 0.66666667],0
v2,1,0.06174,3.490028,[46 44] ; [2 8],[43.2 46.8] ; [4.8 5.2],0
p2,1,0.07986,3.067752,[69 22] ; [5 5],[66.67326733 24.32673267] ; [7.32673267 2.67326733],0
b5,1,0.095643,2.776732,[53 39] ; [3 7],[50.50980392 41.49019608] ; [5.49019608 4.50980392],0
p9,1,0.10006,2.704583,[73 16] ; [6 4],[71.02020202 17.97979798] ; [7.97979798 2.02020202],0
n4,1,0.111364,2.53476,[68 24] ; [5 5],[65.84313725 26.15686275] ; [7.15686275 2.84313725],0
s5,1,0.125339,2.349305,[30 59] ; [1 9],[27.86868687 61.13131313] ; [3.13131313 6.86868687],0
n3,1,0.150164,2.070588,[15  3] ; [2 2],[13.90909091  4.09090909] ; [3.09090909 0.90909091],0
n1,1,0.161749,1.957794,[ 7 12] ; [3 1],[ 8.26086957 10.73913043] ; [1.73913043 2.26086957],0
d3,1,0.229274,1.44536,[46 46] ; [3 7],[44.19607843 47.80392157] ; [4.80392157 5.19607843],0
s6,1,0.235595,1.406758,[53 36] ; [4 6],[51.24242424 37.75757576] ; [5.75757576 4.24242424],0
s7,1,0.249663,1.325189,[46 40] ; [3 6],[44.35789474 41.64210526] ; [4.64210526 4.35789474],0
s8,1,0.266521,1.234568,[34 56] ; [2 8],[32.4 57.6] ; [3.6 6.4],0
p6,1,0.368014,0.810358,[31 60] ; [2 8],[29.73267327 61.26732673] ; [3.26732673 6.73267327],0
p8,1,0.403163,0.698872,[53 37] ; [4 5],[51.81818182 38.18181818] ; [5.18181818 3.81818182],0
a8,1,0.433443,0.61358,[11 75] ; [2 7],[11.76842105 74.23157895] ; [1.23157895 7.76842105],0
d2,1,0.451859,0.565984,[29 63] ; [2 8],[27.96078431 64.03921569] ; [3.03921569 6.96078431],0
v3,1,0.455963,0.555785,[38 52] ; [3 7],[36.9 53.1] ; [4.1 5.9],0
s4,1,0.495926,0.463643,[17 74] ; [1 9],[16.21782178 74.78217822] ; [1.78217822 8.21782178],0
u2,1,0.508688,0.436765,[14 16] ; [2 1],[14.54545455 15.45454545] ; [1.45454545 1.54545455],0
a3,1,0.522685,0.408591,[62 30] ; [7 2],[62.85148515 29.14851485] ; [6.14851485 2.85148515],0
b1,1,0.547994,0.360923,[46 46] ; [6 4],[46.90196078 45.09803922] ; [5.09803922 4.90196078],0
v1,1,0.548426,0.360144,[45 45] ; [4 6],[44.1 45.9] ; [4.9 5.1],0
b4,1,0.550531,0.356366,[55 37] ; [5 5],[54.11764706 37.88235294] ; [5.88235294 4.11764706],0
d4,1,0.592113,0.287057,[47 45] ; [6 4],[47.80392157 44.19607843] ; [5.19607843 4.80392157],0
p1,1,0.594038,0.284083,[15 76] ; [1 9],[14.41584158 76.58415842] ; [1.58415842 8.41584158],0
p3,1,0.615675,0.251994,[44 47] ; [4 6],[43.24752475 47.75247525] ; [4.75247525 5.24752475],0
s3,1,0.687013,0.162338,[51 39] ; [5 5],[50.4 39.6] ; [5.6 4.4],0
p4,1,0.688209,0.161031,[48 42] ; [6 4],[48.6 41.4] ; [5.4 4.6],0
a2,1,0.718486,0.129948,[13 79] ; [1 9],[12.62745098 79.37254902] ; [1.37254902 8.62745098],0
n5,1,0.789949,0.070957,[68 24] ; [7 3],[67.64705882 24.35294118] ; [7.35294118 2.64705882],0
p7,1,0.816963,0.05357,[49 42] ; [5 5],[48.65346535 42.34653465] ; [5.34653465 4.65346535],0
s2,1,0.866064,0.028446,[42 47] ; [5 5],[42.25252525 46.74747475] ; [4.74747475 5.25252525],0
d1,1,0.890154,0.019074,[ 8 84] ; [1 9],[ 8.11764706 83.88235294] ; [0.88235294 9.11764706],0
a4,1,0.960073,0.002506,[28 63] ; [3 7],[27.93069307 63.06930693] ; [3.06930693 6.93069307],0
b2,1,0.966264,0.001789,[27 28] ; [3 3],[27.04918033 27.95081967] ; [2.95081967 3.04918033],0
b3,1,0.966264,0.001789,[27 28] ; [3 3],[27.04918033 27.95081967] ; [2.95081967 3.04918033],0
