Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,52.930531,[ 9 27] ; [70  6],[25.39285714 10.60714286] ; [53.60714286 22.39285714],1
p11,1,4.4e-05,16.684518,[15 21] ; [61 15],[24.42857143 11.57142857] ; [51.57142857 24.42857143],1
v4,1,0.000503,12.104363,[29  7] ; [75  1],[33.42857143  2.57142857] ; [70.57142857  5.42857143],1
a7,1,0.002037,9.515444,[20 16] ; [63 13],[26.67857143  9.32142857] ; [56.32142857 19.67857143],0
r4,1,0.004072,8.251393,[25 11] ; [69  7],[30.21428571  5.78571429] ; [63.78571429 12.21428571],0
u2,1,0.004817,7.946867,[ 7 12] ; [19  5],[11.48837209  7.51162791] ; [14.51162791  9.48837209],0
s7,1,0.008183,6.992918,[ 7 27] ; [35 39],[13.22222222 20.77777778] ; [28.77777778 45.22222222],0
r2,1,0.017039,5.692308,[28  8] ; [70  5],[31.78378378  4.21621622] ; [66.21621622  8.78378378],0
s8,1,0.021529,5.283431,[ 8 28] ; [34 42],[13.5 22.5] ; [28.5 47.5],0
d4,1,0.02759,4.853501,[25 11] ; [66 10],[29.25  6.75] ; [61.75 14.25],0
r1,1,0.033962,4.496636,[22 14] ; [60 15],[26.59459459  9.40540541] ; [55.40540541 19.59459459],0
s2,1,0.035166,4.437111,[12 24] ; [41 34],[17.18918919 18.81081081] ; [35.81081081 39.18918919],0
a2,1,0.038135,4.29899,[ 3 33] ; [19 57],[ 7.07142857 28.92857143] ; [14.92857143 61.07142857],0
a3,1,0.0442,4.04891,[17 19] ; [51 25],[21.85714286 14.14285714] ; [46.14285714 29.85714286],0
b1,1,0.044859,4.023943,[20 16] ; [27 49],[15.10714286 20.89285714] ; [31.89285714 44.10714286],0
n6,1,0.048195,3.903178,[18 18] ; [52 23],[22.7027027 13.2972973] ; [47.2972973 27.7027027],0
s6,1,0.048195,3.903178,[18 18] ; [52 23],[22.7027027 13.2972973] ; [47.2972973 27.7027027],0
p2,1,0.049326,3.864213,[25 11] ; [64 11],[28.86486486  7.13513514] ; [60.13513514 14.86486486],0
d3,1,0.054078,3.710296,[24 12] ; [63 13],[27.96428571  8.03571429] ; [59.03571429 16.96428571],0
p7,1,0.05504,3.680859,[20 16] ; [56 20],[24.42857143 11.57142857] ; [51.57142857 24.42857143],0
p6,1,0.065421,3.394334,[10 26] ; [35 41],[14.46428571 21.53571429] ; [30.53571429 45.46428571],0
a5,1,0.067999,3.330674,[22 14] ; [59 17],[26.03571429  9.96428571] ; [54.96428571 21.03571429],0
d1,1,0.083031,3.004548,[16 20] ; [47 29],[20.25 15.75] ; [42.75 33.25],0
n3,1,0.1611,1.963874,[9 5] ; [17  3],[10.70588235  3.29411765] ; [15.29411765  4.70588235],0
s5,1,0.167139,1.908422,[ 8 27] ; [26 46],[11.12149533 23.87850467] ; [22.87850467 49.12149533],0
