Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,125.991753,[33 63] ; [404  62],[74.64768683 21.35231317] ; [362.35231317 103.64768683],1
n6,1,2e-05,18.226203,[71 25] ; [420  47],[83.72291297 12.27708703] ; [407.27708703  59.72291297],1
s7,1,0.00016,14.256146,[34 61] ; [254 191],[50.66666667 44.33333333] ; [237.33333333 207.66666667],1
p6,1,0.000659,11.601381,[24 72] ; [203 261],[38.91428571 57.08571429] ; [188.08571429 275.91428571],1
d2,1,0.002291,9.300693,[42 55] ; [282 187],[55.52650177 41.47349823] ; [268.47349823 200.52650177],0
v3,1,0.002346,9.257322,[26 69] ; [201 253],[39.28051002 55.71948998] ; [187.71948998 266.28051002],0
a4,1,0.002883,8.880021,[38 59] ; [261 207],[51.33274336 45.66725664] ; [247.66725664 220.33274336],0
p4,1,0.005759,7.624353,[54 43] ; [328 140],[65.58230088 31.41769912] ; [316.41769912 151.58230088],0
d5,1,0.00592,7.574395,[76 21] ; [416  53],[84.3180212 12.6819788] ; [407.6819788  61.3180212],0
s4,1,0.007211,7.219574,[24 73] ; [ 64 399],[15.24285714 81.75714286] ; [ 72.75714286 390.24285714],0
s8,1,0.017858,5.610041,[36 61] ; [234 231],[46.60142349 50.39857651] ; [223.39857651 241.60142349],0
a8,1,0.025415,4.995369,[ 6 82] ; [ 67 351],[12.69565217 75.30434783] ; [ 60.30434783 357.69565217],0
a2,1,0.031986,4.599258,[22 75] ; [159 311],[30.96472663 66.03527337] ; [150.03527337 319.96472663],0
r2,1,0.032345,4.580111,[88  8] ; [446  16],[91.87096774  4.12903226] ; [442.12903226  19.87096774],0
d1,1,0.046993,3.945648,[57 40] ; [325 145],[65.35097002 31.64902998] ; [316.64902998 153.35097002],0
p10,1,0.05484,3.686952,[78 19] ; [408  57],[83.88256228 13.11743772] ; [402.11743772  62.88256228],0
n1,1,0.055551,3.665455,[ 8 27] ; [32 45],[12.5 22.5] ; [27.5 49.5],0
d3,1,0.075159,3.166584,[79 18] ; [342 128],[72.02292769 24.97707231] ; [348.97707231 121.02292769],0
p11,1,0.087268,2.924065,[76 21] ; [401  69],[81.6031746 15.3968254] ; [395.3968254  74.6031746],0
p5,1,0.089302,2.886913,[ 7 90] ; [ 63 405],[12.01769912 84.98230088] ; [ 57.98230088 410.01769912],0
a3,1,0.104072,2.642002,[72 25] ; [382  87],[77.80565371 19.19434629] ; [376.19434629  92.80565371],0
r4,1,0.104278,2.638869,[86 11] ; [439  31],[89.81481481  7.18518519] ; [435.18518519  34.81481481],0
s2,1,0.115413,2.47849,[44 52] ; [253 210],[51.00536673 44.99463327] ; [245.99463327 217.00536673],0
u1,1,0.115671,2.474979,[16 81] ; [112 358],[21.89770723 75.10229277] ; [106.10229277 363.89770723],0
p3,1,0.11686,2.458902,[47 50] ; [268 201],[53.98409894 43.01590106] ; [261.01590106 207.98409894],0
s3,1,0.13718,2.209312,[48 48] ; [268 192],[54.56115108 41.43884892] ; [261.43884892 198.56115108],0
v1,1,0.15455,2.026758,[50 46] ; [274 183],[56.24593128 39.75406872] ; [267.75406872 189.24593128],0
p12,1,0.171326,1.871302,[ 5 92] ; [ 44 421],[ 8.45729537 88.54270463] ; [ 40.54270463 424.45729537],0
p1,1,0.225832,1.466922,[ 5 91] ; [ 42 427],[ 7.98584071 88.01415929] ; [ 39.01415929 429.98584071],0
r1,1,0.254815,1.296712,[79 17] ; [405  62],[82.52930728 13.47069272] ; [401.47069272  65.52930728],0
