Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,6e-06,20.624266,[63 25] ; [262  27],[75.86206897 12.13793103] ; [249.13793103  39.86206897],1
d2,1,0.167144,1.90837,[39 48] ; [155 136],[44.65079365 42.34920635] ; [149.34920635 141.65079365],0
p12,1,0.180378,1.794511,[ 3 83] ; [ 22 268],[ 5.71808511 80.28191489] ; [ 19.28191489 270.71808511],0
a6,1,0.201735,1.62977,[55 32] ; [205  86],[59.84126984 27.15873016] ; [200.15873016  90.84126984],0
n2,1,0.204797,1.607832,[13  2] ; [33 14],[11.12903226  3.87096774] ; [34.87096774 12.12903226],0
s4,1,0.233212,1.421162,[13 75] ; [ 59 229],[16.85106383 71.14893617] ; [ 55.14893617 232.85106383],0
u2,1,0.235219,1.409019,[ 9 12] ; [47 35],[11.41747573  9.58252427] ; [44.58252427 37.41747573],0
a2,1,0.258122,1.2788,[20 68] ; [ 84 207],[24.14775726 63.85224274] ; [ 79.85224274 211.14775726],0
a1,1,0.259182,1.273121,[ 5 83] ; [  9 282],[ 3.25065963 84.74934037] ; [ 10.74934037 280.25065963],0
b1,1,0.268069,1.2266,[44 44] ; [126 165],[39.47229551 48.52770449] ; [130.52770449 160.47229551],0
a4,1,0.313444,1.016108,[38 50] ; [143 147],[42.13756614 45.86243386] ; [138.86243386 151.13756614],0
b3,1,0.348261,0.879783,[24 32] ; [ 65 116],[21.02953586 34.97046414] ; [ 67.97046414 113.02953586],0
b2,1,0.348261,0.879783,[24 32] ; [ 65 116],[21.02953586 34.97046414] ; [ 67.97046414 113.02953586],0
d4,1,0.355005,0.855484,[70 18] ; [243  47],[72.86772487 15.13227513] ; [240.13227513  49.86772487],0
v4,1,0.375874,0.784152,[82  6] ; [278  13],[83.5883905  4.4116095] ; [276.4116095  14.5883905],0
s5,1,0.480993,0.49661,[26 58] ; [ 99 183],[28.68852459 55.31147541] ; [ 96.31147541 185.68852459],0
b4,1,0.482743,0.49266,[48 40] ; [171 120],[50.84960422 37.15039578] ; [168.15039578 122.84960422],0
s3,1,0.545562,0.365329,[48 40] ; [167 120],[50.45333333 37.54666667] ; [164.54666667 122.45333333],0
v1,1,0.558406,0.342471,[48 38] ; [168 115],[50.34146341 35.65853659] ; [165.65853659 117.34146341],0
n1,1,0.565099,0.330952,[7 8] ; [18 29],[6.0483871 8.9516129] ; [18.9516129 28.0483871],0
b5,1,0.569263,0.323917,[55 33] ; [172 119],[52.70712401 35.29287599] ; [174.29287599 116.70712401],0
a3,1,0.627437,0.235553,[65 22] ; [209  81],[63.23076923 23.76923077] ; [210.76923077  79.23076923],0
p7,1,0.628108,0.234636,[63 24] ; [216  72],[64.728 22.272] ; [214.272  73.728],0
n3,1,0.735272,0.114326,[13  2] ; [39  8],[12.58064516  2.41935484] ; [39.41935484  7.58064516],0
v3,1,0.838878,0.041343,[37 49] ; [117 163],[36.18579235 49.81420765] ; [117.81420765 162.18579235],0
u3,1,0.889527,0.019294,[14  9] ; [48 33],[13.71153846  9.28846154] ; [48.28846154 32.71153846],0
s8,1,0.906365,0.013836,[42 46] ; [140 149],[42.48275862 45.51724138] ; [139.51724138 149.48275862],0
a8,1,0.931799,0.007324,[10 73] ; [ 32 226],[10.2228739 72.7771261] ; [ 31.7771261 226.2228739],0
s1,1,0.935925,0.006463,[ 2 86] ; [  7 282],[ 2.10079576 85.89920424] ; [  6.89920424 282.10079576],0
v2,1,0.975983,0.000906,[52 34] ; [170 112],[51.88043478 34.11956522] ; [170.11956522 111.88043478],0
