Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,115.906036,[325  42] ; [50 72],[281.44171779  85.55828221] ; [93.55828221 28.44171779],1
a4,1,6.4e-05,15.99324,[171 194] ; [32 90],[152.14579055 212.85420945] ; [50.85420945 71.14579055],1
a5,1,0.000185,13.97838,[274  94] ; [69 53],[257.6 110.4] ; [85.4 36.6],1
s7,1,0.000463,12.26066,[161 191] ; [32 85],[144.85287846 207.14712154] ; [48.14712154 68.85287846],1
p3,1,0.000967,10.889771,[164 202] ; [34 88],[148.5 217.5] ; [49.5 72.5],1
a8,1,0.001552,10.016175,[ 53 277] ; [  5 108],[ 43.20541761 286.79458239] ; [14.79458239 98.20541761],0
v3,1,0.002223,9.355696,[150 207] ; [30 85],[136.1440678 220.8559322] ; [43.8559322 71.1440678],0
r1,1,0.002251,9.33311,[295  71] ; [82 40],[282.75  83.25] ; [94.25 27.75],0
s8,1,0.002265,9.321663,[149 216] ; [31 91],[134.90759754 230.09240246] ; [45.09240246 76.90759754],0
p11,1,0.002537,9.113615,[301  67] ; [84 38],[289.14285714  78.85714286] ; [95.85714286 26.14285714],0
p4,1,0.002627,9.049707,[189 176] ; [44 78],[174.63039014 190.36960986] ; [58.36960986 63.63039014],0
r4,1,0.002654,9.031451,[331  37] ; [97 25],[321.43673469  46.56326531] ; [106.56326531  15.43673469],0
p10,1,0.002788,8.941339,[302  64] ; [83 36],[290.53608247  75.46391753] ; [94.46391753 24.53608247],0
a2,1,0.003847,8.354703,[ 91 277] ; [ 15 107],[ 79.60816327 288.39183673] ; [26.39183673 95.60816327],0
d2,1,0.004335,8.13775,[186 179] ; [44 78],[172.38193018 192.61806982] ; [57.61806982 64.38193018],0
d1,1,0.004638,8.015416,[217 151] ; [54 68],[203.52653061 164.47346939] ; [67.47346939 54.52653061],0
u1,1,0.006015,7.545875,[ 69 299] ; [ 10 112],[ 59.33061224 308.66938776] ; [ 19.66938776 102.33061224],0
d5,1,0.006359,7.445516,[302  66] ; [86 36],[291.39591837  76.60408163] ; [96.60408163 25.39591837],0
n1,1,0.009002,6.822357,[33 41] ; [10 37],[26.29752066 47.70247934] ; [16.70247934 30.29752066],0
s4,1,0.010443,6.557647,[ 53 312] ; [30 92],[ 62.2073922 302.7926078] ; [ 20.7926078 101.2073922],0
b1,1,0.020454,5.372748,[139 229] ; [32 90],[128.4244898 239.5755102] ; [42.5755102 79.4244898],0
p1,1,0.022219,5.228538,[ 27 340] ; [  2 118],[ 21.85420945 345.14579055] ; [  7.14579055 112.85420945],0
p12,1,0.030228,4.696284,[ 25 342] ; [  2 120],[ 20.26380368 346.73619632] ; [  6.73619632 115.26380368],0
v2,1,0.034907,4.44974,[198 155] ; [52 64],[188.1663113 164.8336887] ; [61.8336887 54.1663113],0
v1,1,0.035465,4.422632,[178 177] ; [46 72],[168.11839323 186.88160677] ; [55.88160677 62.11839323],0
a3,1,0.041773,4.144382,[258 109] ; [73 48],[248.92827869 118.07172131] ; [82.07172131 38.92827869],0
p5,1,0.045465,4.001323,[ 32 331] ; [  4 117],[ 27. 336.] ; [  9. 112.],0
n3,1,0.047278,3.935468,[59 17] ; [28 18],[54.19672131 21.80327869] ; [32.80327869 13.19672131],0
p8,1,0.066121,3.376788,[162 200] ; [43 79],[153.32644628 208.67355372] ; [51.67355372 70.32644628],0
s2,1,0.081619,3.032362,[171 192] ; [46 75],[162.75 200.25] ; [54.25 66.75],0
a1,1,0.097223,2.75051,[ 14 354] ; [  1 121],[ 11.26530612 356.73469388] ; [  3.73469388 118.26530612],0
a6,1,0.10009,2.704101,[253 115] ; [74 48],[245.58367347 122.41632653] ; [81.41632653 40.58367347],0
s3,1,0.133209,2.254709,[194 167] ; [55 65],[186.87941788 174.12058212] ; [62.12058212 57.87941788],0
r2,1,0.136244,2.21987,[340  24] ; [108  13],[336.23092784  27.76907216] ; [111.76907216   9.23092784],0
s6,1,0.157008,2.002806,[233 128] ; [70 52],[226.46583851 134.53416149] ; [76.53416149 45.46583851],0
p9,1,0.215451,1.534413,[297  64] ; [91 27],[292.41753653  68.58246347] ; [95.58246347 22.41753653],0
d4,1,0.293872,1.101799,[296  71] ; [93 29],[291.94887526  75.05112474] ; [97.05112474 24.94887526],0
p7,1,0.303263,1.059793,[187 175] ; [55 64],[182.12889813 179.87110187] ; [59.87110187 59.12889813],0
