Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,53.451108,[193  48] ; [56 75],[161.31451613  79.68548387] ; [87.68548387 43.31451613],1
a4,1,0.0,50.076258,[125 117] ; [ 19 113],[ 93.17647059 148.82352941] ; [50.82352941 81.17647059],1
d1,1,0.0,41.563998,[146  96] ; [34 99],[116.16 125.84] ; [63.84 69.16],1
d2,1,0.0,40.685427,[127 113] ; [ 25 107],[ 98.06451613 141.93548387] ; [53.93548387 78.06451613],1
a6,1,0.0,29.757989,[181  59] ; [63 70],[156.99731903  83.00268097] ; [87.00268097 45.99731903],1
d5,1,0.0,26.041047,[199  42] ; [77 55],[178.32707775  62.67292225] ; [97.67292225 34.32707775],1
n4,1,1.4e-05,18.813953,[180  61] ; [70 63],[161.09625668  79.90374332] ; [88.90374332 44.09625668],1
r1,1,3.6e-05,17.059631,[198  43] ; [83 49],[181.55764075  59.44235925] ; [99.44235925 32.55764075],1
d4,1,4e-05,16.888335,[202  39] ; [86 46],[186.08042895  54.91957105] ; [101.91957105  30.08042895],1
u1,1,9.9e-05,15.1517,[ 40 202] ; [  4 129],[ 28.39466667 213.60533333] ; [ 15.60533333 117.39466667],1
r4,1,0.00059,11.806477,[220  22] ; [104  29],[209.088  32.912] ; [114.912  18.088],1
s7,1,0.003402,8.578108,[ 99 133] ; [35 94],[ 86.11634349 145.88365651] ; [47.88365651 81.11634349],0
d3,1,0.003981,8.292633,[160  81] ; [67 64],[147.06182796  93.93817204] ; [79.93817204 51.06182796],0
r2,1,0.004417,8.104096,[234   7] ; [119  13],[228.07774799  12.92225201] ; [124.92225201   7.07774799],0
n5,1,0.006983,7.277298,[167  73] ; [74 59],[155.06702413  84.93297587] ; [85.93297587 47.06702413],0
s8,1,0.008038,7.025052,[ 94 146] ; [34 99],[ 82.35924933 157.64075067] ; [45.64075067 87.35924933],0
p5,1,0.022797,5.183879,[ 13 226] ; [  1 132],[  8.99462366 230.00537634] ; [  5.00537634 127.99462366],0
v3,1,0.03156,4.622265,[ 88 143] ; [35 95],[ 78.70637119 152.29362881] ; [44.29362881 85.70637119],0
p3,1,0.040324,4.204205,[ 64 176] ; [ 23 110],[ 55.97855228 184.02144772] ; [ 31.02144772 101.97855228],0
v1,1,0.049648,3.853315,[113 123] ; [48 81],[104.09863014 131.90136986] ; [56.90136986 72.09863014],0
p10,1,0.055308,3.672784,[179  61] ; [84 45],[171.05691057  68.94308943] ; [91.94308943 37.05691057],0
s5,1,0.062544,3.468603,[ 67 163] ; [ 26 103],[ 59.5821727 170.4178273] ; [33.4178273 95.5821727],0
b3,1,0.075426,3.16081,[52 81] ; [18 50],[46.31840796 86.68159204] ; [23.68159204 44.31840796],0
b2,1,0.075426,3.16081,[52 81] ; [18 50],[46.31840796 86.68159204] ; [23.68159204 44.31840796],0
n6,1,0.091893,2.840896,[194  47] ; [97 36],[187.51604278  53.48395722] ; [103.48395722  29.51604278],0
s6,1,0.097061,2.753187,[143  95] ; [67 64],[135.44715447 102.55284553] ; [74.55284553 56.44715447],0
v2,1,0.114206,2.49503,[125 105] ; [56 67],[117.93201133 112.06798867] ; [63.06798867 59.93201133],0
s4,1,0.114248,2.494459,[ 35 204] ; [ 28 105],[ 40.47580645 198.52419355] ; [ 22.52419355 110.47580645],0
r3,1,0.122252,2.388227,[227  15] ; [117  14],[223.1849866  18.8150134] ; [120.8150134  10.1849866],0
p9,1,0.133724,2.248727,[187  48] ; [93 35],[181.26721763  53.73278237] ; [98.73278237 29.26721763],0
p12,1,0.284483,1.14555,[ 13 225] ; [  4 128],[ 10.93513514 227.06486486] ; [  6.06486486 125.93513514],0
p8,1,0.290183,1.118771,[ 84 151] ; [40 92],[ 79.40054496 155.59945504] ; [44.59945504 87.40054496],0
s2,1,0.301444,1.067795,[106 134] ; [51 81],[101.29032258 138.70967742] ; [55.70967742 76.29032258],0
b4,1,0.337412,0.920239,[135 107] ; [81 52],[139.392 102.608] ; [76.608 56.392],0
a8,1,0.345728,0.889074,[ 31 192] ; [ 13 112],[ 28.1954023 194.8045977] ; [ 15.8045977 109.1954023],0
p6,1,0.358073,0.84464,[ 39 198] ; [ 26 102],[ 42.20547945 194.79452055] ; [ 22.79452055 105.20547945],0
s1,1,0.41383,0.667769,[  7 231] ; [  6 125],[  8.38482385 229.61517615] ; [  4.61517615 126.38482385],0
u2,1,0.44369,0.586721,[24 25] ; [42 33],[26.08064516 22.91935484] ; [39.91935484 35.08064516],0
n2,1,0.446022,0.580741,[58 17] ; [32 13],[56.25 18.75] ; [33.75 11.25],0
a1,1,0.467168,0.528665,[ 11 231] ; [  4 129],[  9.68 232.32] ; [  5.32 127.68],0
p11,1,0.478897,0.501374,[174  68] ; [91 42],[171.01333333  70.98666667] ; [93.98666667 39.01333333],0
p7,1,0.481741,0.494918,[107 123] ; [65 64],[110.19498607 119.80501393] ; [61.80501393 67.19498607],0
s3,1,0.613706,0.254813,[118 122] ; [68 63],[120.32345013 119.67654987] ; [65.67654987 65.32345013],0
a7,1,0.618467,0.248028,[162  80] ; [91 40],[164.14477212  77.85522788] ; [88.85522788 42.14477212],0
b5,1,0.633551,0.227276,[157  85] ; [83 50],[154.88  87.12] ; [85.12 47.88],0
p1,1,0.657536,0.196531,[ 12 229] ; [  8 124],[ 12.92225201 228.07774799] ; [  7.07774799 124.92225201],0
b1,1,0.771638,0.084236,[ 91 151] ; [48 85],[ 89.70133333 152.29866667] ; [49.29866667 83.70133333],0
n1,1,0.800279,0.064002,[26 47] ; [15 30],[25.36440678 47.63559322] ; [15.63559322 29.36440678],0
u3,1,0.807281,0.059504,[25 24] ; [41 36],[25.66666667 23.33333333] ; [40.33333333 36.66666667],0
p2,1,0.873862,0.025203,[174  67] ; [95 38],[173.33957219  67.66042781] ; [95.66042781 37.33957219],0
n3,1,0.885364,0.020786,[51 22] ; [32 13],[51.34745763 21.65254237] ; [31.65254237 13.34745763],0
