Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,79.215589,[585  89] ; [97 74],[543.98579882 130.01420118] ; [138.01420118  32.98579882],1
p9,1,0.0,50.175772,[599  76] ; [114  57],[568.88297872 106.11702128] ; [144.11702128  26.88297872],1
n5,1,0.0,27.167135,[525 153] ; [102  74],[497.78220141 180.21779859] ; [129.21779859  46.78220141],1
p8,1,0.0,26.037917,[378 291] ; [ 61 114],[347.97511848 321.02488152] ; [91.02488152 83.97511848],1
n4,1,1e-06,23.986971,[543 139] ; [109  67],[518.25641026 163.74358974] ; [133.74358974  42.25641026],1
p2,1,6e-06,20.650842,[583  94] ; [127  50],[562.84543326 114.15456674] ; [147.15456674  29.84543326],1
n6,1,2.3e-05,17.919371,[591  89] ; [130  46],[572.75700935 107.24299065] ; [148.24299065  27.75700935],1
p7,1,0.000146,14.420451,[446 215] ; [91 84],[424.58971292 236.41028708] ; [112.41028708  62.58971292],1
b1,1,0.000726,11.421146,[236 447] ; [86 92],[255.43089431 427.56910569] ; [ 66.56910569 111.43089431],1
p4,1,0.000919,10.983566,[421 254] ; [85 90],[401.82352941 273.17647059] ; [104.17647059  70.82352941],1
p12,1,0.002341,9.260735,[ 62 612] ; [  4 171],[ 52.39575972 621.60424028] ; [ 13.60424028 161.39575972],0
p3,1,0.004737,7.977227,[354 323] ; [ 71 105],[337.3094959 339.6905041] ; [87.6905041 88.3094959],0
r4,1,0.00486,7.930759,[649  34] ; [159  19],[640.95702671  42.04297329] ; [167.04297329  10.95702671],0
s1,1,0.014107,6.024728,[ 17 654] ; [ 11 165],[ 22.18181818 648.81818182] ; [  5.81818182 170.18181818],0
v1,1,0.015248,5.887563,[372 289] ; [81 95],[357.74551971 303.25448029] ; [95.25448029 80.74551971],0
b5,1,0.01678,5.719189,[401 282] ; [122  56],[414.87688734 268.12311266] ; [108.12311266  69.87688734],0
v2,1,0.040385,4.201622,[381 271] ; [85 86],[369.17618469 282.82381531] ; [96.82381531 74.17618469],0
b3,1,0.048198,3.903053,[167 259] ; [24 62],[158.91796875 267.08203125] ; [32.08203125 53.91796875],0
b2,1,0.048198,3.903053,[167 259] ; [24 62],[158.91796875 267.08203125] ; [32.08203125 53.91796875],0
u2,1,0.060298,3.529167,[116  76] ; [28 32],[109.71428571  82.28571429] ; [34.28571429 25.71428571],0
a6,1,0.062986,3.456957,[476 204] ; [111  66],[465.76429405 214.23570595] ; [121.23570595  55.76429405],0
s4,1,0.064567,3.416009,[105 567] ; [ 38 139],[113.18727915 558.81272085] ; [ 29.81272085 147.18727915],0
a5,1,0.07707,3.125633,[505 177] ; [120  58],[495.63953488 186.36046512] ; [129.36046512  48.63953488],0
p5,1,0.082031,3.024189,[ 81 594] ; [ 13 163],[ 74.55934195 600.44065805] ; [ 19.44065805 156.55934195],0
