Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,49.087778,[70 17] ; [ 7 36],[51.53076923 35.46923077] ; [25.46923077 17.53076923],1
r3,1,1e-06,24.42491,[81  8] ; [23 20],[70.12121212 18.87878788] ; [33.87878788  9.12121212],1
p11,1,1e-06,24.223021,[70 19] ; [15 28],[57.31060606 31.68939394] ; [27.68939394 15.31060606],1
p2,1,3.9e-05,16.935735,[68 19] ; [18 25],[57.55384615 29.44615385] ; [28.44615385 14.55384615],1
r4,1,0.000425,12.41768,[56 33] ; [13 30],[46.52272727 42.47727273] ; [22.47727273 20.52272727],1
n2,1,0.001977,9.570352,[26  5] ; [ 9 12],[20.86538462 10.13461538] ; [14.13461538  6.86538462],0
n6,1,0.002998,8.80898,[71 18] ; [23 19],[63.86259542 25.13740458] ; [30.13740458 11.86259542],0
v4,1,0.010779,6.50141,[73 15] ; [27 16],[67.17557252 20.82442748] ; [32.82442748 10.17557252],0
n3,1,0.030251,4.694999,[25  6] ; [11 10],[21.46153846  9.53846154] ; [14.53846154  6.46153846],0
s7,1,0.031725,4.613282,[29 58] ; [ 6 34],[23.97637795 63.02362205] ; [11.02362205 28.97637795],0
n1,1,0.033329,4.52881,[14 17] ; [ 3 16],[10.54 20.46] ; [ 6.46 12.54],0
a8,1,0.040087,4.214202,[12 73] ; [ 1 41],[ 8.7007874 76.2992126] ; [ 4.2992126 37.7007874],0
d2,1,0.046515,3.962843,[30 58] ; [22 20],[35.2 52.8] ; [16.8 25.2],0
a5,1,0.054589,3.694611,[49 40] ; [16 27],[43.82575758 45.17424242] ; [21.17424242 21.82575758],0
s6,1,0.060462,3.524661,[40 49] ; [12 31],[35.06060606 53.93939394] ; [16.93939394 26.06060606],0
s2,1,0.061928,3.484983,[33 56] ; [ 9 34],[28.31818182 60.68181818] ; [13.68181818 29.31818182],0
s8,1,0.072556,3.224237,[25 64] ; [ 6 37],[20.90151515 68.09848485] ; [10.09848485 32.90151515],0
n4,1,0.095819,2.773787,[57 32] ; [21 22],[52.59090909 36.40909091] ; [25.40909091 17.59090909],0
b5,1,0.095819,2.773787,[57 32] ; [21 22],[52.59090909 36.40909091] ; [25.40909091 17.59090909],0
a3,1,0.095962,2.77141,[51 38] ; [18 25],[46.52272727 42.47727273] ; [22.47727273 20.52272727],0
a2,1,0.122483,2.385277,[12 77] ; [ 2 41],[ 9.43939394 79.56060606] ; [ 4.56060606 38.43939394],0
a7,1,0.137945,2.200735,[51 37] ; [19 24],[47.02290076 40.97709924] ; [22.97709924 20.02290076],0
d3,1,0.153181,2.040283,[48 39] ; [18 25],[44.16923077 42.83076923] ; [21.83076923 21.16923077],0
d4,1,0.155252,2.019872,[59 30] ; [23 20],[55.28787879 33.71212121] ; [26.71212121 16.28787879],0
b1,1,0.157072,2.002195,[32 57] ; [21 22],[35.73484848 53.26515152] ; [17.26515152 25.73484848],0
s3,1,0.158469,1.988779,[36 51] ; [12 30],[32.37209302 54.62790698] ; [15.62790698 26.37209302],0
p8,1,0.158469,1.988779,[36 51] ; [12 30],[32.37209302 54.62790698] ; [15.62790698 26.37209302],0
n5,1,0.169399,1.888256,[58 30] ; [23 20],[54.41221374 33.58778626] ; [26.58778626 16.41221374],0
s1,1,0.172288,1.862918,[ 2 87] ; [ 3 39],[ 3.39694656 85.60305344] ; [ 1.60305344 40.39694656],0
p3,1,0.177999,1.814252,[31 58] ; [10 33],[27.64393939 61.35606061] ; [13.35606061 29.64393939],0
p6,1,0.192174,1.70087,[28 58] ; [ 9 33],[24.859375 61.140625] ; [12.140625 29.859375],0
a6,1,0.245432,1.349121,[55 34] ; [22 21],[51.91666667 37.08333333] ; [25.08333333 17.91666667],0
d5,1,0.262164,1.257294,[58 30] ; [24 19],[55.08396947 32.91603053] ; [26.91603053 16.08396947],0
r2,1,0.277102,1.181248,[67 19] ; [29 13],[64.5 21.5] ; [31.5 10.5],0
p5,1,0.294542,1.098743,[ 6 82] ; [ 1 41],[ 4.73846154 83.26153846] ; [ 2.26153846 39.73846154],0
p1,1,0.336634,0.923206,[11 77] ; [ 3 40],[ 9.40458015 78.59541985] ; [ 4.59541985 38.40458015],0
p4,1,0.363526,0.825675,[38 50] ; [15 28],[35.60305344 52.39694656] ; [17.39694656 25.60305344],0
u1,1,0.394728,0.724327,[ 5 84] ; [ 1 42],[ 4.04545455 84.95454545] ; [ 1.95454545 41.04545455],0
s5,1,0.465061,0.533686,[17 68] ; [ 6 35],[15.51587302 69.48412698] ; [ 7.48412698 33.51587302],0
v2,1,0.46628,0.530777,[19 67] ; [12 31],[20.66666667 65.33333333] ; [10.33333333 32.66666667],0
a1,1,0.480962,0.496681,[ 7 82] ; [ 5 38],[ 8.09090909 80.90909091] ; [ 3.90909091 39.09090909],0
s4,1,0.486043,0.485275,[18 71] ; [11 32],[19.5530303 69.4469697] ; [ 9.4469697 33.5530303],0
b2,1,0.500664,0.453529,[19 32] ; [ 8 19],[17.65384615 33.34615385] ; [ 9.34615385 17.65384615],0
b3,1,0.500664,0.453529,[19 32] ; [ 8 19],[17.65384615 33.34615385] ; [ 9.34615385 17.65384615],0
