Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,30.606151,[47 38] ; [ 1 37],[33.17073171 51.82926829] ; [14.82926829 23.17073171],1
d4,1,4e-06,21.328978,[70 15] ; [15 22],[59.22131148 25.77868852] ; [25.77868852 11.22131148],1
a6,1,0.000393,12.563349,[62 23] ; [15 23],[53.21138211 31.78861789] ; [23.78861789 14.21138211],1
r2,1,0.000522,12.036797,[74  9] ; [23 14],[67.09166667 15.90833333] ; [29.90833333  7.09166667],1
a5,1,0.000611,11.741227,[53 32] ; [11 27],[44.22764228 40.77235772] ; [19.77235772 18.22764228],1
v2,1,0.001167,10.541527,[39 40] ; [ 6 29],[31.18421053 47.81578947] ; [13.81578947 21.18421053],0
a7,1,0.001683,9.866998,[61 24] ; [16 22],[53.21138211 31.78861789] ; [23.78861789 14.21138211],0
d3,1,0.00203,9.521864,[58 26] ; [15 23],[50.26229508 33.73770492] ; [22.73770492 15.26229508],0
r3,1,0.006133,7.510671,[70 14] ; [23 15],[64.03278689 19.96721311] ; [28.96721311  9.03278689],0
r4,1,0.006235,7.481,[58 27] ; [16 22],[51.13821138 33.86178862] ; [22.86178862 15.13821138],0
v4,1,0.008351,6.956522,[70 14] ; [22 14],[64.4 19.6] ; [27.6  8.4],0
s8,1,0.008548,6.914974,[25 60] ; [ 3 35],[19.3495935 65.6504065] ; [ 8.6504065 29.3495935],0
b4,1,0.009025,6.817794,[55 30] ; [15 23],[48.37398374 36.62601626] ; [21.62601626 16.37398374],0
r1,1,0.009102,6.802605,[61 24] ; [18 20],[54.59349593 30.40650407] ; [24.40650407 13.59349593],0
s5,1,0.012057,6.3024,[16 64] ; [ 1 37],[11.52542373 68.47457627] ; [ 5.47457627 32.52542373],0
s6,1,0.026714,4.909217,[40 44] ; [10 28],[34.42622951 49.57377049] ; [15.57377049 22.42622951],0
u2,1,0.055097,3.679141,[23  8] ; [ 9 10],[19.84 11.16] ; [12.16  6.84],0
d2,1,0.061473,3.497194,[35 50] ; [ 9 29],[30.40650407 54.59349593] ; [13.59349593 24.40650407],0
a2,1,0.087768,2.914848,[14 71] ; [ 2 36],[11.05691057 73.94308943] ; [ 4.94308943 33.05691057],0
p4,1,0.090648,2.86282,[29 56] ; [ 7 30],[25.08196721 59.91803279] ; [10.91803279 26.08196721],0
s7,1,0.090851,2.859227,[26 54] ; [ 6 29],[22.26086957 57.73913043] ; [ 9.73913043 25.26086957],0
v3,1,0.115684,2.4748,[21 58] ; [ 5 32],[17.70689655 61.29310345] ; [ 8.29310345 28.70689655],0
n5,1,0.13404,2.245082,[38 47] ; [22 15],[41.80327869 43.19672131] ; [18.19672131 18.80327869],0
u3,1,0.145493,2.118876,[19 11] ; [ 8 11],[16.53061224 13.46938776] ; [10.46938776  8.53061224],0
p8,1,0.149184,2.080571,[26 56] ; [ 7 30],[22.7394958 59.2605042] ; [10.2605042 26.7394958],0
b5,1,0.198824,1.650995,[53 32] ; [19 19],[49.75609756 35.24390244] ; [22.24390244 15.75609756],0
a3,1,0.207211,1.590808,[54 31] ; [19 18],[50.86065574 34.13934426] ; [22.13934426 14.86065574],0
p2,1,0.216988,1.524178,[52 32] ; [19 19],[48.8852459 35.1147541] ; [22.1147541 15.8852459],0
n1,1,0.229182,1.445933,[11 22] ; [10 10],[13.0754717 19.9245283] ; [ 7.9245283 12.0754717],0
v1,1,0.232266,1.426931,[33 49] ; [11 27],[30.06666667 51.93333333] ; [13.93333333 24.06666667],0
s1,1,0.256413,1.288019,[ 4 77] ; [ 4 34],[ 5.44537815 75.55462185] ; [ 2.55462185 35.44537815],0
n2,1,0.260434,1.266447,[21 14] ; [15  5],[22.90909091 12.09090909] ; [13.09090909  6.90909091],0
n4,1,0.322035,0.980663,[44 41] ; [16 22],[41.46341463 43.53658537] ; [18.53658537 19.46341463],0
a8,1,0.35959,0.839325,[ 7 74] ; [ 5 30],[ 8.37931034 72.62068966] ; [ 3.62068966 31.37931034],0
p10,1,0.366621,0.815086,[45 37] ; [17 20],[42.72268908 39.27731092] ; [19.27731092 17.72268908],0
a4,1,0.416218,0.660969,[31 54] ; [11 27],[29.02439024 55.97560976] ; [12.97560976 25.02439024],0
p9,1,0.477623,0.504285,[50 32] ; [20 17],[48.23529412 33.76470588] ; [21.76470588 15.23529412],0
n3,1,0.489402,0.47784,[20 14] ; [13  6],[21.16981132 12.83018868] ; [11.83018868  7.16981132],0
a1,1,0.515579,0.422727,[ 6 79] ; [ 4 34],[ 6.91056911 78.08943089] ; [ 3.08943089 34.91056911],0
s3,1,0.532889,0.388879,[36 46] ; [19 19],[37.58333333 44.41666667] ; [17.41666667 20.58333333],0
s4,1,0.5398,0.375911,[10 75] ; [ 6 32],[11.05691057 73.94308943] ; [ 4.94308943 33.05691057],0
s2,1,0.54344,0.369201,[29 55] ; [11 27],[27.54098361 56.45901639] ; [12.45901639 25.54098361],0
p1,1,0.582565,0.302106,[ 4 80] ; [ 1 37],[ 3.44262295 80.55737705] ; [ 1.55737705 36.44262295],0
p11,1,0.672514,0.178675,[46 39] ; [19 19],[44.91869919 40.08130081] ; [20.08130081 17.91869919],0
p6,1,0.681495,0.168447,[13 68] ; [ 5 33],[12.25210084 68.74789916] ; [ 5.74789916 32.25210084],0
b1,1,0.762889,0.091016,[40 45] ; [19 19],[40.77235772 44.22764228] ; [18.22764228 19.77235772],0
p7,1,0.860802,0.030749,[31 50] ; [14 21],[31.42241379 49.57758621] ; [13.57758621 21.42241379],0
u1,1,0.89106,0.018759,[ 5 80] ; [ 2 36],[ 4.83739837 80.16260163] ; [ 2.16260163 35.83739837],0
b2,1,0.958084,0.002762,[12 33] ; [ 6 16],[12.08955224 32.91044776] ; [ 5.91044776 16.08955224],0
b3,1,0.958084,0.002762,[12 33] ; [ 6 16],[12.08955224 32.91044776] ; [ 5.91044776 16.08955224],0
