Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.029075,4.763175,[ 4 24] ; [2 1],[ 5.41935484 22.58064516] ; [0.58064516 2.41935484],0
a1,1,0.041781,4.144061,[ 1 28] ; [1 2],[ 1.8125 27.1875] ; [0.1875 2.8125],0
p3,1,0.054652,3.692673,[ 5 23] ; [2 1],[ 6.32258065 21.67741935] ; [0.67741935 2.32258065],0
r4,1,0.079989,3.065134,[ 6 23] ; [2 1],[ 7.25 21.75] ; [0.75 2.25],0
a2,1,0.134787,2.236491,[ 2 27] ; [1 2],[ 2.71875 26.28125] ; [0.28125 2.71875],0
s6,1,0.164463,1.932706,[ 8 21] ; [2 1],[ 9.0625 19.9375] ; [0.9375 2.0625],0
s5,1,0.251739,1.313629,[ 3 26] ; [1 2],[ 3.625 25.375] ; [0.375 2.625],0
n5,1,0.334679,0.930709,[11 18] ; [2 1],[11.78125 17.21875] ; [1.21875 1.78125],0
p4,1,0.334679,0.930709,[11 18] ; [2 1],[11.78125 17.21875] ; [1.21875 1.78125],0
v3,1,0.374888,0.787399,[ 4 25] ; [1 2],[ 4.53125 24.46875] ; [0.46875 2.53125],0
p7,1,0.470538,0.520712,[13 16] ; [2 1],[13.59375 15.40625] ; [1.40625 1.59375],0
u3,1,0.540818,0.374026,[ 4 10] ; [1 1],[4.375 9.625] ; [0.625 1.375],0
a3,1,0.544197,0.367816,[15 14] ; [1 2],[14.5 14.5] ; [1.5 1.5],0
b4,1,0.544197,0.367816,[14 15] ; [2 1],[14.5 14.5] ; [1.5 1.5],0
s7,1,0.594853,0.282828,[ 5 20] ; [1 2],[ 5.35714286 19.64285714] ; [0.64285714 2.35714286],0
s2,1,0.614051,0.254319,[ 6 23] ; [1 2],[ 6.34375 22.65625] ; [0.65625 2.34375],0
d5,1,0.621498,0.243768,[14 15] ; [1 2],[13.59375 15.40625] ; [1.40625 1.59375],0
v2,1,0.639291,0.219671,[ 6 22] ; [1 2],[ 6.32258065 21.67741935] ; [0.67741935 2.32258065],0
a7,1,0.702428,0.145959,[16 13] ; [2 1],[16.3125 12.6875] ; [1.6875 1.3125],0
d2,1,0.726226,0.122605,[ 7 22] ; [1 2],[ 7.25 21.75] ; [0.75 2.25],0
p2,1,0.787064,0.072968,[17 12] ; [2 1],[17.21875 11.78125] ; [1.78125 1.21875],0
b5,1,0.787064,0.072968,[17 12] ; [2 1],[17.21875 11.78125] ; [1.78125 1.21875],0
d1,1,0.83307,0.044422,[ 8 21] ; [1 2],[ 8.15625 20.84375] ; [0.84375 2.15625],0
a4,1,0.83307,0.044422,[ 8 21] ; [1 2],[ 8.15625 20.84375] ; [0.84375 2.15625],0
d3,1,0.875566,0.024521,[18 11] ; [2 1],[18.125 10.875] ; [1.875 1.125],0
d4,1,0.934824,0.006688,[20  9] ; [2 1],[19.9375  9.0625] ; [2.0625 0.9375],0
b1,1,0.934824,0.006688,[20  9] ; [2 1],[19.9375  9.0625] ; [2.0625 0.9375],0
r3,1,0.96817,0.001592,[19 10] ; [2 1],[19.03125  9.96875] ; [1.96875 1.03125],0
r1,1,0.96817,0.001592,[10 19] ; [1 2],[ 9.96875 19.03125] ; [1.03125 1.96875],0
v1,1,0.96817,0.001592,[10 19] ; [1 2],[ 9.96875 19.03125] ; [1.03125 1.96875],0
